"cra_id","address","application_date","construction_type","hca_abated_value","abatement_qualifying_term","incentive_amount","leed_class","leed_date","ownership_type","city_determination","longitude","latitude","dced_neighborhood","neighborhood","community_council_neighborhood","construction_value_improvement"
"ACCESS119","446 STRAFER ST","2013-06-13T00:00:00.000","NEW","116865","15","203197","SILVER","2013-01-01T00:00:00.000","OWNER OCCUPIED",,"-84.4346644623058","39.116457402819",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS12","4415 COLERAIN AV","2012-03-21T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,"-84.5528734469484","39.1647880922243",,"MT. AIRY","NORTHSIDE",
"ACCESS120","456 STRAFER ST","2014-01-21T00:00:00.000","NEW","114268","15","169344","SILVER","2012-12-01T00:00:00.000","OWNER OCCUPIED",,"-84.4342886431097","39.1166615848972",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS121","1324 PENDLETON ST","2013-02-07T00:00:00.000","REHAB","111580","10","89971",,,"OWNER OCCUPIED",,"-84.5069235993926","39.1115519591573",,"PENDLETON","PENDLETON",
"ACCESS122","118 FOURTEENTH ST","2013-10-16T00:00:00.000","REHAB","111580","10","78318",,,"OWNER OCCUPIED",,"-84.51796085768922","39.1103973065814",,"OVER-THE-RHINE","OTR",
"ACCESS123","120 FOURTEENTH ST","2013-09-18T00:00:00.000","REHAB","111580","10","78324",,,"OWNER OCCUPIED",,"-84.5180508441453","39.1103876406396",,"OVER-THE-RHINE","OTR",
"ACCESS124","27 MERCER ST","2014-03-26T00:00:00.000","REHAB","111580","10","89971",,,"OWNER OCCUPIED",,"-84.5142209152278","39.1103560006822",,"OVER-THE-RHINE","OTR",
"ACCESS125","21 MERCER ST","2014-08-22T00:00:00.000","REHAB","111580","10","46662",,,"OWNER OCCUPIED",,"-84.5142209152278","39.1103560006822",,"OVER-THE-RHINE","OTR",
"ACCESS126","17 MERCER ST","2014-01-13T00:00:00.000","REHAB","111580","10","89971",,,"OWNER OCCUPIED",,"-84.5142209152278","39.1103560006822",,"OVER-THE-RHINE","OTR",
"ACCESS127","2530 HANDASYDE CT","2015-01-12T00:00:00.000","REHAB","111580","10","10600",,,"OWNER OCCUPIED",,"-84.4493672215651","39.135481455234",,"HYDE PARK","HYDE PARK",
"ACCESS128","517 MISSOURI AV","2015-01-23T00:00:00.000","NEW","111016.5","15","155823","SILVER","2015-01-01T00:00:00.000","OWNER OCCUPIED",,"-84.4335080043158","39.1195329677056",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS129","1343 SUNCREST DR","2013-01-09T00:00:00.000","REHAB","110596.5","10","89971",,,"OWNER OCCUPIED",,"-84.4232880984609","39.1359921431709",,"MT. LOOKOUT","MOUNT LOOKOUT",
"ACCESS13","1249 FIRST AV","2012-03-07T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,"-84.5793246996346","39.115973521656",,"WEST PRICE HILL","WEST PRICE HILL",
"ACCESS130","470 STRAFER ST","2014-07-02T00:00:00.000","NEW","110558","15","169331","SILVER","2014-06-01T00:00:00.000","OWNER OCCUPIED",,"-84.4337624925748","39.1169474379333",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS131","3721 RAWSON FARM LN","2014-06-10T00:00:00.000","NEW","110096","15","127121","CERTIFIED","2014-05-01T00:00:00.000","OWNER OCCUPIED",,"-84.5208605915326","39.1511585768285",,"CLIFTON","CLIFTON",
"ACCESS132","1437 PLEASANT ST","2012-05-30T00:00:00.000","NEW","111314","15","95384","CERTIFIED","2012-07-01T00:00:00.000","OWNER OCCUPIED",,"-84.5182159039513","39.1112608752075",,"OVER-THE-RHINE","OTR",
"ACCESS133","2125 GRANDIN RD","2013-11-22T00:00:00.000","NEW","108199","15","98009","SILVER","2013-11-01T00:00:00.000","OWNER OCCUPIED",,"-84.4600686728951","39.1315206644366",,"HYDE PARK","HYDE PARK",
"ACCESS134","2145 LURAY AV","2013-12-31T00:00:00.000","NEW","111580","10","89971",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS135","1433 PLEASANT ST","2012-03-16T00:00:00.000","NEW","109564","15","95384","CERTIFIED","2012-07-01T00:00:00.000","OWNER OCCUPIED",,"-84.5181830027048","39.1111353836451",,"OVER-THE-RHINE","OTR",
"ACCESS136","353 FOURTH ST","2012-07-19T00:00:00.000","NEW","108332","10","87352",,,"OWNER OCCUPIED",,"-84.51867011670171","39.0987109887332",,"UNIDENTIFIED","DOWNTOWN",
"ACCESS137","2903 CORBIN PARK CT","2012-09-25T00:00:00.000","NEW","108332","10","87352",,,"OWNER OCCUPIED",,"-84.4506352852081","39.1206611725124",,"EAST END","EAST END",
"ACCESS138","3017 EUCLID AV","2014-05-12T00:00:00.000","REHAB","108332","10","38297",,,"RENTAL",,"-84.5076228682863","39.1347095597491",,"CORRYVILLE","CORRYVILLE",
"ACCESS139","3368 MARBURG SQUARE LN","2013-08-13T00:00:00.000","NEW","104821.5","10","77093",,,"OWNER OCCUPIED",,"-84.4231450811301","39.1441737329374",,"OAKLEY","OAKLEY",
"ACCESS14","1547 ST LEGER PL","2012-02-13T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,"-84.4773437499598","39.1378988311147",,"EVANSTON","EVANSTON",
"ACCESS140","1435 PLEASANT ST","2012-03-20T00:00:00.000","NEW","108724","15","94986","CERTIFIED","2012-07-01T00:00:00.000","OWNER OCCUPIED",,"-84.5181994094738","39.1111979619236",,"UNIDENTIFIED","OTR",
"ACCESS141","463 STRAFER ST","2012-02-15T00:00:00.000","NEW","108332","10","158833","SILVER","2012-01-01T00:00:00.000",,,"-84.4345106705562","39.1170477284676",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS142","353 FOURTH ST","2012-03-27T00:00:00.000","REHAB","108332","10","0",,,"OWNER OCCUPIED",,"-84.51867011670171","39.0987109887332",,"UNIDENTIFIED","DOWNTOWN",
"ACCESS143","3725 RAWSON FARM LN","2013-09-16T00:00:00.000","NEW","104132","15","132264","SILVER","2013-05-01T00:00:00.000","OWNER OCCUPIED",,"-84.5207580645961","39.1512948844236",,"CLIFTON","CLIFTON",
"ACCESS144","3442 GOLDEN AV","2012-05-16T00:00:00.000","NEW","105175","10","84806",,,"OWNER OCCUPIED",,"-84.4386745070206","39.1197769583625",,"HYDE PARK","COLUMBIA TUSCULUM",
"ACCESS145","3440 GOLDEN AV","2012-05-16T00:00:00.000","NEW","105000","10","87352",,,"OWNER OCCUPIED",,"-84.4387811964418","39.1198201531703",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS146","3713 RAWSON FARM LN","2013-12-24T00:00:00.000","NEW","101598","15","117291","PLATINUM","2014-06-01T00:00:00.000","OWNER OCCUPIED",,"-84.5205820769348","39.1507832319967",,"CLIFTON","CLIFTON",
"ACCESS147","3438 GOLDEN AV","2012-05-22T00:00:00.000","NEW","105175","10","84806",,,"OWNER OCCUPIED",,"-84.4388691204788","39.1198572299245",,"UNIDENTIFIED","COLUMBIA TUSCULUM",
"ACCESS148","1229 IDA ST","2012-01-27T00:00:00.000","REHAB","105175","10","84806",,,"OWNER OCCUPIED",,"-84.4993202592293","39.1100065091284",,"MT. ADAMS","MOUNT ADAMS",
"ACCESS149","3025 ONONTA AV","2012-01-24T00:00:00.000","NEW","105175","10","0",,,"OWNER OCCUPIED",,"-84.4463776251231","39.1216235518689",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS15","1914 LAWN AV","2012-04-19T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,"-84.4616429070302","39.1703774804618",,"BOND HILL","BOND HILL",
"ACCESS150","1403 RACE ST","2013-02-13T00:00:00.000","REHAB","100702","10","74694",,,"OWNER OCCUPIED",,"-84.5172859725536","39.110449683391",,"OVER-THE-RHINE","OTR",
"ACCESS151","3624 KROGER AV","2012-02-07T00:00:00.000","NEW","103834.5","15","145053","GOLD","2012-01-01T00:00:00.000","OWNER OCCUPIED",,"-84.4299173399396","39.123291508469",,"MT. LOOKOUT","MOUNT LOOKOUT",
"ACCESS152","2145 LURAY AV","2014-06-11T00:00:00.000","NEW","114926","10","92669",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS153","2145 LURAY AV","2014-02-19T00:00:00.000","NEW","114926","10","92669",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS154","200 FOURTEENTH ST","2013-12-19T00:00:00.000","NEW","98521.5","10","38026",,,"OWNER OCCUPIED",,"-84.5188772424912","39.1101803591485",,"OVER-THE-RHINE","OTR",
"ACCESS155","30 CENTRAL PW","2012-05-17T00:00:00.000","REHAB","102130","15","123527",,,"OWNER OCCUPIED",,"-84.5132549328437","39.1077257284802",,"UNIDENTIFIED","OTR",
"ACCESS156","1933 RIVERSIDE DR","2012-06-06T00:00:00.000","NEW","102130","10","82351",,,"OWNER OCCUPIED",,"-84.4774596297725","39.1201909110717",,"UNIDENTIFIED","EAST END",
"ACCESS157","3336 MARBURG SQUARE LN","2013-04-26T00:00:00.000","NEW","98157.5","10","76100",,,"OWNER OCCUPIED",,"-84.42257378477932","39.1442948388906",,"OAKLEY","OAKLEY",
"ACCESS158","3370 EVERSON AV","2014-06-16T00:00:00.000","NEW","98087.5","10","74172",,,"OWNER OCCUPIED",,"-84.4224389091533","39.150401396465",,"OAKLEY","OAKLEY",
"ACCESS159","1015 GRANDIN RIDGE DR","2013-05-17T00:00:00.000","REHAB","98010.5","10","89971",,,"OWNER OCCUPIED",,"-84.440361799809","39.1279928953221",,"MT. LOOKOUT","MOUNT LOOKOUT",
"ACCESS16","202 PEETE ST","2012-10-08T00:00:00.000","REHAB",,,,,,"RENTAL",,"-84.5130721044291","39.1155561885784",,"OVER-THE-RHINE","MOUNT AUBURN",
"ACCESS160","1417 PLEASANT ST","2012-03-12T00:00:00.000","NEW","99876","15","108816","CERTIFIED","2012-07-01T00:00:00.000","OWNER OCCUPIED",,"-84.5180908811284","39.110779412565",,"OVER-THE-RHINE","OTR",
"ACCESS161","1421 RACE ST","2013-07-12T00:00:00.000","NEW","97384","10","39284",,,"OWNER OCCUPIED",,"-84.5174638825445","39.1111373347226",,"OVER-THE-RHINE","OTR",
"ACCESS162","4120 ALLENDALE DR","2012-02-11T00:00:00.000","NEW","98560","10","87352",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS163","3527 MONTEITH AV","2013-12-31T00:00:00.000","REHAB","96250","10","35799",,,"OWNER OCCUPIED",,"-84.4371706102487","39.1401397567312",,"HYDE PARK","HYDE PARK",
"ACCESS164","421 BOAL ST","2013-11-25T00:00:00.000","NEW","96250","10","77610",,,"OWNER OCCUPIED",,"-84.5081448640185","39.1135817365148",,"MT. AUBURN","MOUNT AUBURN",
"ACCESS165","15 MERCER ST","2014-02-24T00:00:00.000","NEW","96250","10","77610",,,"OWNER OCCUPIED",,"-84.5144984637644","39.1103416450808",,"OVER-THE-RHINE","OTR",
"ACCESS166","2599 OBSERVATORY AV","2014-11-18T00:00:00.000","REHAB","96250","10","55509",,,"OWNER OCCUPIED",,"-84.4456579131166","39.1373845079882",,"HYDE PARK","HYDE PARK",
"ACCESS167","3340 MARBURG SQUARE LN","2013-09-30T00:00:00.000","NEW","96071.5","10","75250",,,"OWNER OCCUPIED",,"-84.4225652989522","39.1445831311127",,"OAKLEY","OAKLEY",
"ACCESS168","3338 MARBURG SQUARE LN","2013-10-09T00:00:00.000","NEW","96071.5","10","75250",,,"OWNER OCCUPIED",,"-84.4225652989522","39.1445831311127",,"OAKLEY","OAKLEY",
"ACCESS169","3366 MARBURG SQUARE LN","2013-10-09T00:00:00.000","NEW","96071.5","10","80432",,,"OWNER OCCUPIED",,"-84.4231450811301","39.1441737329374",,"OAKLEY","OAKLEY",
"ACCESS17","228 CLIFTON AV","2012-10-08T00:00:00.000","REHAB",,,,,,"RENTAL",,"-84.5127277602115","39.1146557728048",,"OVER-THE-RHINE","OTR",
"ACCESS170","2145 LURAY AV","2014-03-19T00:00:00.000","NEW","111580","10","89971",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS171","4120 ALLENDALE DR","2014-08-04T00:00:00.000","NEW","111580","10","89971",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS172","3797 MILLSBRAE AV","2013-11-19T00:00:00.000","REHAB","95200","10","77610",,,"OWNER OCCUPIED",,"-84.4401761732453","39.1482650622144",,"OAKLEY","OAKLEY",
"ACCESS173","4120 ALLENDALE DR","2012-05-15T00:00:00.000","NEW","97317.5","10","87352",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS174","3733 RAWSON FARM LN","2012-10-30T00:00:00.000","NEW","93863","10","79467",,,"OWNER OCCUPIED",,"-84.5200478064122","39.151061150484",,"CLIFTON","CLIFTON",
"ACCESS175","430 STRAFER ST","2012-01-27T00:00:00.000","NEW","97300","15","128425","SILVER","2012-02-01T00:00:00.000","OWNER OCCUPIED",,"-84.4352657694567","39.1161307023581",,"COLUMBIA TUSCULUM","COLUMBIA TUSCULUM",
"ACCESS176","325 COLLINS AV","2013-10-16T00:00:00.000","NEW","91966","10","73763",,,"OWNER OCCUPIED",,"-84.4694191668037","39.1244203605144",,"EAST WALNUT HILLS","EAST END",
"ACCESS177","200 FOURTEENTH ST","2014-02-28T00:00:00.000","REHAB","91794.5","10","89971",,,"OWNER OCCUPIED",,"-84.5188772424912","39.1101803591485",,"OVER-THE-RHINE","OTR",
"ACCESS178","3334 MARBURG SQUARE LN","2013-05-03T00:00:00.000","NEW","91476","10","76594",,,"OWNER OCCUPIED",,"-84.42257378477932","39.1442948388906",,"OAKLEY","OAKLEY",
"ACCESS179","512 READING RD","2014-06-09T00:00:00.000","REHAB","91416.5","10","77240",,,"OWNER OCCUPIED",,"-84.5061600220149","39.1094417432754",,"OVER-THE-RHINE","PENDLETON",
"ACCESS18","2236 FULTON AV","2012-03-15T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,"-84.491251129332","39.1219145112228",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS180","4120 ALLENDALE DR","2012-08-30T00:00:00.000","NEW","104051.5","10","87352",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS181","4120 ALLENDALE DR","2014-01-22T00:00:00.000","NEW","104051.5","10","0",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS182","309 OREGON ST","2013-12-20T00:00:00.000","NEW","102130","10","149703",,,"OWNER OCCUPIED",,"-84.4981905609199","39.1047754430348",,"MT. ADAMS","MOUNT ADAMS",
"ACCESS183","9 MERCER ST","2014-05-07T00:00:00.000","NEW","89873","10","82972",,,"OWNER OCCUPIED",,"-84.5147482631444","39.1103038552221",,"OVER-THE-RHINE","OTR",
"ACCESS184","4702 HASSMAN CT","2012-01-27T00:00:00.000","NEW","92907.5","15","105696","SILVER","2011-01-01T00:00:00.000","OWNER OCCUPIED",,"-84.5395048134188","39.1774789288378",,"NORTHSIDE","NORTHSIDE",
"ACCESS185","4120 ALLENDALE DR","2012-12-24T00:00:00.000","NEW","90583.5","10","87352",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS186","14 FOURTEENTH ST","2014-06-18T00:00:00.000","REHAB","87752","10","81708",,,"OWNER OCCUPIED",,"-84.5163961517945","39.1105336039545",,"OVER-THE-RHINE","OTR",
"ACCESS187","1415 RACE ST","2013-07-23T00:00:00.000","REHAB","87479","10","45764",,,"OWNER OCCUPIED",,"-84.5173068892644","39.1109015122562",,"OVER-THE-RHINE","OTR",
"ACCESS188","530 TWIN HILLS RIDGE DR","2014-05-13T00:00:00.000","REHAB","89397","10","92175",,,"OWNER OCCUPIED",,"-84.4099039162146","39.0677551864223",,"CALIFORNIA","CALIFORNIA",
"ACCESS189","3330 MARBURG SQUARE LN","2013-01-09T00:00:00.000","NEW","89075","13","93108","SILVER","2010-01-01T00:00:00.000","OWNER OCCUPIED",,"-84.4228327777037","39.1440243868741",,"OAKLEY","OAKLEY",
"ACCESS19","1802 BERKLEY AV","2012-02-13T00:00:00.000","REHAB","0","0","0",,,"OWNER OCCUPIED",,"-84.464744200718","39.1723105829438",,"BOND HILL","BOND HILL",
"ACCESS190","200 FOURTEENTH ST","2013-12-17T00:00:00.000","REHAB","87073","10","27967",,,"OWNER OCCUPIED",,"-84.5188772424912","39.1101803591485",,"OVER-THE-RHINE","OTR",
"ACCESS191","7 MERCER ST","2014-05-12T00:00:00.000","NEW","86723","10","86471",,,"OWNER OCCUPIED",,"-84.5148300986427","39.1102914641682",,"OVER-THE-RHINE","OTR",
"ACCESS192","13 MERCER ST","2014-03-04T00:00:00.000","REHAB","86723","10","76921",,,"OWNER OCCUPIED",,"-84.5145839810695","39.1103287058948",,"OVER-THE-RHINE","OTR",
"ACCESS193","11 MERCER ST","2014-01-13T00:00:00.000","REHAB","86723","10","86471",,,"OWNER OCCUPIED",,"-84.5146658740131","39.1103163198159",,"OVER-THE-RHINE","OTR",
"ACCESS194","14 FOURTEENTH ST","2014-05-07T00:00:00.000","REHAB","86702","10","81708",,,"OWNER OCCUPIED",,"-84.5163961517945","39.1105336039545",,"OVER-THE-RHINE","OTR",
"ACCESS195","1421 RACE ST","2013-07-11T00:00:00.000","REHAB","86534","10","67588",,,"OWNER OCCUPIED",,"-84.5174638825445","39.1111373347226",,"OVER-THE-RHINE","OTR",
"ACCESS196","3739 HYDE PARK AV","2012-12-07T00:00:00.000","REHAB","86509.5","10","87352",,,"OWNER OCCUPIED",,"-84.4374612642786","39.1459074806238",,"OAKLEY","OAKLEY",
"ACCESS197","201 ROCHELLE ST","2015-01-20T00:00:00.000","NEW","86492","15","102619","CERTIFIED","2014-04-01T00:00:00.000","OWNER OCCUPIED",,"-84.50535789477141","39.1336441122754",,"CORRYVILLE","CORRYVILLE",
"ACCESS198","2145 LURAY AV","2013-07-26T00:00:00.000","NEW","98157.5","10","89971",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS199","1421 RACE ST","2015-01-22T00:00:00.000","REHAB","85484","10","73622",,,"OWNER OCCUPIED",,"-84.5174638825445","39.1111373347226",,"OVER-THE-RHINE","OTR",
"ACCESS2","777 STRAIGHT ST","2012-02-18T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,"-84.5301140315393","39.1298825726619",,"FAIRVIEW - CLIFTON HEIGHTS","CUF",
"ACCESS20","1964 HORTON ST","2012-07-23T00:00:00.000","REHAB","0","0","0",,,"OWNER OCCUPIED",,"-84.5647962372108","39.1285717323844",,"SOUTH FAIRMOUNT","SOUTH FAIRMOUNT",
"ACCESS200","3332 MARBURG SQUARE LN","2013-01-28T00:00:00.000","NEW","87325","15","107432","SILVER","2010-01-01T00:00:00.000","OWNER OCCUPIED",,"-84.4228327777037","39.1440243868741",,"OAKLEY","OAKLEY",
"ACCESS201","2145 LURAY AV","2014-05-05T00:00:00.000","NEW","99421","10","73139",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS202","2145 LURAY AV","2014-05-16T00:00:00.000","NEW","99421","10","89971",,,"OWNER OCCUPIED",,"-84.4885319849758","39.1192856150818",,"WALNUT HILLS","WALNUT HILLS",
"ACCESS203","3374 WASSON RD","2012-12-26T00:00:00.000","NEW","85225","10","80432",,,"OWNER OCCUPIED",,"-84.4227456262516","39.1439098126739",,"OAKLEY","OAKLEY",
"ACCESS204","23 MERCER ST","2014-01-21T00:00:00.000","REHAB","84903","10","71576",,,"OWNER OCCUPIED",,"-84.5142209152278","39.1103560006822",,"OVER-THE-RHINE","OTR",
"ACCESS205","1007 MARION AV","2012-10-26T00:00:00.000","NEW","86793","15","144985","CERTIFIED","2012-07-01T00:00:00.000","OWNER OCCUPIED",,"-84.4794341417534","39.1509989257313",,"AVONDALE","NORTH AVONDALE",
"ACCESS206","4120 ALLENDALE DR","2012-11-30T00:00:00.000","NEW","86096.5","10","87352",,,"OWNER OCCUPIED",,"-84.4130355640829","39.1523480472883",,"OAKLEY","OAKLEY",
"ACCESS207","309 OREGON ST","2014-11-13T00:00:00.000","NEW","96250","10","77610",,,"OWNER OCCUPIED",,"-84.4981905609199","39.1047754430348",,"MT. ADAMS","MOUNT ADAMS",
"ACCESS208","512 READING RD","2012-06-19T00:00:00.000","REHAB","94815","10","79952",,,"OWNER OCCUPIED",,"-84.5061600220149","39.1094417432754",,"OVER-THE-RHINE","PENDLETON",
"ACCESS209","27 MERCER ST","2014-01-28T00:00:00.000","REHAB","82572","10","65164",,,"OWNER OCCUPIED",,"-84.5142209152278","39.1103560006822",,"OVER-THE-RHINE","OTR",
"ACCESS21",,"2012-08-29T00:00:00.000","REHAB",,,,,,"OWNER OCCUPIED",,,,,"UNIDENTIFIED","N/A",
"ACCESS210","2604 EDEN AV","2014-02-06T00:00:00.000","REHAB","82435.5","10","73436",,,"RENTAL",,"-84.50584510360481","39.1291988386986",,"CORRYVILLE","CORRYVILLE",
"ACCESS211","2018 FAITH ST","2013-04-05T00:00:00.000","NEW","82036.5","10","52075",,,"OWNER OCCUPIED",,"-84.4567038013914","39.1795227687336",,"BOND HILL","BOND HILL",
"ACCESS212","3252 BERWYN PL","2013-05-13T00:00:00.000","NEW","81781","15","102509","SILVER","2013-04-01T00:00:00.000","OWNER OCCUPIED",,"-84.4238144949538","39.1521877332086",,"OAKLEY","OAKLEY",
"ACCESS213","3781 AULT PARK AV","2013-08-12T00:00:00.000","REHAB","81347","10","48095",,,"OWNER OCCUPIED",,"-84.4108848990756","39.1399265821757",,"HYDE PARK","HYDE PARK",
