FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_herziening_serie3_index.20,02 rheden_1888,,,"POLYGON ((195386.11899999902 443535.5240000002, 195386.11899999902 448643.4789999984, 203460.3990000002 448643.4789999984, 203460.3990000002 443535.5240000002, 195386.11899999902 443535.5240000002))"
1e_herziening_serie3_index.21,02a genne_1906,,,"POLYGON ((199858.19900000095 505588.4219999984, 199858.19900000095 510629.4219999984, 207697.19900000095 510629.4219999984, 207697.19900000095 505588.4219999984, 199858.19900000095 505588.4219999984))"
1e_herziening_serie3_index.22,03 doesburg_1888,,,"POLYGON ((203413.58100000024 444387.3220000006, 203413.58100000024 451604.79199999943, 209414.89699999988 451604.79199999943, 209414.89699999988 444387.3220000006, 203413.58100000024 444387.3220000006))"
1e_herziening_serie3_index.23,03a zwartsluis_1908,,,"POLYGON ((198910.1090000011 510600.7569999993, 198910.1090000011 518608.3660000004, 204825.08300000057 518608.3660000004, 204825.08300000057 510600.7569999993, 198910.1090000011 510600.7569999993))"
1e_herziening_serie3_index.24,04 brummen_1888,,,"POLYGON ((204441.063000001 451540.72199999914, 204441.063000001 457103.72199999914, 212486.063000001 457103.72199999914, 212486.063000001 451540.72199999914, 204441.063000001 451540.72199999914))"
1e_herziening_serie3_index.25,04a kraggenburg_1906,,,"POLYGON ((190919.22100000083 515613.3220000006, 190919.22100000083 520691.3429999985, 199026.14699999988 520691.3429999985, 199026.14699999988 515613.3220000006, 190919.22100000083 515613.3220000006))"
1e_herziening_serie3_index.26,05 zutphen_1889,,,"POLYGON ((208156.7190000005 457034.69999999925, 208156.7190000005 464590.06599999964, 212537.313000001 464590.06599999964, 212537.313000001 457034.69999999925, 208156.7190000005 457034.69999999925))"
1e_herziening_serie3_index.27,06 gorssel_1889,,,"POLYGON ((205709.33100000024 464550.11100000143, 205709.33100000024 470103.875, 212607.85399999842 470103.875, 212607.85399999842 464550.11100000143, 205709.33100000024 464550.11100000143))"
1e_herziening_serie3_index.28,07 deventer_1890,,,"POLYGON ((204064.561999999 470073.20600000024, 204064.561999999 475594.2190000005, 211678.68499999866 475594.2190000005, 211678.68499999866 470073.20600000024, 204064.561999999 470073.20600000024))"
1e_herziening_serie3_index.29,08 olst_1889,,,"POLYGON ((201829.15300000086 475578.03500000015, 201829.15300000086 483621.03500000015, 207605.15300000086 483621.03500000015, 207605.15300000086 475578.03500000015, 201829.15300000086 475578.03500000015))"
1e_herziening_serie3_index.30,09 wijhe_1890,,,"POLYGON ((200851.16699999943 483585.41000000015, 200851.16699999943 489630.41000000015, 207012.16699999943 489630.41000000015, 207012.16699999943 483585.41000000015, 200851.16699999943 483585.41000000015))"
1e_herziening_serie3_index.31,10 windesheim_1890,,,"POLYGON ((200864.44799999893 489576.11499999836, 200864.44799999893 497631.2280000001, 206744.20600000024 497631.2280000001, 206744.20600000024 489576.11499999836, 200864.44799999893 489576.11499999836))"
1e_herziening_serie3_index.32,11 zwolle_1892,,,"POLYGON ((198812.9149999991 497607.8520000018, 198812.9149999991 505620.1279999986, 204798.73000000045 505620.1279999986, 204798.73000000045 497607.8520000018, 198812.9149999991 497607.8520000018))"
1e_herziening_serie3_index.33,12 zalk_1892,,,"POLYGON ((192810.2419999987 501112.7659999989, 192810.2419999987 506883.14499999955, 198822.6090000011 506883.14499999955, 198822.6090000011 501112.7659999989, 192810.2419999987 501112.7659999989))"
1e_herziening_serie3_index.34,13 kampen_1893,,,"POLYGON ((187796.4299999997 503676.1970000006, 187796.4299999997 509714.6220000014, 192889.73200000077 509714.6220000014, 192889.73200000077 503676.1970000006, 187796.4299999997 503676.1970000006))"
1e_herziening_serie3_index.35,14 keteldiep_1894,,,"POLYGON ((180852.18100000173 509703.4510000013, 180852.18100000173 514758.03400000185, 189915.21400000155 514758.03400000185, 189915.21400000155 509703.4510000013, 180852.18100000173 509703.4510000013))"
1e_herziening_serie3_index.36,15 ganzendiep en goot_1895,,,"POLYGON ((189851.4200000018 509635.22199999914, 189851.4200000018 515714.3189999983, 198889.76900000125 515714.3189999983, 198889.76900000125 509635.22199999914, 189851.4200000018 509635.22199999914))"
