objectid;straat;type_en_merk;aantal;geo_shape;geo_point_2d
580;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4781507248567, 51.46988286669698], ""type"": ""Point""}";51.46988286669698, 5.4781507248567
584;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.4778131204155445, 51.469980494948054], ""type"": ""Point""}";51.469980494948054, 5.4778131204155445
594;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""coordinates"": [5.478153064554674, 51.469973470492256], ""type"": ""Point""}";51.469973470492256, 5.478153064554674
595;Frederiklaan;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.455993108656147, 51.441731672624805], ""type"": ""Point""}";51.441731672624805, 5.455993108656147
599;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.4555878597291985, 51.441568012133054], ""type"": ""Point""}";51.441568012133054, 5.4555878597291985
605;St Trudoplein;Parkeerplaats;1.0;"{""coordinates"": [5.455095017809722, 51.44151870129568], ""type"": ""Point""}";51.44151870129568, 5.455095017809722
669;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396232711426066, 51.45765444340901], ""type"": ""Point""}";51.45765444340901, 5.396232711426066
672;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396390458637122, 51.45755690369203], ""type"": ""Point""}";51.45755690369203, 5.396390458637122
675;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396780687182768, 51.457313053780624], ""type"": ""Point""}";51.457313053780624, 5.396780687182768
679;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396976626679672, 51.45718853501266], ""type"": ""Point""}";51.45718853501266, 5.396976626679672
680;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397033092286788, 51.457153249608936], ""type"": ""Point""}";51.457153249608936, 5.397033092286788
681;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397087889465931, 51.45712108339039], ""type"": ""Point""}";51.45712108339039, 5.397087889465931
710;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.398263693726842, 51.4570550878044], ""type"": ""Point""}";51.4570550878044, 5.398263693726842
712;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.3983786430980345, 51.457127992592646], ""type"": ""Point""}";51.457127992592646, 5.3983786430980345
713;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.398444090263551, 51.45716996319506], ""type"": ""Point""}";51.45716996319506, 5.398444090263551
718;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.3988561732609055, 51.457430637879646], ""type"": ""Point""}";51.457430637879646, 5.3988561732609055
724;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.3976498671854936, 51.454449511632866], ""type"": ""Point""}";51.454449511632866, 5.3976498671854936
725;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.3976714572385385, 51.45448994965098], ""type"": ""Point""}";51.45448994965098, 5.3976714572385385
726;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.397696975326401, 51.45453161874871], ""type"": ""Point""}";51.45453161874871, 5.397696975326401
727;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.397718551638317, 51.45457451965362], ""type"": ""Point""}";51.45457451965362, 5.397718551638317
730;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.39780686781785, 51.454730159172875], ""type"": ""Point""}";51.454730159172875, 5.39780686781785
732;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.39786966356427, 51.454833100477074], ""type"": ""Point""}";51.454833100477074, 5.39786966356427
735;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.397950122377621, 51.45497648907152], ""type"": ""Point""}";51.45497648907152, 5.397950122377621
683;Freddy van Riemsdijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397214084429201, 51.45704325742259], ""type"": ""Point""}";51.45704325742259, 5.397214084429201
688;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397747118340361, 51.45673402594227], ""type"": ""Point""}";51.45673402594227, 5.397747118340361
690;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.3976590945973, 51.45667800774874], ""type"": ""Point""}";51.45667800774874, 5.3976590945973
694;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397380045063834, 51.45650165757681], ""type"": ""Point""}";51.45650165757681, 5.397380045063834
700;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396907163659684, 51.45597810037209], ""type"": ""Point""}";51.45597810037209, 5.396907163659684
702;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.396969069130216, 51.45609077695404], ""type"": ""Point""}";51.45609077695404, 5.396969069130216
704;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397023921115942, 51.4561857823985], ""type"": ""Point""}";51.4561857823985, 5.397023921115942
705;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.397879910139847, 51.45681981930882], ""type"": ""Point""}";51.45681981930882, 5.397879910139847
709;Beatrix de Rijkweg;Parkeerplaats;1.0;"{""coordinates"": [5.398194721563133, 51.45701201183599], ""type"": ""Point""}";51.45701201183599, 5.398194721563133
738;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.397471281489745, 51.454140677374966], ""type"": ""Point""}";51.454140677374966, 5.397471281489745
741;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.397027775300793, 51.45336000606586], ""type"": ""Point""}";51.45336000606586, 5.397027775300793
746;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.397172995025997, 51.45361859731771], ""type"": ""Point""}";51.45361859731771, 5.397172995025997
748;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.39686882990681, 51.45309038670666], ""type"": ""Point""}";51.45309038670666, 5.39686882990681
752;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.396123263494737, 51.45234896385219], ""type"": ""Point""}";51.45234896385219, 5.396123263494737
758;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.396448946137747, 51.45263449863779], ""type"": ""Point""}";51.45263449863779, 5.396448946137747
762;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.395927068917871, 51.45217004178358], ""type"": ""Point""}";51.45217004178358, 5.395927068917871
825;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.390123095492717, 51.45347028770958], ""type"": ""Point""}";51.45347028770958, 5.390123095492717
826;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.390208997199108, 51.45343288344907], ""type"": ""Point""}";51.45343288344907, 5.390208997199108
827;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.390289690826872, 51.453397106226284], ""type"": ""Point""}";51.453397106226284, 5.390289690826872
828;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.389027293416525, 51.45395006512497], ""type"": ""Point""}";51.45395006512497, 5.389027293416525
835;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.389506227615762, 51.453738641887334], ""type"": ""Point""}";51.453738641887334, 5.389506227615762
836;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.3895791104600965, 51.45370773718845], ""type"": ""Point""}";51.45370773718845, 5.3895791104600965
838;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.389748297269644, 51.45363618336634], ""type"": ""Point""}";51.45363618336634, 5.389748297269644
840;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.389896651569149, 51.453569501696236], ""type"": ""Point""}";51.453569501696236, 5.389896651569149
844;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.388696726928895, 51.4540948062526], ""type"": ""Point""}";51.4540948062526, 5.388696726928895
845;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.388806052691764, 51.454044387066716], ""type"": ""Point""}";51.454044387066716, 5.388806052691764
846;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.388897150224749, 51.45400535673637], ""type"": ""Point""}";51.45400535673637, 5.388897150224749
847;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.388759198157961, 51.45416960896292], ""type"": ""Point""}";51.45416960896292, 5.388759198157961
850;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.389009083701191, 51.454060653040926], ""type"": ""Point""}";51.454060653040926, 5.389009083701191
853;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.389243344007842, 51.45395818671932], ""type"": ""Point""}";51.45395818671932, 5.389243344007842
859;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389321482456116, 51.45495833619888], ""type"": ""Point""}";51.45495833619888, 5.389321482456116
860;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389376142321586, 51.4550071255313], ""type"": ""Point""}";51.4550071255313, 5.389376142321586
863;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389516713065829, 51.455129089671956], ""type"": ""Point""}";51.455129089671956, 5.389516713065829
766;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.3953071148315965, 51.45161610748657], ""type"": ""Point""}";51.45161610748657, 5.3953071148315965
768;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.39545425374264, 51.45175214028895], ""type"": ""Point""}";51.45175214028895, 5.39545425374264
774;Adriaan Mulderweg;Parkeerplaats;1.0;"{""coordinates"": [5.395776000205731, 51.45203645479988], ""type"": ""Point""}";51.45203645479988, 5.395776000205731
776;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.39489597529582, 51.451485656867455], ""type"": ""Point""}";51.451485656867455, 5.39489597529582
778;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.394765224654548, 51.45143587751688], ""type"": ""Point""}";51.45143587751688, 5.394765224654548
780;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.394583409702025, 51.451516311244255], ""type"": ""Point""}";51.451516311244255, 5.394583409702025
787;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.3924628914893376, 51.45244315430198], ""type"": ""Point""}";51.45244315430198, 5.3924628914893376
789;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.392622243593062, 51.45237548889113], ""type"": ""Point""}";51.45237548889113, 5.392622243593062
793;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.392938888793528, 51.45223761372996], ""type"": ""Point""}";51.45223761372996, 5.392938888793528
794;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.393041041718033, 51.45219293471787], ""type"": ""Point""}";51.45219293471787, 5.393041041718033
796;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.393184034669358, 51.45212526939954], ""type"": ""Point""}";51.45212526939954, 5.393184034669358
798;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.393367897566111, 51.4520461231186], ""type"": ""Point""}";51.4520461231186, 5.393367897566111
799;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.393463921540985, 51.452005264259824], ""type"": ""Point""}";51.452005264259824, 5.393463921540985
801;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.393901097756327, 51.451816324010366], ""type"": ""Point""}";51.451816324010366, 5.393901097756327
802;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.393978721366104, 51.451780580382625], ""type"": ""Point""}";51.451780580382625, 5.393978721366104
803;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.39404817435712, 51.45175121915851], ""type"": ""Point""}";51.45175121915851, 5.39404817435712
807;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.3922851687805435, 51.45252485165555], ""type"": ""Point""}";51.45252485165555, 5.3922851687805435
810;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.391284130277513, 51.4529614551955], ""type"": ""Point""}";51.4529614551955, 5.391284130277513
815;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.391668196793258, 51.45279421495083], ""type"": ""Point""}";51.45279421495083, 5.391668196793258
818;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.390776410916307, 51.453184050605365], ""type"": ""Point""}";51.453184050605365, 5.390776410916307
820;Jan Hilgersweg;Parkeerplaats;1.0;"{""coordinates"": [5.390919569013801, 51.45312224865597], ""type"": ""Point""}";51.45312224865597, 5.390919569013801
869;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.388915400219729, 51.45459406023886], ""type"": ""Point""}";51.45459406023886, 5.388915400219729
874;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389670637042818, 51.4552684643715], ""type"": ""Point""}";51.4552684643715, 5.389670637042818
876;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389781181408519, 51.45536774150716], ""type"": ""Point""}";51.45536774150716, 5.389781181408519
878;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389882517658097, 51.45545694247814], ""type"": ""Point""}";51.45545694247814, 5.389882517658097
879;Luchthavenweg;Parkeerplaats;1.0;"{""coordinates"": [5.389928574642613, 51.455500104864015], ""type"": ""Point""}";51.455500104864015, 5.389928574642613
883;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.390543493960724, 51.45564684515474], ""type"": ""Point""}";51.45564684515474, 5.390543493960724
885;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.390707003323746, 51.45557490360965], ""type"": ""Point""}";51.45557490360965, 5.390707003323746
886;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.39077839192067, 51.45554324316354], ""type"": ""Point""}";51.45554324316354, 5.39077839192067
889;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.390361561173576, 51.45561951618588], ""type"": ""Point""}";51.45561951618588, 5.390361561173576
890;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.390430648170427, 51.45558929420756], ""type"": ""Point""}";51.45558929420756, 5.390430648170427
892;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.390582633298456, 51.45552022955972], ""type"": ""Point""}";51.45552022955972, 5.390582633298456
893;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.39065862568989, 51.455485692667324], ""type"": ""Point""}";51.455485692667324, 5.39065862568989
895;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.390815228743279, 51.45541950394077], ""type"": ""Point""}";51.45541950394077, 5.390815228743279
927;Henri Wijnmalenweg;Parkeerplaats;1.0;"{""coordinates"": [5.392997032080635, 51.453894249153265], ""type"": ""Point""}";51.453894249153265, 5.392997032080635
931;Henri Wijnmalenweg;Parkeerplaats;1.0;"{""coordinates"": [5.393184847943, 51.454062794673504], ""type"": ""Point""}";51.454062794673504, 5.393184847943
900;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.3909996643237115, 51.45544550179227], ""type"": ""Point""}";51.45544550179227, 5.3909996643237115
905;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.3917704710508785, 51.45510888249351], ""type"": ""Point""}";51.45510888249351, 5.3917704710508785
911;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.392720855607642, 51.454708375834855], ""type"": ""Point""}";51.454708375834855, 5.392720855607642
912;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.392745715593576, 51.45469801964699], ""type"": ""Point""}";51.45469801964699, 5.392745715593576
914;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.392803736569682, 51.454673846198624], ""type"": ""Point""}";51.454673846198624, 5.392803736569682
921;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.3930468531240825, 51.454563362920744], ""type"": ""Point""}";51.454563362920744, 5.3930468531240825
925;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.393162879966758, 51.454515024685264], ""type"": ""Point""}";51.454515024685264, 5.393162879966758
926;Henri Wijnmalenweg;Parkeerplaats;1.0;"{""coordinates"": [5.392944125186883, 51.45384797824712], ""type"": ""Point""}";51.45384797824712, 5.392944125186883
937;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.393889055687274, 51.45418295105952], ""type"": ""Point""}";51.45418295105952, 5.393889055687274
939;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.394053907066361, 51.45411152610532], ""type"": ""Point""}";51.45411152610532, 5.394053907066361
940;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.394122039818145, 51.45408131099662], ""type"": ""Point""}";51.45408131099662, 5.394122039818145
941;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.394293493280575, 51.45400439321943], ""type"": ""Point""}";51.45400439321943, 5.394293493280575
943;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.394418767646729, 51.453952197010565], ""type"": ""Point""}";51.453952197010565, 5.394418767646729
944;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.394497905129893, 51.453916479908315], ""type"": ""Point""}";51.453916479908315, 5.394497905129893
947;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.394788041576659, 51.45378736541239], ""type"": ""Point""}";51.45378736541239, 5.394788041576659
950;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.395032012152077, 51.453678855447585], ""type"": ""Point""}";51.453678855447585, 5.395032012152077
953;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.39537710019202, 51.453530508884356], ""type"": ""Point""}";51.453530508884356, 5.39537710019202
954;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.39547381600039, 51.45348929776592], ""type"": ""Point""}";51.45348929776592, 5.39547381600039
956;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.3956452505697134, 51.453412378003954], ""type"": ""Point""}";51.453412378003954, 5.3956452505697134
958;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.395803508004084, 51.4533450678818], ""type"": ""Point""}";51.4533450678818, 5.395803508004084
960;Marinus van Meelweg;Parkeerplaats;1.0;"{""coordinates"": [5.395913400080676, 51.4532969970396], ""type"": ""Point""}";51.4532969970396, 5.395913400080676
