FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,se_anno_cad_data,gdb_geomattr_data,shape
nwb_wegen_hectopunten_1986.1,480,1938,73181002,1982-01-01T00:00:00, , ,,,POINT (38207 391753)
nwb_wegen_hectopunten_1986.2,481,1835,73181002,1982-01-01T00:00:00, , ,,,POINT (38105 391762)
nwb_wegen_hectopunten_1986.3,482,1733,73181002,1982-01-01T00:00:00, , ,,,POINT (38003 391769)
nwb_wegen_hectopunten_1986.4,483,1630,73181002,1982-01-01T00:00:00, , ,,,POINT (37900 391777)
nwb_wegen_hectopunten_1986.5,484,1528,73181002,1982-01-01T00:00:00, , ,,,POINT (37798 391778)
nwb_wegen_hectopunten_1986.6,485,1431,73181002,1982-01-01T00:00:00, , ,,,POINT (37709 391739)
nwb_wegen_hectopunten_1986.7,486,1328,73181002,1982-01-01T00:00:00, , ,,,POINT (37634 391669)
nwb_wegen_hectopunten_1986.8,487,1226,73181002,1982-01-01T00:00:00, , ,,,POINT (37563 391596)
nwb_wegen_hectopunten_1986.9,488,1124,73181002,1982-01-01T00:00:00, , ,,,POINT (37492 391522)
nwb_wegen_hectopunten_1986.10,489,1021,73181002,1982-01-01T00:00:00, , ,,,POINT (37423 391446)
nwb_wegen_hectopunten_1986.11,490,919,73181002,1982-01-01T00:00:00, , ,,,POINT (37355 391370)
nwb_wegen_hectopunten_1986.12,491,816,73181002,1982-01-01T00:00:00, , ,,,POINT (37285 391295)
nwb_wegen_hectopunten_1986.13,492,715,73181002,1982-01-01T00:00:00, , ,,,POINT (37215 391221)
nwb_wegen_hectopunten_1986.14,493,612,73181002,1982-01-01T00:00:00, , ,,,POINT (37144 391147)
nwb_wegen_hectopunten_1986.15,494,509,73181002,1982-01-01T00:00:00, , ,,,POINT (37074 391072)
nwb_wegen_hectopunten_1986.16,495,407,73181002,1982-01-01T00:00:00, , ,,,POINT (37005 390996)
nwb_wegen_hectopunten_1986.17,496,305,73181002,1982-01-01T00:00:00, , ,,,POINT (36936 390921)
nwb_wegen_hectopunten_1986.18,497,202,73181002,1982-01-01T00:00:00, , ,,,POINT (36865 390847)
nwb_wegen_hectopunten_1986.19,498,100,73181002,1982-01-01T00:00:00, , ,,,POINT (36793 390774)
nwb_wegen_hectopunten_1986.20,172,0,42194003,1982-01-01T00:00:00, , ,,,POINT (21344 397343)
nwb_wegen_hectopunten_1986.21,15,0,59158001,1982-01-01T00:00:00, , ,,,POINT (29507 379114)
nwb_wegen_hectopunten_1986.22,16,104,59158001,1982-01-01T00:00:00, , ,,,POINT (29574 379034)
nwb_wegen_hectopunten_1986.23,17,208,59158001,1982-01-01T00:00:00, , ,,,POINT (29641 378955)
nwb_wegen_hectopunten_1986.24,18,311,59158001,1982-01-01T00:00:00, , ,,,POINT (29709 378877)
nwb_wegen_hectopunten_1986.25,19,416,59158001,1982-01-01T00:00:00, , ,,,POINT (29778 378799)
nwb_wegen_hectopunten_1986.26,20,520,59158001,1982-01-01T00:00:00, , ,,,POINT (29854 378728)
nwb_wegen_hectopunten_1986.27,21,623,59158001,1982-01-01T00:00:00, , ,,,POINT (29943 378676)
nwb_wegen_hectopunten_1986.28,22,726,59158001,1982-01-01T00:00:00, , ,,,POINT (30040 378639)
nwb_wegen_hectopunten_1986.29,23,830,59158001,1982-01-01T00:00:00, , ,,,POINT (30138 378606)
nwb_wegen_hectopunten_1986.30,47,397,59172002,1982-01-01T00:00:00, , ,,,POINT (29877 386427)
nwb_wegen_hectopunten_1986.31,48,297,59172002,1982-01-01T00:00:00, , ,,,POINT (29845 386333)
nwb_wegen_hectopunten_1986.32,49,198,59172002,1982-01-01T00:00:00, , ,,,POINT (29813 386239)
