FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
2e_herziening_serie1_index.23,20 zwartewaal_3e uitg_1942,,,"POLYGON ((72492.93899999931 430230.0219999999, 72492.93899999931 438181.3359999992, 77600.1649999991 438181.3359999992, 77600.1649999991 430230.0219999999, 72492.93899999931 430230.0219999999))"
2e_herziening_serie1_index.24,21 brielle_3e uitg_1945,,,"POLYGON ((67527.32499999925 434194.77800000086, 67527.32499999925 442196.40399999917, 72564.95600000024 442196.40399999917, 72564.95600000024 434194.77800000086, 67527.32499999925 434194.77800000086))"
2e_herziening_serie1_index.25,22 oostvoorne_3e uitg_1945,,,"POLYGON ((62560.79500000179 435200.2030000016, 62560.79500000179 443157.98800000176, 67567.08399999887 443157.98800000176, 67567.08399999887 435200.2030000016, 62560.79500000179 435200.2030000016))"
2e_herziening_serie1_index.26,01 lobith_1917,,,"POLYGON ((203980.5309999995 425495.5850000009, 203980.5309999995 433490.8029999994, 209505.46400000155 433490.8029999994, 209505.46400000155 425495.5850000009, 203980.5309999995 425495.5850000009))"
2e_herziening_serie1_index.27,02 millingen_1914,,,"POLYGON ((199004.69200000167 425483.0009999983, 199004.69200000167 433508.02600000054, 203992.88800000027 433508.02600000054, 203992.88800000027 425483.0009999983, 199004.69200000167 425483.0009999983))"
2e_herziening_serie1_index.28,03 kekerdom_1920,,,"POLYGON ((191001.80000000075 428502.0850000009, 191001.80000000075 433492.73900000006, 199009.03299999982 433492.73900000006, 199009.03299999982 428502.0850000009, 191001.80000000075 428502.0850000009))"
2e_herziening_serie1_index.29,04 nijmegen_1920,,,"POLYGON ((182964.69200000167 428504.84699999914, 182964.69200000167 433499.09899999946, 191032.6409999989 433499.09899999946, 191032.6409999989 428504.84699999914, 182964.69200000167 428504.84699999914))"
2e_herziening_serie1_index.30,05 herveld_1923,,,"POLYGON ((175010.9290000014 430517.49599999934, 175010.9290000014 435477.186999999, 182983.063000001 435477.186999999, 182983.063000001 430517.49599999934, 175010.9290000014 430517.49599999934))"
2e_herziening_serie1_index.31,06 dodewaard_1921,,,"POLYGON ((166982.2250000015 431511.7679999992, 166982.2250000015 436499.5089999996, 175011.34800000116 436499.5089999996, 175011.34800000116 431511.7679999992, 166982.2250000015 431511.7679999992))"
2e_herziening_serie1_index.32,07 leeuwen_1923,,,"POLYGON ((159398.93100000173 430997.3539999984, 159398.93100000173 435998.8139999993, 167007.5450000018 435998.8139999993, 167007.5450000018 430997.3539999984, 159398.93100000173 430997.3539999984))"
2e_herziening_serie1_index.33,08 tiel_1924,,,"POLYGON ((153860.0390000008 427483.18400000036, 153860.0390000008 434505.4479999989, 159422.9849999994 434505.4479999989, 159422.9849999994 427483.18400000036, 153860.0390000008 427483.18400000036))"
2e_herziening_serie1_index.34,09 varik_1923,,,"POLYGON ((149701.29800000042 422506.23699999973, 149701.29800000042 427498.18200000003, 157701.76099999994 427498.18200000003, 157701.76099999994 422506.23699999973, 149701.29800000042 422506.23699999973))"
2e_herziening_serie1_index.35,10 zaltbommel_1924,,,"POLYGON ((141292.42700000107 422992.3590000011, 141292.42700000107 428010.2120000012, 149708.4360000007 428010.2120000012, 149708.4360000007 422992.3590000011, 141292.42700000107 422992.3590000011))"
2e_herziening_serie1_index.36,11 zuilichem_1924,,,"POLYGON ((133323.36800000072 423013.44099999964, 133323.36800000072 427989.8269999996, 141303.93200000003 427989.8269999996, 141303.93200000003 423013.44099999964, 133323.36800000072 423013.44099999964))"
2e_herziening_serie1_index.37,12 gorinchem_1924,,,"POLYGON ((125090.85300000012 423491.7490000017, 125090.85300000012 428510.88500000164, 133301.2039999999 428510.88500000164, 133301.2039999999 423491.7490000017, 125090.85300000012 423491.7490000017))"
2e_herziening_serie1_index.38,13 hardinxveld_5e uitg_1950,,,"POLYGON ((117102.3590000011 424130.56500000134, 117102.3590000011 429154.7829999998, 125100.54800000042 429154.7829999998, 125100.54800000042 424130.56500000134, 117102.3590000011 424130.56500000134))"
2e_herziening_serie1_index.39,14 sliedrecht_4e uitg_1937,,,"POLYGON ((109099.63599999994 424094.41099999845, 109099.63599999994 429154.0700000003, 117096.3599999994 429154.0700000003, 117096.3599999994 424094.41099999845, 109099.63599999994 424094.41099999845))"
2e_herziening_serie1_index.40,15 dordrecht_1947,,,"POLYGON ((100603.60300000012 422000.375, 100603.60300000012 427994.07499999925, 109112.96400000155 427994.07499999925, 109112.96400000155 422000.375, 100603.60300000012 422000.375))"
2e_herziening_serie1_index.41,15a alblasserdam_4e uitg_1947,,,"POLYGON ((100700.27600000054 428003.80099999905, 100700.27600000054 435988.6570000015, 106709.0009999983 435988.6570000015, 106709.0009999983 428003.80099999905, 100700.27600000054 428003.80099999905))"
2e_herziening_serie1_index.42,15b s-gravendeel_6e uitg_1947,,,"POLYGON ((100091.11699999869 413990.54100000113, 100091.11699999869 422004.5150000006, 105095.31199999899 422004.5150000006, 105095.31199999899 413990.54100000113, 100091.11699999869 413990.54100000113))"
2e_herziening_serie1_index.43,16 puttershoek_4e uitg_1952,,,"POLYGON ((94796.80799999833 422015.561999999, 94796.80799999833 429977.1330000013, 100608.62700000033 429977.1330000013, 100608.62700000033 422015.561999999, 94796.80799999833 422015.561999999))"
2e_herziening_serie1_index.44,17 heinenoord_3e uitg_1954,,,"POLYGON ((86789.41200000048 425522.8530000001, 86789.41200000048 430500.83900000155, 94809.82400000095 430500.83900000155, 94809.82400000095 425522.8530000001, 86789.41200000048 425522.8530000001))"
2e_herziening_serie1_index.45,18 spijkenisse_3e uitg_1950,,,"POLYGON ((81798.30900000036 422433.5709999986, 81798.30900000036 430451.2800000012, 86791.87200000137 430451.2800000012, 86791.87200000137 422433.5709999986, 81798.30900000036 422433.5709999986))"
2e_herziening_serie1_index.46,18a goudswaard_2e uitg_1952,,,"POLYGON ((73823.16600000113 421992.5639999993, 73823.16600000113 426992.56599999964, 81788.85099999979 426992.56599999964, 81788.85099999979 421992.5639999993, 73823.16600000113 421992.5639999993))"
2e_herziening_serie1_index.47,19 hoogvliet_3e uitg_1942,,,"POLYGON ((77558.61100000143 430444.58300000057, 77558.61100000143 435458.76300000027, 85550.51300000027 435458.76300000027, 85550.51300000027 430444.58300000057, 77558.61100000143 430444.58300000057))"
2e_herziening_serie1_index.48,20 zwartewaal_3e uitg_1942,,,"POLYGON ((72492.93899999931 430230.0219999999, 72492.93899999931 438181.3359999992, 77600.1649999991 438181.3359999992, 77600.1649999991 430230.0219999999, 72492.93899999931 430230.0219999999))"
2e_herziening_serie1_index.49,21 brielle_3e uitg_1945,,,"POLYGON ((67527.32499999925 434194.77800000086, 67527.32499999925 442196.40399999917, 72564.95600000024 442196.40399999917, 72564.95600000024 434194.77800000086, 67527.32499999925 434194.77800000086))"
2e_herziening_serie1_index.50,22 oostvoorne_3e uitg_1945,,,"POLYGON ((62560.79500000179 435200.2030000016, 62560.79500000179 443157.98800000176, 67567.08399999887 443157.98800000176, 67567.08399999887 435200.2030000016, 62560.79500000179 435200.2030000016))"
