FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,se_anno_cad_data,gdb_geomattr_data,shape
nwb_wegen_hectopunten_1993.1,309,387,65179009,1989-08-15T00:00:00, , ,,,POINT (32829 389481)
nwb_wegen_hectopunten_1993.2,310,277,65179009,1989-08-15T00:00:00, , ,,,POINT (32764 389569)
nwb_wegen_hectopunten_1993.3,311,174,65179009,1989-08-15T00:00:00, , ,,,POINT (32705 389654)
nwb_wegen_hectopunten_1993.4,312,73,65179009,1989-08-15T00:00:00, , ,,,POINT (32643 389734)
nwb_wegen_hectopunten_1993.5,98,98,65199001,1986-12-09T00:00:00, , ,,,POINT (32809 399672)
nwb_wegen_hectopunten_1993.6,99,207,65199001,1986-12-09T00:00:00, , ,,,POINT (32864 399766)
nwb_wegen_hectopunten_1993.7,88,917,65199002,1986-12-11T00:00:00, , ,,,POINT (33300 398932)
nwb_wegen_hectopunten_1993.8,89,825,65199002,1986-12-11T00:00:00, , ,,,POINT (33305 399021)
nwb_wegen_hectopunten_1993.9,90,736,65199002,1986-12-11T00:00:00, , ,,,POINT (33271 399103)
nwb_wegen_hectopunten_1993.10,91,645,65199002,1986-12-11T00:00:00, , ,,,POINT (33212 399173)
nwb_wegen_hectopunten_1993.11,92,537,65199002,1986-12-11T00:00:00, , ,,,POINT (33123 399233)
nwb_wegen_hectopunten_1993.12,93,445,65199002,1986-12-11T00:00:00, , ,,,POINT (33049 399288)
nwb_wegen_hectopunten_1993.13,94,341,65199002,1986-12-11T00:00:00, , ,,,POINT (32970 399355)
nwb_wegen_hectopunten_1993.14,95,244,65199002,1986-12-11T00:00:00, , ,,,POINT (32898 399420)
nwb_wegen_hectopunten_1993.15,96,143,65199002,1986-12-11T00:00:00, , ,,,POINT (32824 399490)
nwb_wegen_hectopunten_1993.16,97,37,65199002,1986-12-11T00:00:00, , ,,,POINT (32747 399562)
nwb_wegen_hectopunten_1993.17,178,469,65200003,1989-08-15T00:00:00, , ,,,POINT (32790 400699)
nwb_wegen_hectopunten_1993.18,179,370,65200003,1989-08-15T00:00:00, , ,,,POINT (32752 400608)
nwb_wegen_hectopunten_1993.19,180,270,65200003,1989-08-15T00:00:00, , ,,,POINT (32713 400516)
nwb_wegen_hectopunten_1993.20,181,172,65200003,1989-08-15T00:00:00, , ,,,POINT (32679 400424)
nwb_wegen_hectopunten_1993.21,182,74,65200003,1989-08-15T00:00:00, , ,,,POINT (32645 400332)
nwb_wegen_hectopunten_1993.22,174,71,65201001,1989-08-15T00:00:00, ,p,,,POINT (33008 401018)
nwb_wegen_hectopunten_1993.23,480,1938,73181002,1982-01-01T00:00:00, , ,,,POINT (38207 391753)
nwb_wegen_hectopunten_1993.24,481,1835,73181002,1982-01-01T00:00:00, , ,,,POINT (38105 391762)
nwb_wegen_hectopunten_1993.25,482,1733,73181002,1982-01-01T00:00:00, , ,,,POINT (38003 391769)
nwb_wegen_hectopunten_1993.26,483,1630,73181002,1982-01-01T00:00:00, , ,,,POINT (37900 391777)
nwb_wegen_hectopunten_1993.27,484,1528,73181002,1982-01-01T00:00:00, , ,,,POINT (37798 391778)
nwb_wegen_hectopunten_1993.28,485,1431,73181002,1982-01-01T00:00:00, , ,,,POINT (37709 391739)
