FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,eu_2014,eu_2015,eu_2016,eu_2017,eu_2018,eu_actueel,blauwalg,krw_code,krw_systee,type_water,gdb_geomattr_data,shape
zwemlocaties_rws_2020.73,20,NLBW81_HARLGSBSD,HARLGSBSD,"HARLINGERSTRAND, HARLINGEN",156836,575569,53.1668,5.4147,Noord-Nederland,FRYSLÂN,"Harlingerstrand, Harlingen",Aanvaardbaar,Goed,Uitstekend,Goed,Goed,Goed,nee,NL81_10,Waddenzee vastelandskust,KO,,POINT (156835.82200000063 575568.6369999982)
zwemlocaties_rws_2020.74,21,NLBW81_HOLLBSD,HOLLBSD,"BADSTRAND HOLLUM, AMELAND",170000,607104,53.45,5.613,Noord-Nederland,FRYSLÂN,Ameland West,Goed,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL81_1,Waddenzee,KO,,POINT (170000 607104)
zwemlocaties_rws_2020.75,22,NLBW81_HOORNTSLG,HOORNTSLG,"BADSTRAND HOORN, TERSCHELLING",151999,603342,53.4164,5.3421,Noord-Nederland,FRYSLÂN,"Badstrand Hoorn, Hoorn",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (151999 603342)
zwemlocaties_rws_2020.76,23,NLBW81_NESBSD,NESBSD,"BADSTRAND NES, AMELAND",180969,608500,53.4621,5.7782,Noord-Nederland,FRYSLÂN,Ameland NES,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (180969 608500)
zwemlocaties_rws_2020.77,24,NLBW81_SCHIERMNOBSD,SCHIERMNOBSD,"BADSTRAND PRINS BERNHARDWEG, SCHIERMONNIKOOG",208275,613380,53.5039,6.1901,Noord-Nederland,FRYSLÂN,"BADSTRAND PRINS BERNHARDWEG, SCHIERMONNIKOOG",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (208275 613380)
zwemlocaties_rws_2020.78,25,NLBW81_TERSLPL8,TERSLPL8,"BADSTRAND WEST AAN ZEE, TERSCHELLING",145994,602113,53.4053,5.2518,Noord-Nederland,FRYSLÂN,"Badstrand West aan Zee, West-Terschelling",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (145994 602113)
zwemlocaties_rws_2020.79,26,NLBW81_VLIELBSD,VLIELBSD,"BADSTRAND BADHUIS, VLIELAND",132643,590997,53.305,5.0518,Noord-Nederland,FRYSLÂN,Vlieland strand hotel dam 50,Goed,Goed,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (132643 590997)
zwemlocaties_rws_2020.80,27,NLBW92_HINDLPBPVJN,HINDLPBPVJN,"BADPAVILJOEN IJSSELMEER, HINDELOOPEN",156084,549598,52.9334,5.4033,Midden-Nederland,FRYSLÂN,BADPAVILJOEN HINDELOOPEN,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (156084.13379999995 549598)
zwemlocaties_rws_2020.81,28,NLBW92_HOGGZN,HOGGZN,"DE HEGE GERZEN, OUDEMIRDUM",165637,538445,52.8331,5.545,Midden-Nederland,FRYSLÂN,Hoge grazen,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (165637.0529000014 538444.7738000005)
zwemlocaties_rws_2020.82,29,NLBW92_HOLLPTE,HOLLPTE,"DE HOLLE POARTE, MAKKUM",154384,562887,53.0529,5.378,Midden-Nederland,FRYSLÂN,"DE HOLLE POARTE, MAKKUM",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (154383.6528000012 562886.500500001)
zwemlocaties_rws_2020.83,30,NLBW92_KLIF,KLIF,"MIRNSER KLIF, MIRNS",161283,540365,52.8504,5.4805,Midden-Nederland,FRYSLÂN,Mirnser Klif,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (161283.24749999866 540365.1074000001)
zwemlocaties_rws_2020.84,31,NLBW92_LEMMBSD,LEMMBSD,"LEMSTERSTRAND, LEMMER",176078,539512,52.8424,5.7,Midden-Nederland,FRYSLÂN,"Lemsterstrand, Lemmer",Goed,Aanvaardbaar,Goed,Goed,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (176078.34760000184 539511.6823999994)
zwemlocaties_rws_2020.85,32,NLBW92_MOLKWRBSD,MOLKWRBSD,"MOLKWERUM, MOLKWERUM",155638,546529,52.9059,5.3967,Midden-Nederland,FRYSLÂN,Molkwerum,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (155637.77409999818 546528.5883999988)
zwemlocaties_rws_2020.86,33,NLBW92_SOAL,SOAL,"IT SOAL, WORKUM",156618,553187,52.9657,5.4113,Midden-Nederland,FRYSLÂN,"It Soal, Workum",Goed,Goed,Goed,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,ja,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (156618 553187)
zwemlocaties_rws_2020.87,34,NLBW92_STAVRBSD,STAVRBSD,"IT SUDERSTRAND, STAVOREN",153846,542776,52.8721,5.3701,Midden-Nederland,FRYSLÂN,Stavoren suderstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,BW,,POINT (153846.01570000127 542775.6548999995)
zwemlocaties_rws_2020.88,35,NLBW91_CKRKDZA1,KERKDZMRWZDE,DE ZANDMEREN WEST,152240,419446,51.7637,5.3472,Zuid-Nederland,GELDERLAND,DE ZANDMEREN WEST,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (152240 419446)
zwemlocaties_rws_2020.89,36,NLBW91_CKRKDZA2,KERKDZMRND,DE ZANDMEREN NOORD,152238,419704,51.766,5.3472,Zuid-Nederland,GELDERLAND,DE ZANDMEREN NOORD,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5 ,Beneden Maas,BW,,POINT (152238 419704)
zwemlocaties_rws_2020.90,130,NLBW95_ZWARTWBSD,ZWARTWBSD,"ZWARTE WEG, HEEMSKERK",101280,504330,52.524,4.5957,Zee en Delta,NOORD-HOLLAND,Heemskerk,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (101280 504330)
zwemlocaties_rws_2020.91,131,NLBW92_PIETMNBSD,PIETMNBSD,"STRAND PIETERMAN, VOLENDAM",132853,500021,52.4875,5.0611,Midden-Nederland,NOORD-HOLLAND,DE PIETERMAN,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (132853 500021)
zwemlocaties_rws_2020.92,132,NLBW92_DIEMPK,DIEMPK,STRAND DIEMERPARK,127734,485269,52.3546,4.987,Midden-Nederland,NOORD-HOLLAND,STRAND DIEMERPARK,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (127734 485269)
zwemlocaties_rws_2020.93,133,NLBW95_NOORDPBSD,NOORDPBSD,"STRAND NOORDPIER, VELSEN",99115,498413,52.4706,4.5647,Zee en Delta,NOORD-HOLLAND,STRAND NOORDPIER,geen,Goed,Goed,Goed,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (99115 498413)
zwemlocaties_rws_2020.94,134,NLBW92_MARKN,MARKN,"MARKEN, MARKERMEER",135387,496652,52.4573,5.0987,Midden-Nederland,NOORD-HOLLAND,HAVENSTRANDJE MARKEN,geen,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (135387 496652)
zwemlocaties_rws_2020.95,135,NLBW92_SPAKBBBD,SPAKBBSD,RECREATIEPARK 'T KLEINE ZEETJE,154201,474675,52.2601,5.3755,Midden-Nederland,UTRECHT,Recreatiepark 't Kleine Zeetje,Slecht,Wijziging,Goed,Aanvaardbaar,Aanvaardbaar,Slecht,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (154200.8990000002 474674.6770000011)
zwemlocaties_rws_2020.96,136,NLBW93_CLEKTULBE,TULLETWL,TULL EN 'T WAAL WEST,137570,445495,51.9976,5.1334,Oost-Nederland,UTRECHT,TULL EN 'T WAAL WEST,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",BW,,POINT (137570 445495)
zwemlocaties_rws_2020.97,137,NLBW93_CLEKTULBO,TULLETWBVN,TULL EN 'T WAAL OOST,138050,445120,51.9942,5.1404,Oost-Nederland,UTRECHT,TULL EN 'T WAAL OOST,Goed,Goed,Goed,Goed,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",BW,,POINT (138050 445120)
zwemlocaties_rws_2020.98,138,NLBW93_CNDRGRAVE,GRAVBL,GRAVENBOL,154890,442600,51.9718,5.3856,Oost-Nederland,UTRECHT,GRAVENBOL,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,BW,,POINT (154890 442600)
zwemlocaties_rws_2020.99,139,NLBW93_VOP2102,MIDDWD,MIDDELWAARD,133657,445133,51.9942,5.0764,Oost-Nederland,UTRECHT,PLAS MIDDELWAARD,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",BW,,POINT (133657 445133)
zwemlocaties_rws_2020.100,140,NLBW93_HONSWKPS,HONSWKPS,HONSWIJKERPLAS,138497,444879,51.9921,5.1469,Oost-Nederland,UTRECHT,HONSWIJKERPLAS,geen,Nieuw,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,BW,,POINT (138497 444879)
zwemlocaties_rws_2020.101,141,NLBW89_BAARLBSD,BAARLBSD,BAARLAND BADSTRAND,51366,379420,51.3944,3.8981,Zee en Delta,ZEELAND,Baarland Badstrand,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,KO,,POINT (51366 379420)
zwemlocaties_rws_2020.102,142,NLBW89_BERGSDSNBSD,BERGSDSNBSD,BERGSE DIEPSLUIS NOORD BADSTRAND,70765,392234,51.5128,4.1737,Zee en Delta,ZEELAND,Bergsche Diepsluis Noord Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (70765 392234)
zwemlocaties_rws_2020.103,143,NLBW89_BORSSLBSD,BORSSLBSD,BORSSELE BADSTRAND,38163,383987,51.4329,3.7069,Zee en Delta,ZEELAND,BORSSELE BADSTRAND,Goed,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,nl89_westsde,Westerschelde,KO,,POINT (38163 383987)
zwemlocaties_rws_2020.104,145,NLBW89_BRESKBSD,BRESKBSD,BRESKENS BADSTRAND,27780,380530,51.3996,3.5589,Zee en Delta,ZEELAND,BRESKENS BADSTRAND,Goed,Goed,Uitstekend,Uitstekend,Goed,Uitstekend,nee,nl89_westsde,Westerschelde,KO,,POINT (27780 380530)
zwemlocaties_rws_2020.105,146,NLBW89_BRESKFFDRBSD,BRESKFFDRBSD,BRESKENS FORT FREDERIK HENDRIK,26233,381289,51.406,3.5364,Zee en Delta,ZEELAND,BRESKENS FORT FREDERIK HENDRIK,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (26233 381289)
zwemlocaties_rws_2020.106,147,NLBW89_BRESKNWSBSD,BRESKNWSBSD,BRESKENS NIEUWESLUIS BADSTRAND,22725,380629,51.3993,3.4863,Zee en Delta,ZEELAND,BRESKENS NIEUWESLUIS,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (22724.813000001013 380628.8680000007)
zwemlocaties_rws_2020.107,148,NLBW89_BRUINSWHVBSD,BRUINSWHVBSD,BRUINISSE WERKHAVEN BADSTRAND,65100,409670,51.6686,4.0876,Zee en Delta,ZEELAND,BRUINISSE WERKHAVEN BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (65100 409670)
zwemlocaties_rws_2020.108,184,NLBW89_WOLPHDSHBSD,WOLPHDSHBSD,WOLPHAARTSDIJK SCHELPHOEK BADSTRAND,44916,396039,51.5425,3.8002,Zee en Delta,ZEELAND,WOLPHAARTSDIJK SCHELPHOEK BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (44916 396039)
zwemlocaties_rws_2020.109,185,NLBW89_YERSKPWBSD,YERSKPWBSD,YERSEKE POSTWEG BADSTRAND,61720,391250,51.5025,4.0437,Zee en Delta,ZEELAND,YERSEKE POSTWEG BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (61720 391250)
zwemlocaties_rws_2020.110,186,NLBW89_ZOUTLDDHBSD,ZOUTLDDHBSD,ZOUTELANDE DISHOEK BADSTRAND,25010,388660,51.472,3.5161,Zee en Delta,ZEELAND,ZOUTELANDE DISHOEK BADSTRAND,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (25010 388660)
zwemlocaties_rws_2020.111,187,NLBW89_ZOUTLDSHJBSD,ZOUTLDSHJBSD,ZOUTELANDE SMIDSHOEKJE BADSTRAND,22730,391730,51.499,3.4822,Zee en Delta,ZEELAND,ZOUTELANDE SMIDSHOEKJE BADSTRAND,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (22730 391730)
zwemlocaties_rws_2020.112,188,NLBW89_ZWINDLBSD,ZWINDLBSD,HET ZWIN DUINLAAN BADSTRAND,14623,377937,51.3732,3.371,Zee en Delta,ZEELAND,HET ZWIN DUINLAAN BADSTRAND,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (14623 377937)
zwemlocaties_rws_2020.113,189,NLBW89_SINTANLBSD,SINTANLBSD,SINT ANNALAND BADSTRAND,66159,402775,51.6068,4.1047,Zee en Delta,ZEELAND,SINT ANNALAND BADSTRAND,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (66159 402775)
zwemlocaties_rws_2020.114,190,NLBW89_STAVNSBSD,STAVNSBSD,STAVENISSE BADSTRAND,59131,401458,51.5938,4.0036,Zee en Delta,ZEELAND,STAVENISSE BADSTRAND,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,KO,,POINT (59131 401458)
zwemlocaties_rws_2020.115,191,NLBW89_HERKGBSD,HERKGBSD,HERKINGEN BADSTRAND,64700,414050,51.7079,4.0807,Zee en Delta,ZUID-HOLLAND,HERKINGEN BADSTRAND,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (64700 414050)
zwemlocaties_rws_2020.116,192,NLBW89_KABBLBBSD,KABBLBBSD,KABBELAARSBANK GREVELINGEN,49742,419293,51.7524,3.8628,Zee en Delta,ZUID-HOLLAND,KABBELAARSBANK BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,gesloten,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (49742 419293)
zwemlocaties_rws_2020.117,193,NLBW89_PUNTBSD,PUNTBSD,DE PUNT,51345,422320,51.77991454,3.88507589,Zee en Delta,ZUID-HOLLAND,DE PUNT BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (51345 422320)
zwemlocaties_rws_2020.118,194,NLBW89_SLIKKVFKBSD,SLIKKVFKBSD,SLIKKEN VAN FLAKKEE,60468,419023,51.7519,4.0181,Zee en Delta,ZUID-HOLLAND,SLIKKEN VAN FLAKKEE BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (60468 419023)
zwemlocaties_rws_2020.119,195,NLBW94_GOUDSWBSD,GOUDSWBSD,SPUI GOUDSWAARD,78592,424427,51.8032,4.2794,West-Nederland zuid,ZUID-HOLLAND,Goudswaard Badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",BW,,POINT (78592 424427)
zwemlocaties_rws_2020.120,196,NLBW94_HARVBLHNOBSD,HARVBLHNOBSD,HARINGVLIETBRUG OOST,87264,415278,51.7221,4.4069,West-Nederland zuid,ZUID-HOLLAND,"HARINGVLIETBRUG LANDHOOFD N.O., BADSTRAND",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",BW,,POINT (87264 415278)
zwemlocaties_rws_2020.121,197,NLBW94_HARVBLHNWBSD,HARVBLHNWBSD,HARINGVLIETBRUG WEST,87000,415270,51.722,4.4031,West-Nederland zuid,ZUID-HOLLAND,Haringvlietbrug West,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",BW,,POINT (87000 415270)
zwemlocaties_rws_2020.122,198,NLBW94_HELLGPBSD,HELLGPBSD,RECREATIETERREIN HELLEGATSPLEIN,86664,413473,51.7058,4.3986,West-Nederland zuid,ZUID-HOLLAND,Hellegatsplein badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",BW,,POINT (86664 413473)
zwemlocaties_rws_2020.123,199,NLBW94_HELLVSHLCBSD,HELLVSHLCBSD,QUACKSTRAND,64653,428898,51.8413,4.0762,West-Nederland zuid,ZUID-HOLLAND,"HELLECAT BADSTRAND, HELLEVOETSLUIS",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_11,Haringvliet west,KO,,POINT (64653 428898)
zwemlocaties_rws_2020.124,200,NLBW94_HELLVSVTRBSD,HELLVSVTRBSD,VUURTOREN BADSTRAND HELLEVOETSLUIS,67930,426610,51.8213,4.1243,West-Nederland zuid,ZUID-HOLLAND,"HELLEVOETSLUIS, VUURTOREN BADSTRAND",Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_11,Haringvliet west,KO,,POINT (67930 426610)
zwemlocaties_rws_2020.125,201,NLBW94_HITSSKDBSD,HITSSKDBSD,HITSERTSEKADE ZUID-BEIJERLAND,84623,416914,51.7365,4.3683,West-Nederland zuid,ZUID-HOLLAND,Hitsertse kade badstrand,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",BW,,POINT (84623 416914)
zwemlocaties_rws_2020.126,202,NLBW94_MIDDHNBSD,MIDDHNBSD,MIDDELHARNIS BADSTRAND,72628,421043,51.772,4.1937,West-Nederland zuid,ZUID-HOLLAND,Middelharnis Badstrand,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",BW,,POINT (72628 421043)
zwemlocaties_rws_2020.127,203,NLBW94_STELLDJHVBSD,STELLDJHVBSD,RECREATIETERREIN RWS STELLENDAM,62457,426977,51.8237,4.0448,West-Nederland zuid,ZUID-HOLLAND,Stellendam Jachthaven Badstrand,Goed,Uitstekend,Goed,Aanvaardbaar,Goed,Goed,nee,NL94_11,Haringvliet west,KO,,POINT (62457 426977)
zwemlocaties_rws_2020.128,204,NLBW95_BROUWDBSD,BROUWDBSD,BROUWERSDAM KABBELAARSBANK,48450,420500,51.763,3.8437,Zee en Delta,ZUID-HOLLAND,"BROUWERSDAM, KABBELAARSBANK",Uitstekend,Goed,Goed,Goed,Goed,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),KO,,POINT (48450 420500)
zwemlocaties_rws_2020.129,206,NLBW95_KATWNBSD,KATWNBSD,KATWIJK AAN ZEE BOULEVARD NOORD,87460,470000,52.214,4.3989,Zee en Delta,ZUID-HOLLAND,"KATWIJK AAN ZEE, BOULEVARD NOORD",Slecht,Wijziging,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,Aanvaardbaar,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (87460 470000)
zwemlocaties_rws_2020.130,207,NLBW95_KATWZBSD,KATWZBSD,KATWIJK AAN ZEE BOULEVARD ZUID,86867,469062,52.2055,4.3905,Zee en Delta,ZUID-HOLLAND,"KATWIJK AAN ZEE, BOULEVARD ZUID",Goed,Uitstekend,Uitstekend,Uitstekend,Goed,Slecht,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (86867 469062)
zwemlocaties_rws_2020.131,208,NLBW95_KIJKDBSD,KIJKDBSD,DEN HAAG KIJKDUIN,74883,454264,52.0709,4.2187,Zee en Delta,ZUID-HOLLAND,KIJKDUIN,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (74882.5549999997 454263.9930000007)
zwemlocaties_rws_2020.132,209,NLBW95_NOORDWBSD,NOORDWBSD,NOORDWIJK AAN ZEE BOULEVARD,89275,473254,52.2434,4.4249,Zee en Delta,ZUID-HOLLAND,NOORDWIJK AAN ZEE BOULEVARD,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (89275 473254)
zwemlocaties_rws_2020.133,210,NLBW95_NOORDWKHBSD,NOORDWKHBSD,NOORDWIJK AAN ZEE,91342,477032,52.2776,4.4544,Zee en Delta,ZUID-HOLLAND,NOORDWIJKERHOUT,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (91342 477032)
zwemlocaties_rws_2020.134,211,NLBW95_OUDDBSD,OUDDBSD,OUDDORP STRAND,54250,428000,51.8315,3.9255,Zee en Delta,ZUID-HOLLAND,OUDDORP STRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),KO,,POINT (54250 428000)
zwemlocaties_rws_2020.135,212,NLBW95_ROCKJBSD,ROCKJBSD,ROCKANJE BADSTRAND,62827,431875,51.8678,4.0489,Zee en Delta,ZUID-HOLLAND,ROCKANJE 2e slag,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL95_2A,Noordelijke Deltakust (kustwater),KO,,POINT (62827 431875)
zwemlocaties_rws_2020.136,213,NLBW95_SCHEVNGBSD,SCHEVNGBSD,SCHEVENINGEN NOORDERSTRAND,78700,458700,52.1113,4.2733,Zee en Delta,ZUID-HOLLAND,SCHEVENINGEN,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (78700 458700)
zwemlocaties_rws_2020.137,214,NLBW95_SCHEVNGZTPBS,SCHEVNGZTPBS,SCHEVENINGEN ZWARTE PAD,80100,459950,52.1227,4.2935,Zee en Delta,ZUID-HOLLAND,"DEN HAAG, ZWARTE PAD",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Aanvaardbaar,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (80100 459950)
zwemlocaties_rws_2020.138,215,NLBW95_TERHDBSD,TERHDBSD,MONSTER TER HEIJDE,70934,449859,52.0307,4.1622,Zee en Delta,ZUID-HOLLAND,TER HEIJDE,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (70934.11300000176 449859.41600000113)
zwemlocaties_rws_2020.139,216,NLBW95_WASSNSSBSD,WASSNSSBSD,WASSENAARSE SLAG,83810,464430,52.1634,4.3467,Zee en Delta,ZUID-HOLLAND,"WASSENAAR, WASSENAARSE SLAG",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (83810 464430)
zwemlocaties_rws_2020.140,217,NLBW95_WESTNLBSD,WESTNLBSD,WEST NIEUWLAND,49950,423000,51.7858,3.8647,Zee en Delta,ZUID-HOLLAND,WEST NIEUWLAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_2A,Noordelijke Deltakust (kustwater),KO,,POINT (49950 423000)
zwemlocaties_rws_2020.141,218,NLBW94_STADAHHRBSD,STADAHHRVBSD,STAD AAN 'T HARINGVLIET,75885,417980,51.7449,4.2416,West-Nederland zuid,ZUID-HOLLAND,STAD AAN 'T HARINGVLIET,Goed,Goed,Goed,Uitstekend,Uitstekend,Goed,nee,NL94_1,"Haringvliet oost, Hollandsch Diep",KO,,POINT (75885 417980)
zwemlocaties_rws_2020.142,219,NLBW95_SCHEVNGZD,SCHEVNGNZD,SCHEVENINGEN ZUIDERSTRAND,76857,456547,52.0917,4.2469,Zee en Delta,ZUID-HOLLAND,"SCHEVENINGEN, ZUIDERSTRAND",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (76856.625 456546.67500000075)
zwemlocaties_rws_2020.143,220,NLBW91_VEENBSD,VEENBSD,BADSTRAND VEEN,135533,421788,51.7844,5.1051,Zuid-Nederland,NOORD-BRABANT,"VEEN, BADSTRAND",geen,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_5,Beneden Maas,BW,,POINT (135533 421788)
