"fiscal_year","county","region","program","youth_served"
"2020","Midland","9-Midland","FAYS","9"
"2020","Midland","9-Midland","SYSN","21"
"2020","Milam","7-Austin","FAYS","16"
"2020","Mills","7-Austin","FAYS","1"
"2020","Mitchell","2-Abilene","FAYS","3"
"2020","Montague","2-Abilene","FAYS","3"
"2020","Montgomery","6-Houston","FAYS","220"
"2020","Montgomery","6-Houston","SYSN","4"
"2020","Moore","1-Lubbock","FAYS","11"
"2020","Morris","4-Tyler","FAYS","0"
"2020","Motley","1-Lubbock","FAYS","0"
"2020","Nacogdoches","5-Beaumont","FAYS","23"
"2020","Nacogdoches","5-Beaumont","SYSN","10"
"2020","Navarro","3-Arlington","FAYS","1"
"2020","Navarro","3-Arlington","SYSN","7"
"2020","Newton","5-Beaumont","FAYS","4"
"2020","Nolan","2-Abilene","FAYS","7"
"2020","Nueces","11-Edinburg","CYD","445"
"2020","Nueces","11-Edinburg","FAYS","119"
"2020","Nueces","11-Edinburg","SYSN","13"
"2020","Ochiltree","1-Lubbock","FAYS","3"
"2020","Ochiltree","1-Lubbock","SYSN","1"
"2020","Oldham","1-Lubbock","FAYS","2"
"2020","Orange","5-Beaumont","FAYS","25"
"2020","Palo Pinto","3-Arlington","FAYS","3"
"2020","Panola","4-Tyler","FAYS","3"
"2020","Parker","3-Arlington","FAYS","14"
"2020","Parker","3-Arlington","SYSN","0"
"2020","Parmer","1-Lubbock","FAYS","4"
"2020","Parmer","1-Lubbock","SYSN","4"
"2020","Pecos","9-Midland","FAYS","9"
"2020","Polk","5-Beaumont","FAYS","19"
"2020","Polk","5-Beaumont","SYSN","20"
"2020","Potter","1-Lubbock","CYD","333"
"2020","Potter","1-Lubbock","FAYS","52"
"2020","Potter","1-Lubbock","SYSN","8"
"2020","Presidio","10-El Paso","FAYS","1"
"2020","Rains","4-Tyler","FAYS","2"
"2020","Randall","1-Lubbock","CYD","7"
"2020","Randall","1-Lubbock","FAYS","57"
"2020","Randall","1-Lubbock","SYSN","6"
"2020","Reagan","9-Midland","FAYS","1"
"2020","Real","8-San Antonio","FAYS","3"
"2020","Red River","4-Tyler","FAYS","1"
"2020","Reeves","9-Midland","FAYS","5"
"2020","Refugio","11-Edinburg","FAYS","1"
"2020","Robertson","7-Austin","FAYS","12"
"2020","Rockwall","3-Arlington","FAYS","4"
"2020","Rockwall","3-Arlington","SYSN","7"
"2020","Runnels","2-Abilene","FAYS","7"
"2020","Rusk","4-Tyler","FAYS","4"
"2020","Rusk","4-Tyler","SYSN","20"
"2020","Sabine","5-Beaumont","FAYS","9"
"2020","San Augustine","5-Beaumont","FAYS","10"
"2020","San Augustine","5-Beaumont","SYSN","14"
"2020","San Jacinto","5-Beaumont","FAYS","1"
"2020","San Jacinto","5-Beaumont","SYSN","1"
"2020","San Patricio","11-Edinburg","FAYS","19"
"2020","San Saba","7-Austin","FAYS","5"
"2020","Schleicher","9-Midland","FAYS","2"
"2020","Scurry","2-Abilene","FAYS","10"
"2020","Shackelford","2-Abilene","FAYS","1"
"2020","Shelby","5-Beaumont","FAYS","10"
"2020","Sherman","1-Lubbock","FAYS","3"
"2020","Smith","4-Tyler","FAYS","59"
"2020","Somervell","3-Arlington","FAYS","8"
"2020","Starr","11-Edinburg","FAYS","46"
"2020","Stephens","2-Abilene","FAYS","3"
"2020","Sterling","9-Midland","FAYS","2"
"2020","Sutton","9-Midland","FAYS","3"
"2020","Swisher","1-Lubbock","FAYS","2"
"2020","Tarrant","3-Arlington","CYD","505"
"2020","Tarrant","3-Arlington","FAYS","229"
"2020","Tarrant","3-Arlington","SYSN","95"
"2020","Taylor","2-Abilene","FAYS","142"
"2020","Taylor","2-Abilene","SYSN","55"
"2020","Terrell","9-Midland","FAYS","0"
"2020","Terry","1-Lubbock","FAYS","11"
"2020","Throckmorton","2-Abilene","FAYS","1"
"2020","Titus","4-Tyler","FAYS","18"
"2020","Tom Green","9-Midland","FAYS","69"
"2020","Tom Green","9-Midland","SYSN","1"
"2020","Travis","7-Austin","CYD","329"
"2020","Travis","7-Austin","FAYS","146"
"2020","Travis","7-Austin","SYSN","84"
"2020","Trinity","5-Beaumont","FAYS","3"
"2020","Trinity","5-Beaumont","SYSN","9"
"2020","Tyler","5-Beaumont","FAYS","4"
"2020","Upshur","4-Tyler","FAYS","22"
"2020","Upton","9-Midland","FAYS","0"
"2020","Uvalde","8-San Antonio","FAYS","25"
"2020","Val Verde","8-San Antonio","FAYS","79"
"2020","Val Verde","8-San Antonio","SYSN","10"
"2020","Van Zandt","4-Tyler","FAYS","5"
"2020","Victoria","8-San Antonio","FAYS","94"
"2020","Victoria","8-San Antonio","SYSN","7"
"2020","Walker","6-Houston","FAYS","2"
"2020","Walker","6-Houston","SYSN","28"
"2020","Waller","6-Houston","FAYS","2"
"2020","Waller","6-Houston","SYSN","13"
"2020","Ward","9-Midland","FAYS","5"
"2020","Washington","7-Austin","FAYS","28"
"2020","Washington","7-Austin","SYSN","15"
"2020","Webb","11-Edinburg","CYD","182"
"2020","Webb","11-Edinburg","FAYS","100"
"2020","Webb","11-Edinburg","SYSN","29"
"2020","Wharton","6-Houston","FAYS","4"
"2020","Wharton","6-Houston","SYSN","18"
"2020","Wheeler","1-Lubbock","FAYS","2"
"2020","Wichita","2-Abilene","FAYS","51"
"2020","Wichita","2-Abilene","SYSN","53"
"2020","Wilbarger","2-Abilene","FAYS","18"
"2020","Wilbarger","2-Abilene","SYSN","11"
"2020","Willacy","11-Edinburg","CYD","548"
"2020","Willacy","11-Edinburg","FAYS","30"
"2020","Williamson","7-Austin","FAYS","190"
"2020","Williamson","7-Austin","SYSN","25"
"2020","Wilson","8-San Antonio","FAYS","18"
"2020","Winkler","9-Midland","FAYS","2"
"2020","Wise","3-Arlington","FAYS","2"
"2020","Wood","4-Tyler","FAYS","5"
"2020","Yoakum","1-Lubbock","FAYS","5"
"2020","Young","2-Abilene","FAYS","1"
"2020","Zapata","11-Edinburg","FAYS","1"
"2020","Zapata","11-Edinburg","SYSN","11"
"2020","Zavala","8-San Antonio","FAYS","32"
"2020","Out of State","Out of State","CYD","0"
"2020","Out of State","Out of State","FAYS","0"
"2019","Anderson","4-Tyler","FAYS","45"
"2019","Andrews","9-Midland","FAYS","8"
"2019","Angelina","5-Beaumont","FAYS","54"
"2019","Angelina","5-Beaumont","SYSN","20"
"2019","Aransas","11-Edinburg","FAYS","4"
"2019","Archer","2-Abilene","FAYS","6"
"2019","Armstrong","1-Lubbock","FAYS","3"
"2019","Atascosa","8-San Antonio","FAYS","45"
"2019","Atascosa","8-San Antonio","SYSN","0"
"2019","Austin","6-Houston","FAYS","43"
"2019","Austin","6-Houston","SYSN","16"
"2019","Bailey","1-Lubbock","FAYS","12"
"2019","Bandera","8-San Antonio","FAYS","52"
"2019","Bandera","8-San Antonio","SYSN","29"
"2019","Bastrop","7-Austin","FAYS","30"
"2019","Bastrop","7-Austin","SYSN","8"
"2019","Baylor","2-Abilene","FAYS","6"
"2019","Bee","11-Edinburg","FAYS","14"
"2019","Bell","7-Austin","FAYS","276"
"2019","Bell","7-Austin","SYSN","51"
"2019","Bexar","8-San Antonio","CYD","392"
"2019","Bexar","8-San Antonio","FAYS","261"
"2019","Bexar","8-San Antonio","SYSN","225"
"2019","Blanco","7-Austin","FAYS","18"
"2019","Bosque","7-Austin","FAYS","7"
"2019","Bowie","4-Tyler","FAYS","27"
"2019","Brazoria","6-Houston","FAYS","162"
"2019","Brazoria","6-Houston","SYSN","18"
"2019","Brazos","7-Austin","FAYS","104"
"2019","Brewster","10-El Paso","FAYS","5"
"2019","Briscoe","1-Lubbock","FAYS","0"
"2019","Brooks","11-Edinburg","FAYS","1"
"2019","Brown","2-Abilene","FAYS","11"
"2019","Brown","2-Abilene","SYSN","10"
"2019","Burleson","7-Austin","FAYS","51"
"2019","Burleson","7-Austin","SYSN","1"
"2019","Burnet","7-Austin","FAYS","32"
"2019","Burnet","7-Austin","SYSN","17"
"2019","Caldwell","7-Austin","CYD","1"
"2019","Caldwell","7-Austin","FAYS","32"
"2019","Caldwell","7-Austin","SYSN","1"
"2019","Calhoun","8-San Antonio","FAYS","13"
"2019","Callahan","2-Abilene","FAYS","8"
"2019","Cameron","11-Edinburg","CYD","465"
"2019","Cameron","11-Edinburg","FAYS","159"
"2019","Cameron","11-Edinburg","SYSN","82"
"2019","Camp","4-Tyler","FAYS","5"
"2019","Carson","1-Lubbock","FAYS","3"
"2019","Cass","4-Tyler","FAYS","9"
"2019","Castro","1-Lubbock","FAYS","6"
"2019","Chambers","6-Houston","FAYS","20"
"2019","Cherokee","4-Tyler","FAYS","47"
"2019","Childress","1-Lubbock","FAYS","2"
"2019","Clay","2-Abilene","FAYS","3"
"2019","Cochran","1-Lubbock","FAYS","2"
"2019","Coke","9-Midland","FAYS","1"
"2019","Coleman","2-Abilene","FAYS","29"
"2019","Collin","3-Arlington","CYD","2"
"2019","Collin","3-Arlington","FAYS","134"
"2019","Collin","3-Arlington","SYSN","128"
"2019","Collingsworth","1-Lubbock","FAYS","2"
"2019","Colorado","6-Houston","FAYS","52"
"2019","Colorado","6-Houston","SYSN","24"
"2019","Comal","8-San Antonio","CYD","0"
"2019","Comal","8-San Antonio","FAYS","179"
"2019","Comal","8-San Antonio","SYSN","5"
"2019","Comanche","2-Abilene","FAYS","5"
"2019","Concho","9-Midland","FAYS","2"
"2019","Cooke","3-Arlington","FAYS","3"
"2019","Cooke","3-Arlington","SYSN","21"
"2019","Coryell","7-Austin","FAYS","54"
"2019","Coryell","7-Austin","SYSN","33"
"2019","Cottle","2-Abilene","FAYS","1"
"2019","Crane","9-Midland","FAYS","0"
"2019","Crosby","1-Lubbock","FAYS","5"
"2019","Culberson","10-El Paso","FAYS","1"
"2019","Dallam","1-Lubbock","FAYS","13"
"2019","Dallas","3-Arlington","CYD","1245"
"2019","Dallas","3-Arlington","FAYS","256"
"2019","Dallas","3-Arlington","SYSN","267"
"2019","Dawson","9-Midland","FAYS","1"
"2019","Dawson","9-Midland","SYSN","5"
"2019","Deaf Smith","1-Lubbock","FAYS","38"
"2019","Deaf Smith","1-Lubbock","SYSN","11"
"2019","Delta","4-Tyler","FAYS","2"
"2019","Denton","3-Arlington","FAYS","80"
"2019","Denton","3-Arlington","SYSN","55"
"2019","DeWitt","8-San Antonio","FAYS","7"
"2019","Dickens","1-Lubbock","FAYS","2"
"2019","Dimmit","8-San Antonio","FAYS","3"
"2019","Donley","1-Lubbock","FAYS","1"
"2019","Duval","11-Edinburg","FAYS","8"
"2019","Eastland","2-Abilene","FAYS","4"
"2019","Ector","9-Midland","FAYS","38"
"2019","Ector","9-Midland","SYSN","24"
"2019","Edwards","8-San Antonio","FAYS","5"
"2019","Ellis","3-Arlington","CYD","0"
"2019","Ellis","3-Arlington","FAYS","15"
"2019","Ellis","3-Arlington","SYSN","14"
"2019","El Paso","10-El Paso","CYD","368"
"2019","El Paso","10-El Paso","FAYS","240"
"2019","El Paso","10-El Paso","SYSN","44"
"2019","Erath","3-Arlington","FAYS","62"
"2019","Erath","3-Arlington","SYSN","11"
"2019","Falls","7-Austin","FAYS","13"
"2019","Falls","7-Austin","SYSN","5"
"2019","Fannin","3-Arlington","FAYS","8"
"2019","Fayette","7-Austin","FAYS","22"
"2019","Fayette","7-Austin","SYSN","15"
"2019","Fisher","2-Abilene","FAYS","4"
"2019","Floyd","1-Lubbock","FAYS","3"
"2019","Foard","2-Abilene","FAYS","1"
"2019","Fort Bend","6-Houston","CYD","7"
"2019","Fort Bend","6-Houston","FAYS","75"
"2019","Fort Bend","6-Houston","SYSN","41"
"2019","Franklin","4-Tyler","FAYS","2"
"2019","Freestone","7-Austin","FAYS","11"
"2019","Frio","8-San Antonio","FAYS","0"
"2019","Gaines","9-Midland","FAYS","7"
"2019","Galveston","6-Houston","CYD","494"
"2019","Galveston","6-Houston","FAYS","256"
"2019","Galveston","6-Houston","SYSN","1"
"2019","Garza","1-Lubbock","FAYS","0"
"2019","Gillespie","8-San Antonio","FAYS","15"
"2019","Gillespie","8-San Antonio","SYSN","1"
"2019","Goliad","8-San Antonio","FAYS","2"
"2019","Gonzales","8-San Antonio","FAYS","2"
"2019","Gray","1-Lubbock","FAYS","5"
"2019","Grayson","3-Arlington","FAYS","11"
"2019","Grayson","3-Arlington","SYSN","28"
"2019","Gregg","4-Tyler","FAYS","62"
"2019","Gregg","4-Tyler","SYSN","11"
"2019","Grimes","7-Austin","FAYS","35"
"2019","Guadalupe","8-San Antonio","FAYS","123"
"2019","Guadalupe","8-San Antonio","SYSN","4"
"2019","Hale","1-Lubbock","FAYS","29"
"2019","Hall","1-Lubbock","FAYS","0"
"2019","Hamilton","7-Austin","FAYS","9"
"2019","Hansford","1-Lubbock","SYSN","10"
"2019","Hardeman","2-Abilene","FAYS","2"
"2019","Hardeman","2-Abilene","SYSN","1"
"2019","Hardin","5-Beaumont","FAYS","26"
"2019","Hardin","5-Beaumont","SYSN","8"
"2019","Harris","6-Houston","CYD","1079"
"2019","Harris","6-Houston","FAYS","285"
"2019","Harris","6-Houston","SYSN","344"
"2019","Harrison","4-Tyler","FAYS","23"
"2019","Harrison","4-Tyler","SYSN","45"
"2019","Hartley","1-Lubbock","FAYS","7"
"2019","Haskell","2-Abilene","FAYS","7"
"2019","Hays","7-Austin","CYD","2"
"2019","Hays","7-Austin","FAYS","172"
"2019","Hays","7-Austin","SYSN","18"
"2019","Hemphill","1-Lubbock","FAYS","1"
"2019","Henderson","4-Tyler","FAYS","26"
"2019","Hidalgo","11-Edinburg","CYD","991"
"2019","Hidalgo","11-Edinburg","FAYS","211"
"2019","Hidalgo","11-Edinburg","SYSN","209"
"2019","Hill","7-Austin","FAYS","12"
"2019","Hill","7-Austin","SYSN","17"
"2019","Hockley","1-Lubbock","FAYS","7"
"2019","Hood","3-Arlington","FAYS","30"
"2019","Hopkins","4-Tyler","FAYS","18"
"2019","Houston","5-Beaumont","FAYS","5"
"2019","Howard","9-Midland","FAYS","5"
"2019","Howard","9-Midland","SYSN","10"
"2019","Hudspeth","10-El Paso","FAYS","0"
"2019","Hunt","3-Arlington","FAYS","4"
"2019","Hunt","3-Arlington","SYSN","31"
"2019","Hutchinson","1-Lubbock","FAYS","22"
"2019","Irion","9-Midland","FAYS","1"
"2019","Jackson","8-San Antonio","FAYS","34"
"2019","Jasper","5-Beaumont","FAYS","14"
"2019","Jeff Davis","10-El Paso","FAYS","1"
"2019","Jefferson","5-Beaumont","FAYS","75"
"2019","Jefferson","5-Beaumont","SYSN","1"
"2019","Jim Hogg","11-Edinburg","FAYS","15"
"2019","Jim Wells","11-Edinburg","FAYS","1"
"2019","Johnson","3-Arlington","FAYS","28"
"2019","Jones","2-Abilene","FAYS","36"
"2019","Jones","2-Abilene","SYSN","1"
"2019","Karnes","8-San Antonio","FAYS","6"
"2019","Kaufman","3-Arlington","CYD","0"
"2019","Kaufman","3-Arlington","FAYS","15"
"2019","Kaufman","3-Arlington","SYSN","4"
"2019","Kendall","8-San Antonio","FAYS","55"
"2019","Kenedy","11-Edinburg","FAYS","2"
"2019","Kerr","8-San Antonio","FAYS","77"
"2019","Kerr","8-San Antonio","SYSN","22"
"2019","Kimble","9-Midland","FAYS","10"
"2019","Kinney","8-San Antonio","FAYS","7"
"2019","Kleberg","11-Edinburg","FAYS","13"
"2019","Kleberg","11-Edinburg","SYSN","25"
"2019","Knox","2-Abilene","FAYS","2"
"2019","Lamar","4-Tyler","FAYS","1"
"2019","Lamar","4-Tyler","SYSN","0"
"2019","Lamb","1-Lubbock","FAYS","9"
"2019","Lampasas","7-Austin","FAYS","7"
"2019","Lampasas","7-Austin","SYSN","1"
"2019","La Salle","8-San Antonio","FAYS","9"
"2019","Lavaca","8-San Antonio","FAYS","9"
"2019","Leon","7-Austin","FAYS","19"
"2019","Liberty","6-Houston","FAYS","19"
"2019","Limestone","7-Austin","FAYS","7"
"2019","Lipscomb","1-Lubbock","FAYS","2"
"2019","Live Oak","11-Edinburg","FAYS","8"
"2019","Llano","7-Austin","FAYS","15"
"2019","Llano","7-Austin","SYSN","3"
"2019","Lubbock","1-Lubbock","CYD","1003"
"2019","Lubbock","1-Lubbock","FAYS","61"
"2019","Lubbock","1-Lubbock","SYSN","72"
"2019","Lynn","1-Lubbock","FAYS","3"
"2019","Madison","7-Austin","FAYS","31"
"2019","Marion","4-Tyler","FAYS","4"
"2019","Martin","9-Midland","FAYS","0"
"2019","Mason","9-Midland","FAYS","10"
"2019","Matagorda","6-Houston","FAYS","10"
"2019","Matagorda","6-Houston","SYSN","49"
"2019","Maverick","8-San Antonio","FAYS","49"
"2019","McCulloch","9-Midland","FAYS","15"
"2019","McLennan","7-Austin","CYD","492"
"2019","McLennan","7-Austin","FAYS","117"
"2019","McLennan","7-Austin","SYSN","8"
"2019","Medina","8-San Antonio","FAYS","44"
"2019","Menard","9-Midland","FAYS","5"
"2019","Midland","9-Midland","FAYS","25"
"2019","Midland","9-Midland","SYSN","27"
"2019","Milam","7-Austin","FAYS","24"
"2019","Mills","7-Austin","FAYS","5"
"2019","Mitchell","2-Abilene","FAYS","4"
"2019","Montague","2-Abilene","FAYS","1"
"2019","Montgomery","6-Houston","FAYS","275"
"2019","Montgomery","6-Houston","SYSN","15"
"2019","Moore","1-Lubbock","FAYS","22"
"2019","Morris","4-Tyler","FAYS","3"
"2019","Motley","1-Lubbock","FAYS","2"
"2019","Nacogdoches","5-Beaumont","FAYS","19"
"2019","Nacogdoches","5-Beaumont","SYSN","11"
"2019","Navarro","3-Arlington","FAYS","0"
"2019","Newton","5-Beaumont","FAYS","5"
"2019","Nolan","2-Abilene","FAYS","15"
"2019","Nueces","11-Edinburg","CYD","396"
"2019","Nueces","11-Edinburg","FAYS","180"
"2019","Nueces","11-Edinburg","SYSN","51"
"2019","Ochiltree","1-Lubbock","FAYS","3"
"2019","Ochiltree","1-Lubbock","SYSN","2"
"2019","Oldham","1-Lubbock","FAYS","2"
"2019","Orange","5-Beaumont","FAYS","36"
"2019","Palo Pinto","3-Arlington","FAYS","6"
"2019","Panola","4-Tyler","FAYS","9"
"2019","Parker","3-Arlington","FAYS","15"
"2019","Parmer","1-Lubbock","FAYS","5"
"2019","Parmer","1-Lubbock","SYSN","7"
"2019","Pecos","9-Midland","FAYS","10"
"2019","Polk","5-Beaumont","FAYS","17"
"2019","Polk","5-Beaumont","SYSN","24"
"2019","Potter","1-Lubbock","CYD","431"
"2019","Potter","1-Lubbock","FAYS","61"
"2019","Potter","1-Lubbock","SYSN","29"
"2019","Presidio","10-El Paso","FAYS","2"
"2019","Rains","4-Tyler","FAYS","2"
"2019","Randall","1-Lubbock","CYD","11"
"2019","Randall","1-Lubbock","FAYS","53"
"2019","Randall","1-Lubbock","SYSN","9"
"2019","Reagan","9-Midland","FAYS","1"
"2019","Real","8-San Antonio","FAYS","5"
"2019","Red River","4-Tyler","FAYS","0"
"2019","Reeves","9-Midland","FAYS","6"
"2019","Refugio","11-Edinburg","FAYS","1"
"2019","Robertson","7-Austin","FAYS","28"
"2019","Rockwall","3-Arlington","FAYS","4"
"2019","Rockwall","3-Arlington","SYSN","22"
"2019","Runnels","2-Abilene","FAYS","7"
"2019","Rusk","4-Tyler","FAYS","12"
"2019","Rusk","4-Tyler","SYSN","34"
"2019","Sabine","5-Beaumont","FAYS","17"
"2019","San Augustine","5-Beaumont","FAYS","16"
"2019","San Augustine","5-Beaumont","SYSN","14"
"2019","San Jacinto","5-Beaumont","FAYS","7"
"2019","San Jacinto","5-Beaumont","SYSN","1"
"2019","San Patricio","11-Edinburg","FAYS","42"
"2019","San Saba","7-Austin","FAYS","9"
"2019","Schleicher","9-Midland","FAYS","3"
"2019","Scurry","2-Abilene","FAYS","13"
"2019","Shackelford","2-Abilene","FAYS","3"
"2019","Shelby","5-Beaumont","FAYS","11"
"2019","Sherman","1-Lubbock","FAYS","3"
"2019","Smith","4-Tyler","FAYS","64"
"2019","Somervell","3-Arlington","FAYS","10"
"2019","Starr","11-Edinburg","FAYS","66"
