"month","avg_monthly_construction_permit_wait_time_minutes"
"2013-01-31T00:00:00.000","13.4"
"2013-02-28T00:00:00.000","16.600000000000001"
"2013-03-30T00:00:00.000","19.5"
"2013-04-30T00:00:00.000","24.2"
"2013-05-31T00:00:00.000","23.4"
"2013-06-30T00:00:00.000","20.8"
"2013-07-31T00:00:00.000","25.8"
"2013-08-31T00:00:00.000","28.1"
"2013-09-30T00:00:00.000","28.6"
"2013-10-31T00:00:00.000","40.5"
"2013-11-30T00:00:00.000","31.4"
"2013-12-31T00:00:00.000","20.8"
"2014-01-31T00:00:00.000","25.3"
"2014-02-28T00:00:00.000","23.4"
"2014-03-30T00:00:00.000","20.2"
"2014-04-30T00:00:00.000","20.2"
"2014-05-31T00:00:00.000","14.1"
"2014-06-30T00:00:00.000","14"
"2014-07-31T00:00:00.000","13.1"
"2014-08-31T00:00:00.000","15.4"
"2014-09-30T00:00:00.000","12.3"
"2014-10-31T00:00:00.000","12.6"
"2014-11-30T00:00:00.000","13"
"2014-12-31T00:00:00.000","15.4"
"2015-01-31T00:00:00.000","20.399999999999999"
"2015-02-28T00:00:00.000","20.7"
"2015-03-30T00:00:00.000","25.5"
"2015-04-30T00:00:00.000","38.200000000000003"
"2015-05-31T00:00:00.000","32.799999999999997"
"2015-06-30T00:00:00.000","19.100000000000001"
"2015-07-31T00:00:00.000","18.899999999999999"
"2015-08-31T00:00:00.000","14.4"
"2015-09-30T00:00:00.000","14.6"
"2015-10-31T00:00:00.000","11.8"
"2015-11-30T00:00:00.000","13.5"
"2015-12-31T00:00:00.000","13.2"
"2016-01-31T00:00:00.000","14.9"
"2016-02-28T00:00:00.000","15.5"
"2016-03-30T00:00:00.000","18.600000000000001"
"2016-04-30T00:00:00.000","23.8"
"2016-05-31T00:00:00.000","25"
