"regi_n","metropolitana","distrito","estaci_n","barrio","zona","nro_integrantes","estado"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA NARIÑO","EL CARMEN","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","VEREDA","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","VEREDA","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","CENTRO","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","VEREDA","RURAL","24","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","CENTRO","URBANA","24","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","CENTRO","URBANA","26","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","CENTRO","URBANA","27","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","CENTRO","URBANA","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GIRARDOT","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO QUINCE DE POLICIA CAQUEZA","ESTACION DE POLICIA CHIPAQUE","URBANO","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GIRARDOT","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","ANTONIO NARIÑO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA BOJACA","LAS VEGAS","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","COBURGO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA BOJACA","SAN FERNANDO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","VEREDA","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA BOJACA","GAVIOTAS","RURAL","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","OTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","CENTRO","RURAL","24","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA SUSA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA GACHETA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA LENGUAZAQUE","BARRIO 20 DE JULIO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA LENGUAZAQUE","VEREDA","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA SIMIJACA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA SIMIJACA","CENTRO","RURAL","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA CUCUNUBA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA CUCUNUBA","CENTRO","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CINCO DE POLICIA SAN JUAN DE RIOSECO","ESTACION DE POLICIA PULI","VEREDA","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA CARMEN DE CARUPA","VEREDA","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA CARMEN DE CARUPA","VEREDA","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA UBATE","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA SUTATAUSA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA TAUSA","CENTRO","RURAL","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA TAUSA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA FUQUENE","CENTRO","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA FUQUENE","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO ONCE DE POLICIA UBATE","ESTACION DE POLICIA FUQUENE","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA TABIO","VEREDA","RURAL","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA TABIO","VEREDA","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA COTA","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","VEREDA LA MIRADA","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","SAN GABRIEL","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","GRATAMIRA","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA CHIA","EL POZO","URBANA","36","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MOSQUERA",,"URBANA","36","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MOSQUERA","LAS VILLAS","URBANA","37","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","ESTACION DE POLICIA MOSQUERA","ESTACION DE POLICIA MOSQUERA","LA ARBOLEDA","URBANA","36","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MADRID","EL NOGAL","URBANA","36","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MADRID","EL NOGAL","URBANA","37","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MADRID","EL NOGAL","URBANA","37","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MADRID","LA MAGNOLIA","URBANA","37","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA SUBACHOQUE","VEREDA","URBANA","37","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA PASCA","BELLA VISTA","URBANA","34","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA SUBACHOQUE","LA CARTUJA","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA CACHIPAY","FINCA EL PORVENIR","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","VEREDA","RURAL","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA LA MESA","SANTANDERCITO","RURAL","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA LA MESA","SANTANDERCITO","RURAL","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA APULO","VEREDA PALOQUEMADO-APULO-CUNDINAMARCA","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA APULO","VEREDA","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GIRARDOT","VIVISOL","URBANA","21","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GIRARDOT","ESPERANZA","RURAL","21","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GUATAQUI","LA PLAZUELA","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA TIBACUY","CENTRO","RURAL","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA TIBACUY","CENTRO","RURAL","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA VENECIA","DIAMANTE","RURAL","16","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA VENECIA","VEREDA LA MIRADA","URBANA","16","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA PASCA","CHINAUTA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA PASCA","VEREDA SAN ANTONIO","RURAL","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA ARBELAEZ","LAS ROSITAS","RURAL","16","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA ARBELAEZ","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA GRANADA","SAN JOSE","URBANA","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA SAN BERNARDO","JUAN XXIII","RURAL","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","SAN FERNANDO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","LA ESMERALDA","URBANA","35","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","CENTRO","URBANA","43","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","CENTRO","URBANA","38","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","CENTRO","URBANA","23","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO UNO DE POLICIA FUSAGASUGA","ESTACION DE POLICIA FUSAGASUGA","CENTRO","URBANA","28","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA CHIA","VEREDA LAS JUNTAS","RURAL","19","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO SIETE DE POLICIA PUERTO SALGAR","ESTACION DE POLICIA GUADUAS","VEREDA LA MIRADA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","VEREDA","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA CHIA","ALCAZARES","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA COTA",,"URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO SIETE DE POLICIA PUERTO SALGAR","ESTACION DE POLICIA CAPARRAPI","VEREDA LA MIRADA","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO SIETE DE POLICIA PUERTO SALGAR","ESTACION DE POLICIA PUERTO SALGAR","CENTRO","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO SIETE DE POLICIA PUERTO SALGAR","ESTACION DE POLICIA GUADUAS","VEREDA LA MIRADA","RURAL","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRECE DE POLICIA GACHETA","ESTACION DE POLICIA JUNIN","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRECE DE POLICIA GACHETA","ESTACION DE POLICIA GACHALA","CALDAS","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CINCO DE POLICIA SAN JUAN DE RIOSECO","ESTACION DE POLICIA PULI","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA ZIPACON","CENTRO","RURAL","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA FACATATIVA","EL RINCON","URBANA","28","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA FACATATIVA","BERNAL","URBANA","24","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA FACATATIVA","VILLA NUEVA","URBANA","50","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA MADRID","LAS VEGAS","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA FUNZA","PAPAYO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CUATRO DE POLICIA FACATATIVA","ESTACION DE POLICIA FUNZA","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO QUINCE DE POLICIA CAQUEZA","ESTACION DE POLICIA UBAQUE","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA CACHIPAY","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA CACHIPAY","CAYUNDA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA",,"RURAL","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA",,"RURAL","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DIEZ DE POLICIA PACHO","ESTACION DE POLICIA TOPAIPI","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DIEZ DE POLICIA PACHO","ESTACION DE POLICIA SAN CAYETANO","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DIEZ DE POLICIA PACHO","ESTACION DE POLICIA SAN CAYETANO","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CINCO DE POLICIA SAN JUAN DE RIOSECO","ESTACION DE POLICIA PULI","VEREDA","RURAL","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOCE DE POLICIA CHOCONTA","ESTACION DE POLICIA MANTA","CHICO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","CENTRO","RURAL","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","TOLU","RURAL","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA TOCANCIPA","VEREDA LAS PALMAS","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA TOCANCIPA","LOS TILOS","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA TOCANCIPA","VEREDA","URBANA","23","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO OCHO DE POLICIA CHIA","ESTACION DE POLICIA SOPO","LA MONTANA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","CENTRO","RURAL","20","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA TENA","VEREDA","RURAL","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO QUINCE DE POLICIA CAQUEZA","ESTACION DE POLICIA FOSCA","VEREDA CHINQUICA","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA GACHANCIPA","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO CINCO DE POLICIA SAN JUAN DE RIOSECO","ESTACION DE POLICIA VIANI","VEREDA EL HATILLO","RURAL","11","ACTIVO"
