"count_of_new_credential","year","month","month_name","issue_date","card_type_issued","county_of_residence","state_of_origin","country_of_origin","iso_2_alpha_code","iso_3_alpha_code","iso_numeric_code","irs_country_code","geocoded_column"
"1","2021","3","March","2021-03-01T00:00:00.000","Driver License","Island","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","3","March","2019-03-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","6","June","2019-06-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","8","August","2019-08-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","2","February","2021-02-01T00:00:00.000","Driver License","Pierce","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","11","November","2021-11-01T00:00:00.000","Driver License","Stevens","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2019","9","September","2019-09-01T00:00:00.000","ID Card","Snohomish","Not Applicable","Chile","CL","CHL","152","CI","POINT (-71.542969 -35.675147)"
"1","2022","1","January","2022-01-01T00:00:00.000","Driver License","Yakima","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","King","New Hampshire","USA","US","USA","840","US","POINT (-71.572395 43.193852)"
"1","2020","2","February","2020-02-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","7","July","2020-07-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","4","April","2019-04-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","4","April","2022-04-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","Pierce","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","5","May","2022-05-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","7","July","2021-07-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","2","February","2021-02-01T00:00:00.000","Driver License","Clark","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Snohomish","Not Applicable","Serbia","RS","SRB","688","RI","POINT (21.005859 44.016521)"
"1","2021","7","July","2021-07-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","5","May","2019-05-01T00:00:00.000","ID Card","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","4","April","2021-04-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","Snohomish","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2022","3","March","2022-03-01T00:00:00.000","Driver License","Island","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2020","7","July","2020-07-01T00:00:00.000","Driver License","Pierce","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2020","3","March","2020-03-01T00:00:00.000","Driver License","Whatcom","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","10","October","2021-10-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","1","January","2019-01-01T00:00:00.000","Driver License","Pacific","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","10","October","2021-10-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","5","May","2019-05-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","1","January","2019-01-01T00:00:00.000","ID Card","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","6","June","2021-06-01T00:00:00.000","Driver License","Spokane","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2021","6","June","2021-06-01T00:00:00.000","Driver License","Whatcom","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","3","March","2019-03-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","12","December","2018-12-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","9","September","2021-09-01T00:00:00.000","Driver License","Spokane","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2019","11","November","2019-11-01T00:00:00.000","ID Card","Mason","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","9","September","2021-09-01T00:00:00.000","ID Card","Pierce","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2018","10","October","2018-10-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2022","1","January","2022-01-01T00:00:00.000","Driver License","Grant","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","8","August","2021-08-01T00:00:00.000","ID Card","Pierce","Not Applicable","Honduras","HN","HND","340","HO","POINT (-86.241905 15.199999)"
"1","2019","8","August","2019-08-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2019","1","January","2019-01-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","4","April","2022-04-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","8","August","2019-08-01T00:00:00.000","Driver License","Island","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2021","10","October","2021-10-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2020","1","January","2020-01-01T00:00:00.000","Driver License","Whatcom","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","2","February","2021-02-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","5","May","2019-05-01T00:00:00.000","Driver License","Stevens","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","8","August","2021-08-01T00:00:00.000","ID Card","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","4","April","2022-04-01T00:00:00.000","Driver License","Benton","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Mason","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","4","April","2019-04-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","11","November","2020-11-01T00:00:00.000","Driver License","Douglas","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","Island","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2022","7","July","2022-07-01T00:00:00.000","Driver License","Jefferson","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","7","July","2020-07-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","5","May","2019-05-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","8","August","2020-08-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","1","January","2019-01-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","9","September","2020-09-01T00:00:00.000","Driver License","Pierce","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2018","9","September","2018-09-01T00:00:00.000","ID Card","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","2","February","2020-02-01T00:00:00.000","Driver License","Island","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","1","January","2021-01-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","5","May","2019-05-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","3","March","2019-03-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","11","November","2021-11-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","11","November","2020-11-01T00:00:00.000","Driver License","Yakima","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","7","July","2021-07-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","6","June","2022-06-01T00:00:00.000","Driver License","Grant","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","2","February","2020-02-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","1","January","2021-01-01T00:00:00.000","Driver License","Lewis","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","3","March","2022-03-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","11","November","2021-11-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","5","May","2022-05-01T00:00:00.000","Driver License","Cowlitz","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","Lewis","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","2","February","2019-02-01T00:00:00.000","Driver License","Thurston","New Hampshire","USA","US","USA","840","US","POINT (-71.572395 43.193852)"
"1","2021","9","September","2021-09-01T00:00:00.000","Driver License","Thurston","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","Jefferson","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2022","1","January","2022-01-01T00:00:00.000","Driver License","Kittitas","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","2","February","2022-02-01T00:00:00.000","Driver License","Snohomish","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Pierce","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","Pacific","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","9","September","2021-09-01T00:00:00.000","Driver License","Whitman","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2019","8","August","2019-08-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","12","December","2021-12-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","Clark","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","3","March","2021-03-01T00:00:00.000","Driver License","King","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2020","7","July","2020-07-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","Pierce","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","Thurston","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","3","March","2019-03-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","11","November","2021-11-01T00:00:00.000","ID Card","Franklin","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","10","October","2018-10-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2020","8","August","2020-08-01T00:00:00.000","Driver License","Thurston","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","10","October","2020-10-01T00:00:00.000","Driver License","Kitsap","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","2","February","2021-02-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","12","December","2021-12-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","8","August","2019-08-01T00:00:00.000","Driver License","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","7","July","2021-07-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","7","July","2022-07-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","11","November","2021-11-01T00:00:00.000","Driver License","Thurston","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","3","March","2019-03-01T00:00:00.000","ID Card","Kitsap","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","6","June","2021-06-01T00:00:00.000","Driver License","Snohomish","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2020","12","December","2020-12-01T00:00:00.000","ID Card","Clark","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","Pierce","New Hampshire","USA","US","USA","840","US","POINT (-71.572395 43.193852)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","2","February","2022-02-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","3","March","2022-03-01T00:00:00.000","Driver License","San Juan","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","1","January","2020-01-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","9","September","2018-09-01T00:00:00.000","ID Card","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","1","January","2022-01-01T00:00:00.000","Driver License","King","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","Whatcom","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2020","10","October","2020-10-01T00:00:00.000","Driver License","Pierce","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","3","March","2021-03-01T00:00:00.000","Driver License","Wahkiakum","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","10","October","2020-10-01T00:00:00.000","Driver License","Benton","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Skagit","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","3","March","2019-03-01T00:00:00.000","Driver License","Island","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","1","January","2021-01-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","Kitsap","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Island","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","7","July","2022-07-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","10","October","2021-10-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","5","May","2022-05-01T00:00:00.000","ID Card","King","Not Applicable","Congo, The Democratic Republic","CD","COD","180","CG","POINT (21.758664 -4.038333)"
"1","2021","9","September","2021-09-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","Snohomish","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","2","February","2022-02-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","Walla Walla","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2022","5","May","2022-05-01T00:00:00.000","Driver License","King","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2022","6","June","2022-06-01T00:00:00.000","Driver License","Clark","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","3","March","2021-03-01T00:00:00.000","Driver License","Spokane","New Hampshire","USA","US","USA","840","US","POINT (-71.572395 43.193852)"
"1","2018","10","October","2018-10-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2020","7","July","2020-07-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","10","October","2021-10-01T00:00:00.000","Driver License","Thurston","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","3","March","2021-03-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","6","June","2019-06-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2019","12","December","2019-12-01T00:00:00.000","ID Card","Kitsap","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","11","November","2020-11-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","6","June","2021-06-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","7","July","2022-07-01T00:00:00.000","Driver License","Whatcom","New Hampshire","USA","US","USA","840","US","POINT (-71.572395 43.193852)"
"1","2020","9","September","2020-09-01T00:00:00.000","Driver License","Pierce","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","3","March","2022-03-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2019","11","November","2019-11-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","3","March","2021-03-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","2","February","2019-02-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","6","June","2021-06-01T00:00:00.000","Driver License","Jefferson","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","9","September","2021-09-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","12","December","2018-12-01T00:00:00.000","ID Card","Thurston","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2022","4","April","2022-04-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","Benton","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","2","February","2022-02-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","12","December","2019-12-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","10","October","2020-10-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","7","July","2019-07-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2021","4","April","2021-04-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","12","December","2018-12-01T00:00:00.000","Driver License","Cowlitz","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","12","December","2019-12-01T00:00:00.000","Driver License","Thurston","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","12","December","2021-12-01T00:00:00.000","Driver License","Mason","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2020","9","September","2020-09-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","9","September","2021-09-01T00:00:00.000","Driver License","Cowlitz","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","6","June","2022-06-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2018","11","November","2018-11-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","7","July","2022-07-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","5","May","2022-05-01T00:00:00.000","Driver License","King","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2022","7","July","2022-07-01T00:00:00.000","ID Card","Snohomish","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","4","April","2019-04-01T00:00:00.000","Driver License","Spokane","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2020","3","March","2020-03-01T00:00:00.000","Driver License","Kitsap","New Hampshire","USA","US","USA","840","US","POINT (-71.572395 43.193852)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2022","2","February","2022-02-01T00:00:00.000","Driver License","Pierce","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","1","January","2022-01-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","6","June","2022-06-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","12","December","2019-12-01T00:00:00.000","ID Card","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2020","9","September","2020-09-01T00:00:00.000","Driver License","King","Not Applicable","Guam","GU","GUM","316","GQ","POINT (144.793731 13.444304)"
"1","2019","8","August","2019-08-01T00:00:00.000","Driver License","Thurston","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","11","November","2019-11-01T00:00:00.000","Driver License","Yakima","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","6","June","2019-06-01T00:00:00.000","Driver License","Clark","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","11","November","2021-11-01T00:00:00.000","Driver License","Snohomish","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Klickitat","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2019","4","April","2019-04-01T00:00:00.000","Driver License","King","Not Applicable","South Korea","KR","KOR","410","KS","POINT (127.766922 35.907757)"
"1","2019","10","October","2019-10-01T00:00:00.000","Driver License","Spokane","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","5","May","2021-05-01T00:00:00.000","Driver License","King","Maryland","USA","US","USA","840","US","POINT (-76.641271 39.045755)"
"1","2019","9","September","2019-09-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2020","11","November","2020-11-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2021","8","August","2021-08-01T00:00:00.000","Driver License","King","Utah","USA","US","USA","840","US","POINT (-111.093731 39.32098)"
"1","2020","10","October","2020-10-01T00:00:00.000","Driver License","King","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2022","6","June","2022-06-01T00:00:00.000","Driver License","Mason","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
"1","2018","9","September","2018-09-01T00:00:00.000","Driver License","Grant","Arizona","USA","US","USA","840","US","POINT (-111.093731 34.048928)"
