"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","latitude","longitude","physicaladdress","mailingaddress","programdesignid","programdesign","languageid","languageofinstruction","programmodel","dl_lowestgradelevelcode","dl_highestgradelevelcode","duallanguagewebsite","hasdlprogramming","districtcountdlschools","districtcountdlprograms","dataasof"
"12769","2020-21","State","103300","Washington State","Multiple","North Central Educational Service District 171","100008","4246","Wenatchee School District","100290","4432","Foothills Middle School","100470","P","47.443134","-120.336028","1410 MAPLE ST, WENATCHEE, Washington, 98801-0000","1410 MAPLE ST, WENATCHEE, Washington, 98801-0000","2","Two-way","243","Spanish","50-50","6","8","http://www.wenatcheeschools.org/fms/","1","2","2","2021-01-27T00:00:00.000"
"12802","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3163","Cascade Middle School","101283","P","47.502156","-122.346434","11212 10th Ave Sw, Seattle, Washington, 98146-2297","11212 10th Ave Sw, Seattle, Washington, 98146-2297","2","Two-way","280","Vietnamese","50-50","6","8","https://cascade.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12770","2020-21","State","103300","Washington State","Multiple","North Central Educational Service District 171","100008","4246","Wenatchee School District","100290","2279","Lewis And Clark Elementary Sch","100460","P","47.438337","-120.33063","1130 PRINCETON, WENATCHEE, Washington, 98801-0000","1130 PRINCETON, WENATCHEE, Washington, 98801-0000","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.wenatcheeschools.org/lc/Dual-Language-Information.cfm","1","2","2","2021-01-27T00:00:00.000"
"12771","2020-21","State","103300","Washington State","Multiple","Educational Service District 112","100003","8404","Woodland School District","100302","5599","Columbia Elementary School","106249","P","45.90274868","-122.7533073","600 Bozarth Ave, Woodland, Washington, 98674","600 Bozarth Ave, Woodland, Washington, 98674","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.woodlandschools.org/page/146","1","1","1","2021-01-27T00:00:00.000"
"12772","2020-21","District","100014","Arlington School District","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4327","Eagle Creek Elementary","102568","P","48.194062","-122.112337","1216 E 5th, Arlington, Washington, 98223-1119","1216 E 5th, Arlington, Washington, 98223-1119","2","Two-way","243","Spanish","80-20","Kindergarten","3","https://eaglecreek.asd.wednet.edu/","1","1","1","2021-01-27T00:00:00.000"
"12773","2020-21","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3166","Highland Middle School","101362","P","47.62631147","-122.1406908","15027 NE Bel-Red Rd, Bellevue, Washington, 98007","15027 NE Bel-Red Rd, Bellevue, Washington, 98007","2","Two-way","243","Spanish","90-10","6","8","https://bsd405.org/programs/dual-language/","1","6","6","2021-01-27T00:00:00.000"
"12774","2020-21","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5308","Jing Mei Elementary School","105623","P","47.55219319","-122.1715153","12635 SE 56th Street, Bellevue, Washington, 98006","12635 SE 56th Street, Bellevue, Washington, 98006","2","Two-way","49","Chinese-Mandarin","90-10","Kindergarten","5","https://bsd405.org/programs/mandarin-dual-language-program/","1","6","6","2021-01-27T00:00:00.000"
"12775","2020-21","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3225","Lake Hills Elementary","101366","P","47.60089","-122.148533","14310 SE 12th Street, Bellevue, Washington, 98007-5596","14310 SE 12th Street, Bellevue, Washington, 98007-5596","2","Two-way","243","Spanish","90-10","Kindergarten","5","https://bsd405.org/programs/dual-language/","1","6","6","2021-01-27T00:00:00.000"
"12776","2020-21","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3339","Sherwood Forest Elementary","101372","P","47.630485","-122.120942","16411 NE 24th Street, Bellevue, Washington, 98008-2491","16411 NE 24th Street, Bellevue, Washington, 98008-2491","2","Two-way","243","Spanish","90-10","Kindergarten","5","https://bsd405.org/programs/dual-language/","1","6","6","2021-01-27T00:00:00.000"
"12777","2020-21","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3100","Stevenson Elementary","101361","P","47.617943","-122.150085","14220 NE 8th Street, Bellevue, Washington, 98007-4103","14220 NE 8th Street, Bellevue, Washington, 98007-4103","2","Two-way","243","Spanish","90-10","Kindergarten","5","https://bsd405.org/programs/dual-language/","1","6","6","2021-01-27T00:00:00.000"
"12778","2020-21","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3435","Tillicum Middle School","101375","P","47.599125","-122.125699","1280 160th Avenue SE, Bellevue, Washington, 98008","1280 160th Avenue SE, Bellevue, Washington, 98008","2","Two-way","49","Chinese-Mandarin","90-10","6","8","https://bsd405.org/programs/mandarin-dual-language-program/","1","6","6","2021-01-27T00:00:00.000"
"12779","2020-21","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","3649","Chester H Thompson Elementary","102296","P","47.112888","-122.426206","303 159TH ST E, TACOMA, Washington, 98445-1199","303 159TH ST E, TACOMA, Washington, 98445-1199","2","Two-way","243","Spanish","90-10","Kindergarten","4","http://bethelsd.schoolwires.net/Domain/318","1","1","1","2021-01-27T00:00:00.000"
"12780","2020-21","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","3641","Armin Jahr Elementary","101676","P","47.592845","-122.63571","800 Dibb Street, Bremerton, Washington, 98310-2777","800 Dibb Street, Bremerton, Washington, 98310-2777","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.bremertonschools.org/Page/6853","1","4","4","2021-01-27T00:00:00.000"
"12781","2020-21","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","4441","Mountain View Middle School","101683","P","47.581884","-122.612085","2400 Perry Avenue, Bremerton, Washington, 98310-5139","2400 Perry Avenue, Bremerton, Washington, 98310-5139","2","Two-way","243","Spanish","50-50","6","8","https://www.bremertonschools.org/Page/6853","1","4","4","2021-01-27T00:00:00.000"
"12782","2020-21","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","3171","Naval Avenue Elementary School","101675","P","47.569594","-122.648498","900 Olympic Avenue, Bremerton, Washington, 98312-3825","900 Olympic Avenue, Bremerton, Washington, 98312-3825","2","Two-way","243","Spanish","50-50","Kindergarten","3","http://www.bremertonschools.org/Page/6415","1","4","4","2021-01-27T00:00:00.000"
"12783","2020-21","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","2613","West Hills S.T.E.M. Academy","101665","P","47.557295","-122.666859","520 S National Ave, Bremerton, Washington, 98312-3696","520 S National Ave, Bremerton, Washington, 98312-3696","2","Two-way","243","Spanish","50-50","4","5","https://www.bremertonschools.org/Page/6853","1","4","4","2021-01-27T00:00:00.000"
"12784","2020-21","District","100030","Burlington-Edison School District","Skagit","Northwest Educational Service District 189","100009","29100","Burlington-Edison School District","100030","3251","Lucille Umbarger Elementary","102370","P","48.469231","-122.31785","820 S SKAGIT ST, BURLINGTON, Washington, 98233-2499","820 S SKAGIT ST, BURLINGTON, Washington, 98233-2499","2","Two-way","243","Spanish","50-50","7","8","https://www.be.wednet.edu/lu","1","2","2","2021-01-27T00:00:00.000"
"12785","2020-21","District","100030","Burlington-Edison School District","Skagit","Northwest Educational Service District 189","100009","29100","Burlington-Edison School District","100030","2946","West View Elementary","102369","P","48.477418","-122.341179","515 W VICTORIA AVE, BURLINGTON, Washington, 98233-1028","515 W VICTORIA AVE, BURLINGTON, Washington, 98233-1028","2","Two-way","243","Spanish","50-50","Kindergarten","6","https://www.be.wednet.edu/westview","1","2","2","2021-01-27T00:00:00.000"
"12786","2020-21","District","100032","Cape Flattery School District","Clallam","Olympic Educational Service District 114","100005","5401","Cape Flattery School District","100032","2594","Neah Bay Elementary School","100503","P","48.363481","-124.622752","3560 Deer Street, Neah Bay, Washington, 98357-0000","3560 Deer Street PO Box 86, Neah Bay, Washington, 98357-0086","1","One-way","159","Makah","Unknown","Kindergarten","6","https://nbelem.weebly.com/","1","2","2","2021-01-27T00:00:00.000"
"12787","2020-21","District","100032","Cape Flattery School District","Clallam","Olympic Educational Service District 114","100005","5401","Cape Flattery School District","100032","3145","Neah Bay Junior/ Senior High School","100505","P","48.363481","-124.622752","3560 Deer Street, Neah Bay, Washington, 98357-0086","3560 Deer Street P.O. Box 86, Neah Bay, Washington, 98357-0086","1","One-way","159","Makah","Unknown","7","12","https://www.cfsd401.org/home","1","2","2","2021-01-27T00:00:00.000"
"12788","2020-21","District","106180","Chief Leschi Schools","Pierce","NULL","NULL","27901","Chief Leschi Schools","106180","5549","Chief Leschi Schools","106182","Q","47.21185","-122.35486","5625 52nd St E, Puyallup, Washington, 98371","5625 52nd St E, Puyallup, Washington, 98371","1","One-way","349","Lushootseed","Unknown","Prekindergarten","12","https://www.leschischools.org/","1","1","1","2021-01-27T00:00:00.000"
"12789","2020-21","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","4055","East Valley Central Middle School","103211","P","46.572516","-120.40485","2010 BEAUDRY RD, YAKIMA, Washington, 98901-8082","2010 BEAUDRY RD, YAKIMA, Washington, 98901-8082","2","Two-way","243","Spanish","50-50","6","8","https://eastvalleycentral.evsd90.org/","1","3","3","2021-01-27T00:00:00.000"
"12790","2020-21","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","2344","East Valley High School","103208","P","46.574903","-120.40556","1900 Beaudry Road, Yakima, Washington, 98901-8012","1900 Beaudry Road, Yakima, Washington, 98901-8012","2","Two-way","243","Spanish","50-50","9","12","https://eastvalleyhigh.evsd90.org/","1","3","3","2021-01-27T00:00:00.000"
"12791","2020-21","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","2530","Moxee Elementary","103209","P","46.550682","-120.381948","528 E. Seattle Avenue, Moxee, Washington, 98936-0000","PO BOX 69, Moxee, Washington, 98936-0000","2","Two-way","243","Spanish","50-50","Kindergarten","8","https://www.evsd90.org/apps/pages/duallanguage","1","3","3","2021-01-27T00:00:00.000"
"12792","2020-21","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4498","Frontier Middle School","100616","P","45.67798763","-122.5005112","7600 NE 166th Avenue, Vancouver, Washington, 98682-3100","7600 NE 166th Avenue, Vancouver, Washington, 98682-3100","2","Two-way","243","Spanish","90-10","6","8","https://sites.google.com/evergreenps.org/frontier","1","5","5","2021-01-27T00:00:00.000"
"12793","2020-21","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","3618","Marrion Elementary School","100598","P","45.65389181","-122.5486362","4400 NE 122nd Ave, Vancouver, Washington, 98664-3003","4400 NE 122nd Ave, Vancouver, Washington, 98664-3003","2","Two-way","243","Spanish","90-10","Kindergarten","5","http://www.evergreenps.org/Elementary-Schools/Marrion","1","5","5","2021-01-27T00:00:00.000"
"12794","2020-21","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4162","Mountain View High School","100609","P","45.612443","-122.518288","1500 SE Blairmont Dr, Vancouver, Washington, 98683-8331","1500 SE Blairmont Dr, Vancouver, Washington, 98683-8331","2","Two-way","243","Spanish","90-10","9","12","https://sites.google.com/evergreenps.org/mountain-view","1","5","5","2021-01-27T00:00:00.000"
"12795","2020-21","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4445","Pioneer Elementary School","100615","P","45.67638397","-122.5011424","7212 NE 166th Avenue, Vancouver, Washington, 98682-5196","7212 NE 166th Avenue, Vancouver, Washington, 98682-5196","2","Two-way","243","Spanish","90-10","Kindergarten","5","http://www.evergreenps.org/Elementary-Schools/Pioneer","1","5","5","2021-01-27T00:00:00.000"
"12796","2020-21","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4051","Wyeast Middle School","100608","P","45.612998","-122.534258","1112 SE 136th Avenue, Vancouver, Washington, 98683-7014","1112 SE 136th Avenue, Vancouver, Washington, 98683-7014","2","Two-way","243","Spanish","90-10","6","8","http://www.evergreenps.org/Schools/Middle-Schools/Wyeast","1","5","5","2021-01-27T00:00:00.000"
"12797","2020-21","District","100086","Federal Way School District","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3567","Sunnycrest Elementary School","101197","P","47.38085855","-122.2818409","24629 42ND AV S, KENT, Washington, 98032-4197","24629 42ND AV S, KENT, Washington, 98032-4197","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.fwps.org/domain/603","1","3","3","2021-01-27T00:00:00.000"
"12798","2020-21","District","100086","Federal Way School District","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3584","Thomas Jefferson High School","101201","P","47.344729","-122.279352","4248 S 288TH ST, AUBURN, Washington, 98001-2820","4248 S 288TH ST, AUBURN, Washington, 98001-2820","2","Two-way","243","Spanish","50-50","9","12","https://www.fwps.org/Domain/40","1","3","3","2021-01-27T00:00:00.000"
"12799","2020-21","District","100086","Federal Way School District","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3431","Totem Middle School","101193","P","47.362529","-122.28239","26630 40TH AVE S, KENT, Washington, 98031-7017","26630 40TH AVE S, KENT, Washington, 98031-7017","2","Two-way","243","Spanish","50-50","6","8","https://www.fwps.org/totem","1","3","3","2021-01-27T00:00:00.000"
"12800","2020-21","District","100090","Franklin Pierce School District","Pierce","Puget Sound Educational Service District 121","100006","27402","Franklin Pierce School District","100090","3000","Harvard Elementary","102273","P","47.18078","-122.405624","1709 85th Street E, Tacoma, Washington, 98445-0000","1709 85th Street E, Tacoma, Washington, 98445-0000","2","Two-way","243","Spanish","90-10","Kindergarten","3","http://harvard.fpschools.org/","1","1","1","2021-01-27T00:00:00.000"
"12801","2020-21","District","100097","Granger School District","Yakima","Educational Service District 105","100002","39204","Granger School District","100097","4535","Roosevelt Elementary","103265","P","46.346665","-120.190637","405 Bailey Avenue, Granger, Washington, 98932-0400","701 E Avenue, Granger, Washington, 98932-0400","2","Two-way","243","Spanish","50-50","Kindergarten","4","https://es.gsd.wednet.edu/","1","1","1","2021-01-27T00:00:00.000"
"12803","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3163","Cascade Middle School","101283","P","47.502156","-122.346434","11212 10th Ave Sw, Seattle, Washington, 98146-2297","11212 10th Ave Sw, Seattle, Washington, 98146-2297","2","Two-way","243","Spanish","50-50","6","8","https://cascade.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12804","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3098","Chinook Middle School","101281","P","47.435258","-122.280379","18650 42nd Ave S, SeaTac, Washington, 98188-5012","18650 42nd Ave S, SeaTac, Washington, 98188-5012","2","Two-way","243","Spanish","50-50","6","8","https://chinook.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12805","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3099","Evergreen High School","101282","P","47.499817","-122.344885","830 SW 116th St, Seattle, Washington, 98146-2298","830 SW 116th St, Seattle, Washington, 98146-2298","2","Two-way","243","Spanish","50-50","9","12","https://evergreen.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12806","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","5551","Glacier Middle School","106200","P","47.477253","-122.300016","2450 South 142nd Street, SeaTac, Washington, 98168","2450 South 142nd Street, SeaTac, Washington, 98168","2","Two-way","243","Spanish","50-50","6","8","https://glacier.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12807","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2699","Hazel Valley Elementary","101261","P","47.485667","-122.340694","402 SW 132nd St, Burien, Washington, 98146-3236","402 SW 132nd St, Burien, Washington, 98146-3236","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://hazelvalley.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12808","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3165","Hilltop Elementary","101285","P","47.49302588","-122.3012604","12250 24th Ave S, Seattle, Washington, 98168-2424","12250 24th Ave S, Seattle, Washington, 98168-2424","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://hilltop.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12809","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3278","Madrona Elementary","101290","P","47.42014","-122.292911","20301 32nd Ave South, SeaTac, Washington, 98198-5825","20301 32nd Avenue South, SeaTac, Washington, 98198","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://madrona.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12810","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2984","Midway Elementary","101274","P","47.399956","-122.303486","22447 24th Ave S, Des Moines, Washington, 98198-7199","22447 24th Ave S, Des Moines, Washington, 98198-7199","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://midway.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12811","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2144","Mount View Elementary","101254","P","47.506391","-122.35076","10811 12th Ave SW, Seattle, Washington, 98146-2125","10811 12th Ave SW, Seattle, Washington, 98146-2125","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://mountview.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12812","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2639","White Center Heights Elementary","101260","P","47.513194","-122.34427","10015 6th Ave SW, Seattle, Washington, 98168-1472","10015 6th Avenue Southwest, Seattle, Washington, 98146","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://wch.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12813","2020-21","District","100105","Highline School District","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2639","White Center Heights Elementary","101260","P","47.513194","-122.34427","10015 6th Ave SW, Seattle, Washington, 98168-1472","10015 6th Avenue Southwest, Seattle, Washington, 98146","2","Two-way","280","Vietnamese","50-50","Kindergarten","5","https://wch.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"12814","2020-21","District","100116","Kennewick School District","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","4418","Amistad Elementary School","100381","P","46.20759","-119.130979","123 S Kent St, KENNEWICK, Washington, 99336-6061","123 S Kent St, KENNEWICK, Washington, 99336-6061","1","One-way","243","Spanish","80-20","Kindergarten","5","https://amistad.ksd.org/Programs/Bilingual-Program","1","5","5","2021-01-27T00:00:00.000"
"12815","2020-21","District","100116","Kennewick School District","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","2824","Eastgate Elementary School","100361","P","46.197761","-119.103452","910 EAST 10TH AVENUE, KENNEWICK, Washington, 99336-5926","910 EAST 10TH AVENUE, KENNEWICK, Washington, 99336-5926","1","One-way","243","Spanish","80-20","Kindergarten","5","https://eastgate.ksd.org/Programs/Bilingual-Program","1","5","5","2021-01-27T00:00:00.000"
"12816","2020-21","District","100116","Kennewick School District","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","5521","Fuerza Elementary","106152","P","46.19762635","-119.2045921","6011 W 10th Pl, Kennewick, Washington, 99338","6011 W 10th Pl, Kennewick, Washington, 99338","2","Two-way","243","Spanish","50-50","Kindergarten","6","http://fuerza.ksd.org/","1","5","5","2021-01-27T00:00:00.000"
"12817","2020-21","District","100116","Kennewick School District","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","3267","Highlands Middle School","100366","P","46.205338","-119.177401","425 SOUTH TWEEDT STREET, KENNEWICK, Washington, 99336-4399","425 SOUTH TWEEDT STREET, KENNEWICK, Washington, 99336-4399","2","Two-way","243","Spanish","50-50","6","8","http://highlands.ksd.org/","1","5","5","2021-01-27T00:00:00.000"
"12818","2020-21","District","100116","Kennewick School District","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","3472","Park Middle School","100369","P","46.197693","-119.131871","1011 WEST 10TH AVENUE, KENNEWICK, Washington, 99336-6097","1011 WEST 10TH AVENUE, KENNEWICK, Washington, 99336-6097","2","Two-way","243","Spanish","50-50","Kindergarten","8","https://park.ksd.org/","1","5","5","2021-01-27T00:00:00.000"
"12819","2020-21","District","100117","Kent School District","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","4353","Carriage Crest Elementary School","101606","P","47.438125","-122.156557","18235 140th Ave SE, Renton, Washington, 98058-6816","18235 140th Ave SE, Renton, Washington, 98058-6816","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.kent.k12.wa.us/duallanguage","1","6","6","2021-01-27T00:00:00.000"
"12820","2020-21","District","100117","Kent School District","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","4520","Kent Elementary School","101616","P","47.380075","-122.25157","24700 64th Ave S, Kent, Washington, 98032-6169","24700 64th Ave S, Kent, Washington, 98032-6169","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.kent.k12.wa.us/duallanguage","1","6","6","2021-01-27T00:00:00.000"
"12821","2020-21","District","100117","Kent School District","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","NULL","Kent Valley Early Learning","NULL","P","NULL","NULL","NULL","NULL","2","Two-way","243","Spanish","50-50","Kindergarten","NULL","http://www.kent.k12.wa.us/duallanguage","1","6","6","2021-01-27T00:00:00.000"
"12822","2020-21","District","100117","Kent School District","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","5016","Mill Creek Middle School","104031","P","47.385509","-122.230323","620 Central Ave N, Kent, Washington, 98032-4511","620 Central Ave N, Kent, Washington, 98032-4511","2","Two-way","243","Spanish","50-50","6","8","https://www.kent.k12.wa.us/mc","1","6","6","2021-01-27T00:00:00.000"
"12823","2020-21","District","100117","Kent School District","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","4356","Neely O Brien Elementary School","101607","P","47.391552","-122.256599","6300 S 236th ST, Kent, Washington, 98032-2690","6300 S 236th ST, Kent, Washington, 98032-2690","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.kent.k12.wa.us/duallanguage","1","6","6","2021-01-27T00:00:00.000"
"12824","2020-21","District","100117","Kent School District","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","3389","Scenic Hill Elementary School","101580","P","47.368498","-122.211228","26025 Woodland Way S, Kent, Washington, 98030-6363","26025 Woodland Way S, Kent, Washington, 98030-6363","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.kent.k12.wa.us/duallanguage","1","6","6","2021-01-27T00:00:00.000"
"12825","2020-21","District","100119","Kiona-Benton City School District","Benton","Educational Service District 123","100007","3052","Kiona-Benton City School District","100119","2759","Kiona-Benton City Primary School","100388","P","46.270055","-119.489666","913 Horne Drive, Benton City, Washington, 99320-9705","1105 Dae Avenue, Benton City, Washington, 99320","1","One-way","243","Spanish","80-20","Kindergarten","2","https://www.kibesd.org/Domain/118","1","1","1","2021-01-27T00:00:00.000"
"12826","2020-21","District","100127","Lake Washington School District","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","4424","Albert Einstein Elementary","101564","P","47.701942","-122.098488","18025 NE 116th, Redmond, Washington, 98052-2816","18025 NE 116th, Redmond, Washington, 98052-2816","2","Two-way","243","Spanish","80-20","Kindergarten","5","https://www.lwsd.org/schools/choice-schools/dual-language-program","1","1","1","2021-01-27T00:00:00.000"
"12827","2020-21","District","105800","Lummi Tribal Agency","Whatcom","NULL","NULL","37903","Lummi Tribal Agency","105800","5373","Lummi Nation School","105805","Q","48.72867904","-122.6543724","2334 Lummi View Drive, Bellingham, Washington, 98226","2334 Lummi View Drive, Bellingham, Washington, 98226","1","One-way","NULL","Lummi","Unknown","Kindergarten","12","http://www.lummi-k12.org/index.php","1","1","1","2021-01-27T00:00:00.000"
"12828","2020-21","District","100137","Mabton School District","Yakima","Educational Service District 105","100002","39120","Mabton School District","100137","3070","Artz Fox Elementary","103225","P","46.215326","-119.990285","805 Washington Street, Mabton, Washington, 98935-0040","PO Box 40, Mabton, Washington, 98935-0040","2","Two-way","243","Spanish","80-20","Kindergarten","5","http://www.mabton.wednet.edu/Domain/77","1","1","1","2021-01-27T00:00:00.000"
"12829","2020-21","District","100150","Monroe School District","Snohomish","Northwest Educational Service District 189","100009","31103","Monroe School District","100150","3060","Frank Wagner Elementary","102607","P","47.854047","-121.981307","115 Dickinson Rd., Monroe, Washington, 98272-2126","115 Dickinson Rd., Monroe, Washington, 98272-2126","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.monroe.wednet.edu/pages/schools/fwe.html","1","1","1","2021-01-27T00:00:00.000"
"12830","2020-21","District","100158","Mount Vernon School District","Skagit","Northwest Educational Service District 189","100009","29320","Mount Vernon School District","100158","3821","La Venture Middle School","102411","P","48.431005","-122.312169","1200 LaVenture Rd, Mount Vernon, Washington, 98273-2762","1200 LaVenture Rd, Mount Vernon, Washington, 98273-2762","2","Two-way","243","Spanish","50-50","6","8","http://laventure.mountvernonschools.org/pages/LaVenture_Middle","1","2","2","2021-01-27T00:00:00.000"
"12831","2020-21","District","100158","Mount Vernon School District","Skagit","Northwest Educational Service District 189","100009","29320","Mount Vernon School District","100158","3001","Madison Elementary","102408","P","48.429069","-122.32867","400 53rd St, Mount Vernon, Washington, 98273-2971","400 53rd St, Mount Vernon, Washington, 98273-2971","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://madison.mountvernonschools.org/pages/MtVernon_MadisonES","1","2","2","2021-01-27T00:00:00.000"
"12832","2020-21","District","105771","Muckleshoot Indian Tribe","King","NULL","NULL","17903","Muckleshoot Indian Tribe","105771","1986","Muckleshoot Tribal School","103974","Q","47.26396403","-122.1366476","15209 SE 376TH ST, Auburn, Washington, 98092","39015 172nd Avenue Southeast, Auburn, Washington, 98092","1","One-way","182","Muckleshoot","Unknown","Kindergarten","12","http://www.muckleshoottribalschool.org/","1","1","1","2021-01-27T00:00:00.000"
"12833","2020-21","District","100169","North Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18400","North Kitsap School District","100169","2476","Poulsbo Middle School","101703","P","47.73295","-122.622352","2003 NE Hostmark St, Poulsbo, Washington, 98370-7639","2003 NE Hostmark St, Poulsbo, Washington, 98370-7639","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://poulsboelementary.nkschools.org/","1","2","2","2021-01-27T00:00:00.000"
"12834","2020-21","District","100169","North Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18400","North Kitsap School District","100169","4461","Vinland Elementary","101712","P","47.763843","-122.674288","22104 Rhododendron Ln NW, Poulsbo, Washington, 98370-9406","22104 Rhododendron Ln NW, Poulsbo, Washington, 98370-9406","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://vinland.nkschools.org/","1","2","2","2021-01-27T00:00:00.000"
