"pais","idnum","estratopri","upm","mexestado","mexmunicipio","mexdistrito","mexsecelet","sec","cluster","ur","tamano","mexidioma","dia","mes","q1","a4","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","ido1","idio2","cp2","cp4a","cp4","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","ls3","it1","l1","np1","np1b","np2","sgl1","sgl2","lgl2","lgl3","jc1","jc4","jc10","jc12","jc13","jc15","jc16","pop1","pop2","pop3","pop4","pop5","vic1","vic2","aoj8","aoj11","aoj11a","aoj12","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b16","b18","b20","b21","b31","b32","b43","b37","n1","n3","n9","n10","n11","n12","m1","ing4","pn2","dem23","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","aut1","pp1","pp2","dc1","dc10","dc13","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","mexvb3","vb4","vb8","vb6","mexvb7","vb10","mexvb11","pol1","pol2","aa1","aa2","aa3","aa4","dis2","dis3","dis4","dis5","mex7","mex10","mex18","mex19","mex20","mex22","mex23","mex24","mex25","mex26","mex27","mex28","mex29","mex30","mex31a","mex31b","mex31c","mex31d","mex31e","mex31f","mex31g","mex31h","mex31o","ed","q2","q3","q10","q10a","q10b","q10c","q14","q10d","q11","q12","mexetid","mexetida","mexleng1","mexleng1o","mexleng1a","mexleng4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup1","ocup4","ocup1a","ocup1b1","ocup1c","desoc2","mig1","mig2","mig3","ti","filter__"
"1","237","103","20","9","2","3","144","0","2","1","1","1","9","6","1","27.0",,"0.0","0.0",,"2.0","1.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0",,"2.0","2.0","1.0","1.0","7.0","7.0","4.0","4.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","7.0","7.0","7.0","7.0","7.0","7.0","5.0","5.0","5.0","5.0","5.0","5.0","2.0","4.0","7.0","7.0","3.0","2.0","2.0","7.0","7.0","2.0","2.0","2.0","1.0","1.0","4.0","4.0","7.0","7.0","7.0","7.0","6.0","6.0","6.0","10.0","1.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,,,"0.0","0.0","0.0","1.0","8","8","8","1","8","1.0","1.0","1.0",,"2.0","1.0","1.0","2.0",,"4.0","4.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","5.0","1.0","3.0","3.0","3.0","2.0","4.0","3.0","4.0","3.0","3.0","8.0","8.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"6.0","39.0","1.0","7.0",,,"4.0","2.0","3.0","2.0","0.0","2.0","2.0","1.0","9","1.0","1.0","1","1","1","0.0","0.0","1","0","0","1","1","0","3.0","1.0","2.0","1.0","2.0",,"3.0","1.0",,"39","0"
"1","238","103","20","9","2","3","144","0","2","1","1","1","9","6","2","1.0","3.0","0.0","0.0",,"2.0","1.0","2.0","2.0","5.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","10.0","2.0","4.0","1.0","5.0","5.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","4.0","4.0","4.0","2.0","2.0","1.0","3.0","7.0","1.0","3.0","6.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","7.0","6.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","4.0","2.0","6.0","4.0","3.0","2.0","6.0",,"2.0","1.0","1.0","1.0","7.0","1.0","3.0","7.0","10.0","1.0","8.0","10.0","2.0","1.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","0.0","0.0",,,,"0.0",,"1.0","0.0","0.0","2.0","1","8","8","1","8","1.0","1.0","1.0",,"3.0","2.0",,"2.0",,"2.0","4.0","1.0","7.0","3.0","7.0","2.0","2.0","1.0","2.0","2.0","1.0","3.0","3.0","3.0","2.0","4.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0",,,,,,,,,,"9.0","27.0","2.0","9.0",,,"1.0","2.0","4.0","2.0","2.0","1.0","1.0","1.0","9","1.0","1.0","1","1","0","1.0","0.0","1","0","0","1","1","0","13.0",,,,,,"3.0","1.0",,"43","0"
"1","239","103","20","9","2","3","144","0","2","1","1","1","9","6","1","27.0","17.0","0.0","0.0",,"3.0","1.0","3.0","3.0","4.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0",,"1.0","1.0","1.0","1.0","2.0","4.0","4.0","3.0","4.0","4.0","4.0","2.0","2.0","1.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","1.0","3.0","4.0","6.0","5.0","4.0","7.0","5.0","4.0","7.0","5.0","6.0","3.0","1.0","1.0","3.0","5.0","5.0","7.0","6.0","4.0","6.0","3.0","4.0","4.0","2.0","3.0","6.0","7.0","5.0","3.0","2.0","10.0","9.0","9.0","3.0","1.0","1.0","1.0","4.0","7.0","8.0","1.0","1.0","1.0","6.0","8.0","6.0","7.0","7.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0",,,,,"1.0","1.0","0.0","1.0","1","1","1","1","1","1.0","2.0",,"5.0",,"2.0",,"2.0",,"3.0","2.0","1.0","7.0","7.0","6.0","2.0","2.0","2.0","2.0","5.0","1.0","2.0","3.0","3.0","2.0","4.0","3.0","2.0","1.0","2.0","10.0","8.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"12.0","20.0","1.0","5.0",,,"4.0",,"3.0","1.0","0.0","1.0","1.0","1.0","9","1.0","1.0","1","1","1","1.0","1.0","1","0","0","1","1","1","2.0","2.0",,,,"16.0","3.0","1.0",,"42","0"
"1","240","103","20","9","2","3","144","0","2","1","1","1","9","6","2","3.0","13.0","15.0","0.0","13.0","2.0","1.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","6.0","2.0","2.0","2.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0",,"1.0","2.0","1.0","2.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7.0","5.0","5.0","4.0","3.0","4.0","3.0","5.0","4.0","7.0","6.0","6.0","6.0","5.0","5.0","1.0","1.0","3.0","5.0","5.0","5.0","3.0","2.0","7.0","9.0","10.0","1.0","1.0","1.0","5.0","3.0","8.0","5.0","4.0","2.0","5.0","10.0","7.0","5.0","5.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0","1.0","0.0",,"1.0","0.0","0.0","2.0","1","8","8","1","1","1.0","1.0","1.0",,"3.0","2.0",,"2.0",,"2.0","3.0","1.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","5.0","1.0","3.0","3.0","3.0","2.0","4.0","3.0","2.0","1.0","2.0","6.0","6.0","1.0",,,,,,,,,,"15.0","22.0","1.0","6.0",,,"4.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","9","1.0","1.0","1","1","1","1.0","1.0","1","1","0","1","1","1","1.0","1.0","1.0","3.0","1.0",,"3.0","1.0",,"43","0"
"1","241","103","21","9","3","23","454","0","1","1","1","1","6","6","1","13.0","31.0","27.0",,"31.0","1.0","2.0","2.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","1.0","3.0",,"1.0","1.0","1.0","1.0","2.0","4.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0","6.0","2.0","4.0","2.0","5.0","5.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,"1.0","3.0","2.0","3.0","4.0","5.0","6.0","6.0","7.0","4.0","5.0","5.0","5.0","4.0","5.0","5.0","6.0","5.0","4.0","7.0","7.0","6.0","4.0","5.0","5.0","6.0","6.0","4.0","3.0","6.0","7.0","7.0","2.0","2.0","6.0","6.0","6.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","10.0","10.0","9.0","7.0","10.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0",,"0.0",,"0.0","1.0","1.0","2.0","1","8","1","1","8","1.0","1.0",,,"1.0","1.0",,"2.0",,"3.0","4.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","5.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","7.0","7.0","1.0",,,,,,,,,,"15.0","45.0","1.0","6.0",,,"4.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","9","9.0","1.0","1","1","1","1.0","1.0","1","1","0","1","1","1","1.0","1.0","2.0","4.0","2.0",,"3.0","1.0",,"45","0"
"1","242","103","21","9","3","23","454","0","1","1","1","1","6","6","2","57.0","0.0","0.0","0.0",,"4.0","1.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","3.0",,"4.0","4.0","4.0","2.0","2.0","5.0","2.0","4.0","2.0","4.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0",,"2.0","1.0","2.0","2.0",,"2.0","2.0","1.0","4.0","2.0","7.0","3.0","5.0","5.0","2.0","5.0","4.0","4.0","3.0","1.0","3.0","6.0","5.0","4.0","5.0","7.0","4.0","5.0","5.0","2.0","5.0","3.0","5.0","3.0","6.0","7.0","7.0","2.0","2.0","1.0","10.0","6.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","1.0","1.0","1.0","3.0","5.0","5.0","6.0","8.0","2.0","2.0","4.0","2.0","1.0",,"2.0","0.0","0.0",,,,,"0.0","0.0","0.0","1.0","1.0","1","8","1","1","8","1.0","1.0",,,"3.0","1.0",,"2.0",,"3.0","4.0","1.0","1.0","1.0","2.0","2.0",,"2.0","2.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","2.0","1.0","3.0","8.0","5.0","1.0",,,,,,,,,,"6.0","36.0","1.0","3.0",,,"4.0","2.0","3.0","2.0","4.0","2.0","2.0","1.0","9","9.0","1.0","1","1","1","1.0","2.0","1","1","0","0","1","1","13.0",,,,,,"3.0","1.0",,"45","0"
"1","243","103","21","9","3","23","454","0","1","1","1","1","6","6","1","3.0","27.0","0.0","0.0",,"3.0","3.0","4.0","4.0","3.0","2.0","3.0","2.0","1.0","2.0","2.0","3.0",,"1.0","1.0","1.0","2.0","2.0","1.0","4.0","1.0","4.0","4.0","4.0","2.0","2.0",,"1.0","2.0","1.0","3.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","3.0","3.0","3.0","5.0","4.0","4.0","5.0","3.0","5.0","4.0","4.0","4.0","3.0","2.0","6.0","5.0","4.0","4.0","7.0","5.0","2.0","2.0","3.0","4.0","3.0","4.0","3.0","7.0","7.0","6.0","2.0","2.0","10.0","9.0","10.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","8.0","9.0","9.0","6.0","9.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,"0.0",,"0.0","0.0","0.0","3.0","1","8","1","1","8","1.0","1.0",,,"1.0",,,"2.0",,"3.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","5.0","5.0","1.0",,,,,,,,,,"11.0","65.0","2.0","3.0",,,"1.0","2.0","2.0","2.0","5.0",,,"1.0","9","1.0","1.0","1","1","1","1.0","1.0","1","1","0","1","0","0","2.0","1.0","4.0","1.0","2.0",,"3.0","1.0",,"40","0"
"1","244","103","21","9","3","23","454","0","1","1","1","1","7","6","2","58.0","0.0","0.0","0.0",,"2.0","1.0","2.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0",,,"2.0",,,,,"3.0","4.0","3.0","4.0","4.0","4.0","1.0","2.0","7.0","2.0","2.0","2.0","3.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"1.0","2.0","2.0","2.0","5.0","4.0","5.0","3.0","2.0","5.0","6.0","5.0","5.0","4.0","5.0","4.0","6.0","5.0","4.0","4.0","7.0","3.0","3.0","4.0","4.0","5.0","4.0","3.0","3.0","7.0","7.0","6.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","6.0","7.0","7.0","2.0","2.0","3.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0",,"0.0",,,,"0.0","0.0","0.0","3.0","1","8","1","1","8","1.0","1.0","1.0",,"1.0","1.0","1.0","2.0",,"3.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0",,"1.0","5.0","5.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","6.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0",,"2.0","55.0","1.0",,,,"4.0","2.0","2.0","2.0","9.0","4.0","4.0","1.0","9","9.0","1.0","1","1","1","0.0","0.0","1","0","0","1","1","0","8.0","1.0","4.0","1.0","1.0",,"1.0","1.0",,"34","0"
"1","245","103","21","9","3","23","454","0","1","1","1","1","7","6","1","5.0","29.0","0.0","0.0",,"2.0","1.0","3.0","4.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0",,,,,"1.0","4.0","3.0","4.0","4.0","4.0","1.0","3.0","6.0","2.0","2.0","2.0","3.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0",,"2.0","2.0","1.0","3.0","4.0","4.0","6.0","5.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","2.0","4.0","5.0","4.0","5.0","6.0","5.0","3.0","3.0","2.0","3.0","4.0","3.0","4.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","2.0","2.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","6.0","9.0","7.0","4.0","8.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","1.0","0.0",,"0.0",,,,"0.0","0.0","0.0","3.0","1","8","1","1","8","1.0","1.0",,,"1.0",,,"2.0",,"4.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","5.0","1.0","5.0","5.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","9.0","9.0","1.0",,,,,,,,,,"6.0","49.0","1.0","5.0",,,"4.0","2.0","3.0","3.0","1.0","2.0","2.0","1.0","9","9.0","1.0","1","1","1","0.0","0.0","1","0","0","1","1","1","3.0","1.0","1.0","4.0","1.0",,"2.0","1.0",,"35","0"
"1","246","103","21","9","3","23","454","0","1","1","1","1","7","6","2","3.0","0.0","0.0","0.0",,"2.0","2.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","3.0","3.0","4.0","4.0","4.0","2.0","3.0","7.0","2.0","2.0","2.0","5.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","3.0","5.0","3.0","3.0","3.0","3.0","4.0","5.0","6.0","5.0","4.0","5.0","3.0","4.0","4.0","4.0","5.0","6.0","5.0","4.0","4.0","4.0","4.0","3.0","2.0","5.0","7.0","7.0","4.0","3.0","2.0","8.0","7.0","8.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","9.0","10.0","10.0","2.0","8.0","2.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0",,,,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0",,,"3.0","2.0",,"2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","5.0","5.0","5.0","2.0","4.0","4.0","4.0","1.0","1.0","9.0","8.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,"3.0","40.0","1.0","4.0",,,"4.0","2.0","4.0","2.0","3.0",,,"1.0","9","9.0","1.0","1","1","1","0.0","0.0","1","0","0","1","1","0","13.0",,,,,,"1.0","1.0",,"33","0"
"1","247","103","21","9","3","23","454","0","2","1","1","1","7","6","1","4.0","17.0","0.0","0.0",,"2.0","1.0","3.0","3.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","3.0","6.0","2.0","3.0","2.0","5.0","5.0","4.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","3.0","1.0","4.0","3.0","1.0","1.0","2.0","1.0","1.0","3.0","4.0","3.0","2.0","3.0","2.0","1.0","4.0","1.0","3.0","6.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","6.0","6.0","4.0","3.0","3.0","5.0","5.0","6.0","2.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","1.0","3.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","1.0","1.0",,,,,,"0.0","0.0","0.0","1.0","1","1","1","1","8","1.0","2.0",,"10.0",,"1.0",,"2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","5.0","1.0","5.0","5.0","5.0","2.0","4.0","2.0","2.0","2.0","1.0","7.0","7.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,"12.0","22.0","4.0","8.0",,,"4.0","2.0","1.0","1.0","0.0","2.0","2.0","1.0","9","9.0","1.0","1","1","1","1.0","1.0","1","1","0","0","1","1","12.0",,,,,,"3.0","1.0",,"30","0"
"1","248","103","21","9","3","23","454","0","2","1","1","1","8","6","1","14.0","30.0","0.0","0.0",,"1.0","1.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","5.0","2.0","3.0","2.0","4.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","6.0","5.0","5.0","5.0","6.0","6.0","6.0","6.0","4.0","4.0","4.0","3.0","6.0","5.0","4.0","6.0","7.0","5.0","3.0","4.0","3.0","4.0","3.0","2.0","4.0","7.0","6.0","7.0","2.0","2.0","5.0","5.0","6.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","8.0","8.0","8.0","6.0","9.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0",,"0.0",,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","2.0",,"2.0","2.0",,"2.0",,"4.0","5.0","1.0","1.0","1.0","4.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","5.0","5.0",,"4.0","1.0","1.0","1.0","1.0","5.0","5.0","1.0",,,,,,,,,,"9.0","26.0","1.0",,,,"4.0","2.0","1.0","2.0","2.0","1.0","3.0","1.0","9","9.0","1.0","1","1","1","1.0","3.0","1","1","0","1","1","0","9.0","1.0","4.0","1.0","2.0",,"3.0","1.0",,"31","0"
"1","249","103","21","9","3","23","454","0","2","1","1","1","8","6","2","4.0","0.0","0.0","0.0",,"1.0","2.0","2.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","3.0","4.0","4.0","4.0","4.0","2.0","3.0","6.0","2.0","3.0","2.0","5.0","4.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","1.0","3.0","5.0","6.0","5.0","5.0","4.0","4.0","5.0","5.0","4.0","4.0","4.0","2.0","5.0","5.0","4.0","5.0","7.0","4.0","2.0","2.0","1.0","3.0","2.0","1.0","3.0","5.0","6.0","4.0","2.0","2.0","5.0","5.0","6.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","4.0","4.0","1.0","1.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","0.0","0.0",,"0.0",,,"0.0","0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","2.0",,,"2.0",,"2.0",,"4.0","5.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","5.0","1.0","1.0","5.0","5.0","2.0","1.0","1.0","2.0","1.0","2.0","8.0","7.0","1.0",,,,,,,,,,"4.0","45.0","1.0",,,,"4.0","2.0","3.0","1.0","1.0","5.0","1.0","1.0","9","9.0","1.0","1","1","0","0.0","0.0","0","0","0","1","1","0","8.0","1.0","4.0","1.0","2.0",,"2.0","1.0",,"35","0"
"1","250","103","21","9","3","23","454","0","2","1","1","1","8","6","2","5.0","0.0","0.0","0.0",,"2.0","1.0","2.0","4.0","3.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","3.0","4.0","4.0","4.0","4.0","1.0","2.0","4.0","2.0","4.0","2.0","5.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0",,"2.0","3.0","1.0","3.0","6.0","4.0","4.0","5.0","5.0","4.0","6.0","7.0","4.0","4.0","3.0","3.0","4.0","5.0","4.0","4.0","7.0","6.0","3.0","4.0","4.0","5.0","5.0","4.0","3.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","8.0","2.0","1.0","1.0","6.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","2.0",,"10.0",,"2.0",,"2.0",,"4.0","5.0","2.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","5.0","1.0","5.0","3.0","3.0","2.0","4.0","3.0","3.0","1.0","3.0","10.0","10.0","1.0",,,,,,,,,,"11.0","19.0","1.0","5.0",,,"4.0","2.0","3.0","1.0","0.0","2.0","2.0","1.0","9","9.0","1.0","1","1","0","1.0","0.0","1","0","0","1","1","0","12.0",,,,,,"3.0","1.0",,"35","0"
"1","251","103","21","9","3","23","454","0","2","1","1","1","8","6","1","4.0","0.0","0.0","0.0",,"1.0","1.0","2.0","4.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","5.0","2.0","2.0","2.0","3.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0",,"2.0","2.0","1.0","2.0","4.0","5.0","5.0","4.0","5.0","6.0","6.0","7.0","4.0","4.0","5.0","4.0","4.0","4.0","3.0","4.0","6.0","5.0","4.0","5.0","2.0","4.0","2.0","2.0","2.0","6.0","7.0","3.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","7.0","4.0","9.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0",,,,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","2.0",,"10.0",,"2.0",,"2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","5.0","1.0","5.0","3.0","3.0","2.0","3.0","1.0","1.0","1.0","1.0","5.0","5.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"9.0","19.0","1.0",,,,"4.0","1.0","2.0","1.0","0.0",,,"1.0","9","9.0","1.0","1","1","1","1.0","2.0","1","0","0","1","1","0","9.0","1.0","4.0","1.0","2.0",,"3.0","1.0",,"30","0"
"1","252","103","21","9","3","23","454","0","2","1","1","1","8","6","2","5.0","0.0","0.0","0.0",,"1.0","1.0","2.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"1.0","1.0","1.0","2.0","2.0","3.0","4.0","3.0","4.0","4.0","4.0","1.0","2.0","5.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","1.0","3.0","4.0","4.0","4.0","5.0","5.0","4.0","4.0","5.0","5.0","4.0","4.0","3.0","5.0","5.0","4.0","4.0","7.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","5.0","5.0","5.0","2.0","2.0","7.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","6.0","2.0","2.0","2.0","1.0","5.0","5.0","5.0","1.0","10.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","1.0",,"1.0","1.0","3.0","2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","5.0","1.0","5.0","4.0","4.0","2.0","4.0","2.0","2.0","1.0","1.0","7.0","7.0","1.0",,,,,,,,,,"16.0","27.0","1.0","9.0",,,"4.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","9","7.0","4.0","1","1","1","1.0","1.0","1","1","0","1","1","0","13.0",,,,,,"3.0","1.0",,"35","0"
"1","253","103","22","9","3","24","635","0","1","1","1","1","11","6","2","3.0","3.0","0.0","0.0",,"3.0","3.0","4.0","4.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0",,"4.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,,"2.0","2.0",,"2.0","4.0","1.0","3.0","2.0","4.0","3.0","4.0","5.0","4.0","4.0","3.0","4.0","5.0","4.0","3.0","6.0","3.0","3.0","3.0","6.0","5.0","5.0","3.0","3.0","2.0","3.0","2.0","3.0","5.0","4.0","2.0","2.0",,"3.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","6.0","4.0","3.0","2.0","2.0","3.0","5.0","5.0","4.0","2.0",,,"3.0","2.0","1.0","1.0","2.0","0.0","0.0",,,,,,"0.0","1.0","0.0",,"8","8","8","1","8","1.0","1.0","1.0",,"3.0","2.0",,"2.0",,"3.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0",,"4.0","3.0",,"2.0","4.0","3.0","3.0","2.0","2.0","9.0","8.0","1.0",,,,,,,,,,"6.0","51.0","1.0","3.0",,,"4.0","2.0","3.0","2.0","3.0","1.0","1.0","1.0","9","9.0","1.0","1","1","1","1.0","0.0","0","0","0","1","1","0","13.0",,,,,,"1.0","1.0",,"35","0"
