"year","cluster","idnum","fecha","pais","estratopri","upm","prov","municipio","cosdistrito","cossegmento","cossec","tamano","ur","idiomaq","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b17","b37","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","cosetida","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","intid","sexi","colori","ti","ti3","annotations"
"2010","27","164","13480000000.0","6","601","103","1","103","103030","10303006","0","1","1","1","1","3.0","58.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","4.0","4.0","4.0","4.0","4.0",,"5.0","5.0","4.0","6.0","2.0",,,"1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","4.0","3.0",,"7.0","1.0","1.0","2.0","6.0","6.0","1.0","4.0","1.0","7.0","1.0","1.0","1.0","1.0","4.0",,"1.0","4.0","1.0","4.0","1.0","5.0","1.0","1.0","1.0","4.0","4.0","3.0","3.0","3.0","7.0","1.0","1.0","7.0","1.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","4.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","4.0","2.0","1.0","1.0","0.0",,"1.0","0.0","1.0","0.0","0.0",,"1.0","0.0","0.0","1.0","4.0","1.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","1.0","2.0","2.0","2.0","2.0",,"2.0",,"4.0",,"3.0",,"9.0","2","3.0","27",,,,,"11.0","1003.0","5.0","4.0","6.0","1.0","3.0","3.0","2.0","5.0","1.0","2.0","2.0",,,"1","0.0","2.0","2.0","601.0","5.0","5.0",,,"1.0","1","0","0","0","0","0","0","0","1","1","0","0","0","1.0","2.0","3.0","2.0","2.0",,,"2.0",,,"6","2","2","4","13480000000.0","1297.0",
"2010","27","165","13480000000.0","6","601","103","1","103","103030","10303006","0","1","1","1","1","2.0","13.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"5.0","3.0","4.0","4.0","4.0","4.0","4.0",,"5.0","5.0","4.0","7.0","2.0",,,"2.0","1.0","1.0","1.0","1.0","1.0","10.0","8.0","1.0","1.0","2.0","4.0","1.0","4.0","1.0","3.0","4.0","2.0","3.0","4.0","3.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","3.0","4.0","2.0","6.0","1.0","6.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","5.0","5.0","1.0","6.0","2.0","2.0","1.0","2.0","4.0","6.0","1.0","2.0","3.0","4.0","7.0","6.0","7.0","2.0","1.0","8.0","10.0","6.0","3.0","1.0","3.0","6.0","10.0","10.0","10.0","10.0","9.0","9.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","4.0","3.0","6.0","5.0","4.0","2.0","6.0","6.0","4.0","5.0","2.0","2.0","1.0","2.0",,"1.0","604.0","2.0","3.0","3.0",,"6.0","1","6.0","62",,,,,"1.0","101.0","5.0","2.0","7.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","3","1.0",,"2.0","601.0","5.0","1.0","1.0","1.0","1.0","1","1","1","0","0","1","1","0","1","1","0","0","0","1.0","4.0","3.0","1.0","1.0","2.0","3.0","1.0","1.0","2.0","1","12","2","4","13480000000.0","2653.0",
"2010","27","166","13480000000.0","6","601","103","1","103","103030","10303006","0","1","1","1","2","1.0","1.0","4.0","3.0","1.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","5.0","4.0","2.0",,"2.0",,,"1.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","1.0","3.0","4.0","7.0","5.0","7.0","5.0","5.0","5.0","5.0","4.0","4.0","7.0","4.0","4.0","4.0","4.0","4.0","7.0","6.0","6.0","4.0","5.0","6.0","6.0","6.0","4.0","4.0","4.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","5.0","2.0","4.0","5.0","1.0","7.0","7.0","7.0","4.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","4.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","2.0","7.0","1.0","7.0","5.0","4.0","1.0","6.0","1.0","6.0","1.0","1.0","7.0","1.0","1.0","602.0","1.0","602.0","2.0","2.0","3.0",,"6.0","1","6.0","57",,,,,"1.0","101.0","3.0","1.0","4.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"3.0","4","1.0","1.0","1.0","601.0","5.0","2.0","2.0","1.0","1.0","1","1","1","0","0","1","1","0","1","1","0","0","0","5.0",,"3.0","1.0","2.0",,,"2.0",,,"3","8","2","4","13480000000.0","1152.0",
"2010","27","167","13480000000.0","6","601","103","1","103","103030","10303006","0","1","1","1","2","2.0","3.0","3.0","2.0","1.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0","1.0","10.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","4.0",,"4.0","2.0","4.0","4.0","6.0","4.0","3.0","3.0","3.0","2.0","5.0","4.0","1.0","3.0","4.0","4.0","7.0","5.0","7.0","5.0","1.0","4.0","6.0","6.0","5.0","4.0","3.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","4.0","1.0","4.0","7.0","4.0","6.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","7.0","10.0","7.0","1.0","1.0","1.0","1.0","10.0","10.0","8.0","7.0","5.0","6.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","1.0","1.0","0.0","0.0","2.0","5.0","1.0","7.0","5.0","5.0","4.0","7.0","5.0","7.0","3.0","2.0","6.0","1.0","1.0","602.0",,,,,"2.0","3.0","6.0","1","6.0","40",,,,,"1.0","101.0","4.0","2.0","3.0","2.0",,,"4.0",,"2.0","2.0","3.0","6.0","1.0","2","2.0","1.0","1.0","601.0","2.0","1.0","1.0","1.0","1.0","1","1","0","1","0","1","1","0","1","1","0","0","0","5.0",,"2.0","2.0","2.0",,,"1.0","1.0","1.0","4","12","2","4","13480000000.0","2052.0",
"2010","27","168","13480000000.0","6","601","103","1","103","103030","10303006","0","1","1","1","2","4.0","5.0","3.0","2.0",,"3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","7.0","7.0","2.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","1.0","1.0","3.0","5.0","5.0","2.0","7.0","6.0","5.0","4.0","3.0","1.0","7.0","1.0","5.0","6.0","2.0","6.0","7.0","5.0","7.0","7.0","6.0","2.0","5.0","1.0","6.0","6.0","6.0","1.0","1.0","2.0","3.0","7.0","1.0","1.0","1.0","4.0","1.0","6.0","7.0","1.0","5.0","7.0","7.0","7.0","7.0","7.0","2.0","1.0","6.0","10.0","6.0","2.0","1.0","3.0","1.0","6.0","7.0","10.0","10.0","1.0","1.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","5.0","1.0","7.0","7.0","5.0","3.0","7.0","1.0","7.0","1.0","2.0","2.0","1.0","2.0",,"1.0","604.0","2.0","3.0","2.0",,"12.0","2","6.0","26",,,,,"1.0","101.0","1.0","1.0","5.0","2.0",,,"1.0","1.0","2.0","2.0","2.0",,"5.0","2","1.0","1.0","1.0","601.0","4.0","1.0","1.0","2.0","1.0","1","1","1","0","0","1","1","0","1","1","0","0","0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","3","2","2","4","13480000000.0","1660.0",
"2010","28","169","13480000000.0","6","601","103","1","103","103030","10303026","0","1","1","1","2","2.0","5.0","3.0","3.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","5.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","3.0","2.0","3.0","4.0","2.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","3.0","1.0","1.0","1.0","1.0","7.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"1.0","0.0","0.0","1.0","7.0","1.0","7.0","4.0","7.0","3.0","7.0","1.0","4.0","1.0","1.0","2.0","1.0","1.0","602.0","1.0","604.0","2.0","3.0","3.0",,"11.0","2","5.0","39",,,,,"5.0","507.0","2.0","1.0","2.0","2.0",,,"4.0",,"2.0","4.0","3.0","1.0","3.0","2","2.0","1.0","1.0","601.0","5.0","1.0",,"1.0","1.0","1","1","0","0","0","1","1","0","1","1","0","0","0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0","2.0","3","9","1","6","13480000000.0","976.0",
"2010","28","170","13480000000.0","6","601","103","1","103","103030","10303026","0","1","1","1","2","1.0","27.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","4.0","4.0","4.0","4.0","3.0","7.0","7.0","3.0",,"2.0",,,"2.0","1.0","1.0",,"2.0","2.0",,,,"1.0","2.0","3.0","1.0","4.0","3.0","5.0","5.0","4.0","5.0","5.0","2.0","2.0","3.0","3.0","3.0","7.0",,"1.0","3.0","3.0","4.0","7.0","4.0","4.0","3.0","5.0","2.0","4.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","3.0",,"1.0","1.0","3.0","4.0","1.0","4.0","4.0","4.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0",,"2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","2.0","6.0","6.0","4.0","6.0","6.0","1.0","6.0","2.0","6.0","1.0","2.0","7.0","1.0","2.0",,"2.0",,"4.0","1.0","3.0",,"6.0","1","6.0","58",,,,,"1.0","101.0","3.0","1.0","4.0","2.0",,,"4.0",,"2.0","1.0","2.0",,"2.0","5","0.0","5.0","5.0","601.0","5.0","1.0","2.0","1.0","1.0","1","1","1","0","1","1","1","0","1","1","0","0","0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0","2.0","5","8","2","4","13480000000.0","1349.0",
"2010","28","171","13480000000.0","6","601","103","1","103","103030","10303026","0","1","1","1","2","2.0","5.0","2.0",,"2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","5.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","8.0","6.0","3.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","4.0","1.0","4.0","1.0","3.0","7.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","5.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0",,"2.0","1.0","1.0","3.0",,"1.0","1.0","1.0","1.0","1.0",,"1.0","3.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","1.0","10.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","6.0","2.0","1.0","2.0","3.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","1.0","3.0","1.0","7.0","5.0","5.0","5.0","4.0","5.0","5.0","6.0","3.0",,"1.0","1.0",,"2.0",,"3.0","3.0","3.0",,"18.0","3","6.0","45",,,,,"5.0","505.0","3.0","1.0","8.0","2.0",,,"4.0",,"2.0","1.0","1.0",,"1.0","1","1.0","2.0","2.0","601.0","2.0","2.0","1.0","1.0","1.0","1","1","1","1","0","1","1","0","1","1","1","1","1","5.0",,"3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3","12","2","4","13480000000.0","1873.0",
"2010","28","172","13480000000.0","6","601","103","1","103","103030","10303026","0","1","1","1","2","2.0","5.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","3.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","6.0","7.0","3.0","9.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2.0",,,,"1.0","2.0","3.0","1.0","4.0","1.0","3.0","7.0","4.0","6.0","5.0","4.0","6.0","5.0","4.0","4.0","7.0","4.0","2.0","4.0","6.0","5.0","7.0","5.0","6.0","5.0","4.0","3.0","4.0","2.0","3.0","2.0","3.0","1.0","1.0","2.0","3.0","5.0","1.0","1.0","1.0","4.0","3.0","3.0","5.0","6.0","3.0","4.0","6.0","6.0","6.0","6.0","3.0","2.0","6.0","9.0","5.0","1.0","1.0","1.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","4.0","1.0","0.0","0.0","1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0",,"0.0","1.0","5.0","3.0","5.0","6.0","5.0","3.0","3.0","3.0","3.0","1.0","3.0",,"1.0","1.0","601.0","2.0",,"4.0","3.0","3.0",,"6.0","1","6.0","54",,,,,"1.0","101.0","2.0","1.0","2.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","1","1.0",,,"601.0","4.0","1.0","1.0","1.0","1.0","1","1","1","1","0","1","1","0","1","1","1","0","1","5.0",,"3.0","2.0","1.0","1.0","3.0","1.0","1.0","2.0","5","12","2","4","13480000000.0","1745.0",
"2010","28","173","13480000000.0","6","601","103","1","103","103030","10303026","0","1","1","1","2","1.0","5.0","3.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0",,"5.0","2.0","1.0","4.0","2.0","4.0","4.0","4.0","8.0","7.0","1.0",,"2.0",,,"2.0","1.0","1.0","2.0","2.0","2.0",,,,"1.0","2.0","2.0","1.0","2.0","2.0","5.0","6.0","5.0","7.0",,"5.0","6.0","4.0","5.0","4.0","7.0",,"1.0","5.0","5.0","2.0","7.0","6.0","7.0","7.0","7.0","7.0","4.0","2.0","1.0",,"3.0","1.0","1.0","2.0","3.0","7.0","1.0","1.0","7.0","5.0","7.0","4.0","6.0","4.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","1.0","10.0","10.0","6.0","1.0","1.0","1.0","1.0","6.0","10.0","10.0","10.0","10.0","1.0","3.0","2.0",,"1.0","1.0","0.0","0.0","1.0","0.0","0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","1.0","7.0","7.0","7.0","6.0","7.0","1.0","7.0","3.0","7.0","1.0","2.0","3.0","1.0","1.0","602.0","1.0","602.0","3.0","2.0","1.0","3.0","11.0","2","5.0","29",,,,,"1.0","101.0","2.0","1.0","9.0","2.0",,,"2.0","3.0","2.0","1.0","1.0",,"2.0","1","1.0","1.0","5.0","601.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","1","1","1","0","1","1","1","1","1","5.0",,"4.0","2.0","1.0","1.0","1.0","1.0","4.0","2.0","3","2","2","4","13480000000.0","1827.0",
"2010","28","174","13480000000.0","6","601","103","1","103","103030","10303026","0","1","1","1","2","2.0","1.0","4.0","2.0",,"4.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","1.0","4.0","4.0","4.0","3.0","4.0","7.0","6.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","2.0","4.0","2.0","1.0","7.0","7.0","7.0","6.0","4.0","7.0","7.0","7.0","2.0","7.0","1.0","5.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","6.0","1.0","5.0","4.0","4.0","4.0","3.0","1.0","1.0","2.0","3.0","1.0","7.0","7.0","7.0","1.0",,"7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","10.0","10.0","10.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","2.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","4.0","1.0","1.0","602.0","1.0","602.0","3.0","2.0","1.0","3.0","13.0","3","1.0","45",,,,,"1.0","101.0","2.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","3.0","6.0","2.0","1","0.0","2.0","2.0","601.0","5.0","1.0","1.0","1.0","1.0","1","1","1","0","0","1","0","0","1","1","0","0","0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","4","2","2","4","13480000000.0","2020.0",
"2010","29","175","13480000000.0","6","601","103","1","103","103070","10307026","0","1","1","1","1","1.0","13.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","1.0","1.0","4.0","4.0","4.0","4.0",,"7.0","7.0","2.0","5.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2.0",,,,"1.0","1.0","2.0","1.0","2.0","1.0","4.0","4.0","4.0","4.0","4.0","5.0","5.0","4.0","4.0","4.0","4.0","3.0","4.0","5.0","4.0","4.0","7.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","1.0","2.0","3.0","5.0","5.0","5.0","3.0","3.0","1.0","3.0","3.0","3.0","5.0","5.0","5.0","5.0","5.0","5.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","4.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"0.0","2.0","6.0","1.0","6.0","4.0","6.0","2.0","2.0","3.0","6.0","1.0","2.0","3.0","1.0","2.0",,"2.0",,"1.0","1.0","3.0",,"9.0","2","3.0","23","4.0","1.0","1.0","1.0","1.0","101.0","2.0","1.0",,"2.0",,,,,"2.0","2.0","2.0",,"1.0","0",,"1.0","1.0","601.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","2","1","1","1","1","1","1","0","1","4.0",,"3.0","2.0","2.0",,,"1.0","1.0","1.0","3","10","2","6","13480000000.0","828.0",
"2010","29","176","13480000000.0","6","601","103","1","103","103070","10307026","0","1","1","1","1","1.0","5.0","4.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","4.0","4.0","4.0","4.0",,"5.0","5.0","1.0",,"2.0",,,"2.0","2.0","2.0",,,"2.0",,,,"2.0","1.0","1.0","1.0","3.0","4.0","3.0","2.0","4.0","4.0","5.0","3.0","3.0","3.0","4.0","3.0","7.0","2.0","3.0","3.0","2.0","3.0","7.0","3.0","6.0","2.0","2.0","3.0","4.0","4.0","3.0","3.0","4.0","1.0","1.0","3.0",,"2.0","2.0","2.0","2.0","1.0","2.0","2.0","7.0",,"7.0","6.0","7.0","7.0","6.0","7.0","2.0","4.0","9.0","9.0","10.0","1.0","2.0","2.0","1.0","9.0","9.0","10.0","9.0","9.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","5.0","5.0","6.0","6.0","4.0","6.0","6.0","2.0","7.0","6.0","1.0","3.0","1.0","2.0",,"2.0",,"4.0","1.0","3.0",,"6.0","1","6.0","29",,,,,"1.0","101.0","2.0","1.0",,"2.0",,,"4.0",,"2.0","1.0","2.0",,"2.0","1","1.0","1.0","1.0","601.0","5.0","1.0","1.0","1.0","1.0","1","1","0","1","0","1","1","0","1","1","0","1","0","1.0","2.0","3.0","2.0","2.0",,,"1.0","1.0","1.0","3","7","2","4","13480000000.0","1053.0",
"2010","29","177","13480000000.0","6","601","103","1","103","103070","10307026","0","1","1","1","1","2.0","13.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","4.0",,"2.0","2.0","4.0",,"7.0","7.0","2.0","8.0","2.0",,,"2.0",,,,,"2.0",,,,"2.0","2.0","2.0","3.0","4.0","4.0",,,,,,"4.0","5.0","4.0","5.0","5.0","4.0","5.0","5.0","4.0","4.0","5.0","4.0","4.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","1.0","5.0","4.0","3.0","3.0",,,"3.0","3.0","3.0","3.0","5.0","3.0",,"4.0","4.0","4.0","4.0","3.0",,,"3.0","4.0","3.0",,"5.0","4.0","5.0",,,"4.0","4.0",,"1.0",,"1.0","1.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0",,,"2.0","4.0","4.0","5.0","4.0","5.0","4.0","6.0","5.0","4.0","4.0","1.0","4.0","1.0","1.0","601.0","2.0",,"2.0","4.0","3.0",,"17.0","3","5.0","32",,,,,"1.0","101.0","5.0","4.0",,"2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","1","0.0","2.0","1.0","601.0","5.0","2.0","2.0","1.0","1.0","1","1","1","0","0","0","0","0","1","1","1","0","0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","4","2","2","4","13480000000.0","1872.0",
"2010","29","178","13480000000.0","6","601","103","1","103","103070","10307026","0","1","1","1","1","1.0","5.0","2.0","1.0",,"2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","2.0","2.0","1.0","4.0",,"7.0","6.0","3.0","8.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","3.0","4.0","5.0","7.0","6.0","5.0","6.0","5.0","7.0","4.0","6.0","4.0","7.0","5.0","3.0","6.0","6.0","3.0","7.0","4.0","4.0","7.0","7.0","5.0","5.0","5.0","4.0","5.0","7.0","1.0","1.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","6.0","5.0","7.0","2.0","7.0","6.0","7.0","6.0","7.0","6.0","1.0","1.0","9.0","9.0","9.0","1.0","1.0","1.0","1.0","8.0","9.0","9.0","9.0","9.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","1.0","0.0",,"0.0","2.0","7.0","1.0","2.0","1.0","6.0","1.0","6.0","1.0","6.0","1.0","2.0","1.0","1.0","1.0","602.0","1.0","602.0","1.0","2.0","2.0","3.0","18.0","3","6.0","47",,,,,"1.0","101.0","2.0","1.0",,"2.0",,,"4.0",,"2.0","1.0","2.0",,"2.0","3","3.0","1.0","1.0","601.0","1.0","1.0","1.0","1.0","1.0","1","1","1","1","1","1","1","0","1","1","1","1","1","1.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3","7","2","4","13480000000.0","1058.0",
"2010","29","179","13480000000.0","6","601","103","1","103","103070","10307026","0","1","1","1","2","1.0","18.0","2.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0",,,,"3.0",,"4.0","6.0","9.0","3.0","6.0","2.0",,,,,,"1.0","2.0","2.0",,,,"2.0",,"3.0","2.0","1.0","3.0","6.0","5.0","5.0","4.0","5.0","4.0","5.0","5.0","4.0","5.0","4.0","4.0","4.0","5.0","4.0","5.0","4.0","5.0","4.0","3.0","5.0","5.0","4.0","5.0","4.0","4.0","4.0","2.0","2.0","2.0","4.0","5.0","5.0","4.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","2.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2.0",,,,"2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,,"1.0","3.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","3.0","1.0","2.0",,"2.0",,"2.0",,"3.0",,"11.0","2","5.0","888",,,,,"1.0","101.0","4.0","3.0",,"2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0",,"2.0","1.0","601.0","2.0","2.0","1.0","2.0","1.0","1","1","1","1","1","1","1","1","1","1","1","0","0","4.0",,"4.0","1.0","2.0",,,"1.0","1.0","2.0","4","13","1","5","13480000000.0","323.0",
