"pais","idnum","estratopri","upm","nicdept","nicmunicipio","nicbarrio","segmento","sec","cluster","ur","tamano","nicidioma","dia","mes","q1","a4","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","ls3","it1","l1","np1","np1b","np2","sgl1","sgl2","lgl2","lgl3","muni5","muni6","muni8","muni9","muni10","muni11","muni15","jc1","jc4","jc10","jc12","jc13","jc15","jc16","pop1","pop2","pop3","pop4","pop5","vic1","vic2","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","b32","b43","b16","b17","b19","b37","b47","n1","n3","n9","n10","n11","n12","m1","ing4","pn2","dem23","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","nice17","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","aut1","pp1","pp2","dc1","dc10","dc13","exc2","exc6","exc11","nicexc12","exc13","exc14","exc15","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","nicvb3","vb4","vb8","vb6","nicvb7","vb10","nicvb11","pol1","nicpol3","nicpol4","pol2","nicpol5","aa1","aa2","aa3","aa4","dis2","dis3","dis4","dis5","ed","q2","q3","q10","q10a","q10b","q10c","q14","q10d","q11","q12","nicetid","nicetida","nicleng1","nicleng1a","nicleng4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup1","ocup4","ocup1a","ocup1b1","ocup1c","desoc2","mig1","mig2","mig3","ti","edad"
"5","48","501","5","1","5","13","305","1","9","1","3","1","13","6","1","4.0","1.0","11.0","0.0","1.0","1","3","3.0","4.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","2.0","4.0","4.0","4.0","4.0","2.0","3.0","5.0","2.0","3.0","2.0","3.0","3.0","2.0","1.0","0.0","1.0","0.0",,,"3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,"1.0","4.0","1.0","1.0","1.0","3.0","7.0","6.0","5.0","2.0","3.0","2.0","4.0","2.0","6.0","5.0","7.0","7.0","4.0","3.0","2.0","7.0","6.0","7.0","6.0","7.0","3.0","3.0","4.0","5.0","1.0","3.0","2.0","3.0","4.0","6.0","5.0","2.0","2.0","6.0","8.0","9.0","1.0","1.0","1.0","1.0","8.0","4.0","3.0","2.0","5.0","4.0","4.0","7.0","8.0","7.0","3.0","2.0","1.0","2.0","3.0","2.0","1.0","1.0","2.0","0.0","0.0",,"0.0","0.0",,,,"0.0","0.0","0.0","1.0","1","8","8","8","8","1.0","1.0","1.0",,"3.0","1.0","1.0","2.0",,"4.0","1.0","3.0","4.0","3.0","2.0","6.0","1.0","5.0","2.0","2.0","2.0","2.0","10","23","1.0","4.0",,,"4.0","1.0","3.0","3.0","1.0","2","2.0","1","7.0","1","1","0","0","0","0","0","1","0","1","0","0","7.0","2.0",,,,"5.0","3","1",,"40","1"
"5","49","501","5","1","5","14","1002","1","10","1","3","1","13","6","2","1.0",,"0.0","0.0",,"3","3","4.0","4.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","2.0","4.0","4.0","4.0","4.0","1.0","2.0",,"2.0","4.0","2.0",,,"3.0","2.0","0.0","0.0","1.0","4.0","0.0","4.0","0.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","4.0","7.0","1.0","3.0","4.0","2.0","3.0","1.0","1.0","2.0","1.0","1.0","1.0","4.0",,"7.0","1.0",,,"10.0","10.0","1.0","1.0","1.0","1.0","1.0","8.0","1.0","10.0","10.0","8.0","2.0","1.0",,"5.0","2.0","1.0","5.0","1.0","2.0","4.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0","0.0","0.0",,,"1.0","0.0","0.0","1.0","1.0","9","8","1","1","1","1.0","1.0","77.0",,"1.0","2.0",,"2.0",,"4.0","2.0",,"5.0","0.0","2.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","11","40","4.0","10.0",,,"4.0","2.0","1.0","2.0","3.0","2","2.0","1","7.0","1","1","1","1","1","0","0","0","0","1","1","1","9.0","1.0","1.0","3.0","1.0",,"3","1",,"43","3"
"5","228","501","15","5","15","47","1802","1","90","1","2","1","18","6","2","3.0",,"0.0","0.0",,"2","1","2.0","4.0","5.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","3.0",,"2.0","4.0","2.0","2.0","2.0","2.0","2.0","0.0",,"0.0",,,"3.0","1.0",,,,,,"2.0","2.0",,,"2.0","2.0","2.0","2.0",,"2.0","1.0","3.0","3.0","3.0","6.0","5.0","5.0","5.0","5.0","5.0","2.0","2.0","2.0","5.0",,"5.0","7.0","1.0",,"5.0","7.0",,,,"7.0","6.0","3.0","4.0","2.0","4.0","4.0","1.0","3.0",,,,,,,,,,,,,,,,,,,,"10.0","10.0","10.0","10.0","10.0",,,"4.0","2.0","1.0","2.0","1.0","0.0","0.0",,"0.0","0.0",,,"0.0","0.0","0.0","0.0",,"8","8","8","8","8","1.0","1.0","2.0",,"2.0","2.0",,"2.0",,"4.0","2.0",,"5.0",,"3.0","3.0","3.0","5.0","2.0","2.0","2.0","2.0","8","25","1.0",,,,"4.0","2.0","3.0","1.0","2.0","2","2.0","1","7.0","1","1","0","1","1","0","0","0","0","1","0","0","9.0","1.0","2.0","2.0","1.0",,"3","2","1.0","35","1"
"5","50","501","5","1","5","14","1002","1","10","1","3","1","13","6","2","3.0",,"0.0","0.0",,"1","1","1.0","4.0","4.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2.0","2.0","2.0","4.0","4.0","4.0","2.0","4.0","5.0","2.0","3.0","2.0",,"3.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","4.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","4.0","1.0","2.0","1.0","1.0","7.0","6.0","5.0","4.0","6.0","7.0","7.0","6.0","5.0","4.0","7.0","1.0","1.0","7.0","7.0","7.0","3.0","6.0","3.0","2.0","1.0","5.0","6.0","5.0","7.0","2.0","2.0","3.0","1.0","7.0","5.0","2.0","2.0","10.0","10.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","8.0","7.0","1.0","4.0","1.0","10.0","1.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","2.0","2","8","8","2","8","1.0","1.0","1.0",,"3.0","1.0","1.0","2.0",,"3.0","1.0","3.0","4.0","2.0","1.0","2.0","1.0","1.0","2.0",,"2.0","2.0","9","19","1.0","4.0",,,"4.0","2.0","4.0","1.0","0.0","1","2.0","1","7.0","1","1","0","0","0","0","0","0","0","1","0","0","12.0",,,,,,"3","1",,"41","1"
"5","51","501","5","1","5","14","1002","1","10","1","3","1","13","6","2","3.0","1.0","15.0","29.0","15.0","1","1","3.0","4.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"1.0","1.0","1.0","2.0","2.0","1.0","2.0","4.0","4.0","4.0","4.0","2.0","1.0","3.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0","0.0",,,"3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0",,"1.0","6.0","2.0","3.0","1.0","3.0","3.0","4.0","7.0","3.0","3.0","2.0","3.0","3.0","5.0","2.0","5.0","5.0","5.0","4.0","1.0","2.0","3.0","7.0","3.0","3.0","4.0","6.0","4.0","4.0","4.0","4.0","4.0","5.0","3.0","3.0","7.0","7.0","5.0","3.0","3.0","1.0","10.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","6.0","1.0","1.0","2.0","1.0","5.0","9.0","9.0","9.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","2.0","0.0","0.0",,"0.0","0.0",,"0.0","0.0","0.0","0.0","0.0","1.0","1","8","8","2","1","1.0","1.0","1.0",,"3.0","1.0","1.0","2.0",,"4.0","2.0",,"4.0","0.0","1.0","1.0","5.0","4.0","2.0","2.0","2.0","2.0","10","25","2.0","2.0",,,"4.0","2.0","3.0","2.0","3.0","2","2.0","1","7.0","1","1","0","0","1","0","0","0","0","1","1","0","13.0",,,,,,"1","1",,"45","1"
"5","52","501","5","1","5","14","1002","1","10","1","3","1","13","6","1","15.0","3.0","12.0","0.0","12.0","1","1","3.0","4.0","5.0","2.0","4.0","3.0","2.0","2.0","2.0","3.0",,"1.0","2.0","1.0","1.0","2.0","1.0","4.0","1.0","2.0","4.0","4.0","3.0","2.0","5.0","1.0","3.0","2.0","2.0","3.0","1.0","2.0","0.0","2.0","0.0",,,"1.0","3.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","6.0","1.0","3.0","1.0","1.0","3.0","3.0","1.0","1.0","2.0","3.0","1.0","1.0","2.0","3.0","4.0","5.0","6.0","7.0","1.0","2.0","3.0","1.0","2.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","2.0","3.0","4.0","4.0","4.0","1.0","2.0","1.0","2.0","3.0","4.0","5.0","2.0","3.0","1.0","2.0","3.0","2.0","1.0","4.0","9.0","8.0","9.0","1.0","2.0","2.0","3.0","2.0","1.0","1.0","3.0","0.0","0.0",,"0.0",,,"1.0","1.0","0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","2.0",,"1.0","1.0","2.0","1.0","2.0","1.0","1.0","3.0","1.0","2.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","6","50","1.0","6.0",,,"4.0","1.0","3.0","3.0","3.0","2","1.0","1","7.0","1","1","0","0","0","0","0","0","0","1","0","0","7.0","1.0","4.0","1.0","2.0",,"1","1",,"50","4"
"5","53","501","5","1","5","14","1002","1","10","1","3","1","13","6","1","4.0","3.0","7.0","0.0","7.0","3","1","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","3.0","2.0","1.0","2.0","4.0","2.0","3.0","3.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,"2.0","3.0","2.0","1.0","2.0","1.0","2.0","3.0","4.0","5.0","4.0","6.0","1.0","4.0","1.0","3.0","4.0","5.0","1.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","7.0","1.0","7.0","7.0","7.0","1.0","3.0","5.0","7.0","1.0","3.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","10.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,,,,"0.0","0.0","1.0","1.0","1","2","8","1","8","1.0","1.0","2.0",,"2.0","2.0",,"2.0",,"3.0","2.0",,"4.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","10","22","5.0","1.0",,,"3.0","1.0","3.0","1.0","0.0","2","2.0","1","7.0","1","1","0","0","1","0","0","0","0","1","1","0","9.0","1.0","3.0","3.0","2.0",,"3","1",,"46","1"
"5","54","501","5","1","5","14","1002","1","10","1","3","1","13","6","1","3.0",,"0.0","0.0",,"1","3","4.0","4.0","5.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0",,"1.0","2.0","1.0","1.0","2.0","1.0","3.0","3.0","4.0","4.0","4.0","1.0","1.0","8.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","0.0","2.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","1.0","1.0","2.0","3.0","2.0","7.0","3.0","3.0","6.0","4.0","3.0","5.0","7.0","7.0","6.0","6.0","5.0","6.0","4.0","6.0","7.0","7.0","6.0","5.0","7.0","3.0","6.0","4.0","5.0","7.0","3.0","1.0","2.0","5.0","7.0","3.0","3.0","2.0","10.0","10.0","9.0","8.0","2.0","2.0","2.0","2.0","1.0","9.0","7.0","4.0","3.0","4.0","8.0","5.0","4.0","6.0","3.0","3.0","2.0","4.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0",,,,,"0.0","0.0","0.0","1.0","1","8","8","2","8","1.0","2.0",,"12.0",,"2.0",,"2.0",,"2.0","1.0","3.0","4.0",,"1.0","6.0","4.0","5.0","2.0","2.0","2.0","2.0","8","20","5.0","2.0",,,"4.0","2.0","2.0","1.0","0.0","2","1.0","1","7.0","1","1","0","0","0","0","0","0","0","1","0","0","12.0",,,,,,"3","1",,"30","1"
"5","55","501","5","1","5","14","1002","1","10","1","3","1","13","6","1","13.0","3.0","10.0","18.0","3.0","1","1","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","2.0","4.0","4.0","4.0","4.0","1.0","1.0","6.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","0.0","2.0","0.0",,,"4.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"1.0","2.0","1.0","2.0","3.0","5.0","5.0","6.0","7.0","6.0","5.0","4.0","7.0","5.0","4.0","4.0","5.0","7.0","6.0","5.0","4.0","7.0","6.0","4.0","3.0","4.0","5.0","1.0","2.0","3.0","5.0","6.0","1.0","3.0","4.0","7.0","3.0","2.0","2.0","5.0","4.0","3.0","2.0","1.0","1.0","1.0","4.0","5.0","3.0","4.0","3.0","2.0","1.0","6.0","5.0","4.0","3.0","5.0","2.0","2.0","3.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","2.0",,"3.0","1.0","2.0","1.0","2.0","2.0","1.0","3.0","4.0","2.0","1.0","4.0","2.0","1.0","2.0","2.0","2.0","2.0","11","69","1.0","1.0",,,,"2.0","3.0","2.0","4.0","2","2.0","1","7.0","1","0","0","0","0","0","0","0","0","0","0","0","13.0",,,,,,"2","1",,"44","6"
"5","56","501","5","1","5","15","2201","1","11","1","3","1","13","6","2","3.0",,"0.0","0.0",,"1","1","4.0","4.0","4.0","3.0","4.0","3.0","2.0","2.0","2.0","3.0",,"1.0","1.0","1.0","2.0","2.0","4.0","2.0","3.0","4.0","4.0","4.0","1.0","1.0","10.0","2.0","3.0","2.0","4.0","4.0",,"2.0","0.0","1.0","0.0",,,"3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0",,"1.0","2.0","1.0","3.0","3.0","3.0","4.0","3.0","5.0","7.0","2.0","5.0","4.0","3.0","4.0","6.0","5.0","6.0","3.0","6.0","2.0","7.0","5.0","6.0","6.0","7.0","6.0","2.0","3.0","5.0","3.0","2.0","2.0","3.0","6.0","5.0","4.0","3.0","2.0","2.0","4.0","5.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","6.0","1.0","2.0","2.0","3.0","4.0","8.0","9.0","1.0","3.0","2.0","4.0","2.0","3.0","2.0","1.0","0.0","0.0",,"0.0","0.0",,,"0.0","0.0","1.0","0.0","1.0","1","8","8","1","8","1.0","1.0","1.0",,"3.0","1.0","1.0","2.0",,"3.0","1.0","3.0","5.0","3.0","1.0","5.0","6.0","5.0","2.0","2.0","2.0","2.0","2","18","4.0","3.0",,,"4.0","2.0","4.0","2.0","5.0","1","1.0","1","7.0","1","1","0","0","0","0","0","0","0","1","0","0","10.0","1.0","2.0","3.0","2.0",,"3","1",,"45","1"
"5","57","501","5","1","5","15","2201","1","11","1","3","1","13","6","1","14.0","6.0","13.0","0.0","13.0","3","3","1.0","4.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0",,"1.0","1.0","2.0","2.0","1.0","4.0","1.0","4.0","1.0","1.0","1.0","2.0","3.0","5.0","1.0","3.0","2.0","3.0","3.0","1.0","1.0","0.0","1.0","1.0","2.0","0.0","3.0","0.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,"1.0","3.0","1.0","1.0","1.0","2.0","5.0","2.0","4.0","2.0","6.0","3.0","6.0","4.0","2.0","2.0","3.0","5.0","4.0","2.0","4.0","5.0","6.0","1.0","1.0","4.0","6.0","3.0","4.0","3.0","6.0","5.0","4.0","3.0","2.0","3.0","4.0","4.0","4.0","10.0","10.0","9.0","3.0","4.0","1.0","1.0","6.0","2.0","2.0","4.0","3.0","4.0","2.0","1.0","10.0","10.0","10.0","1.0","2.0","2.0","4.0","1.0","1.0","1.0","2.0","0.0","0.0","1.0","1.0",,"0.0","0.0","1.0","0.0","1.0","1.0","3.0","1","1","8","8","1","1.0","2.0",,"6.0",,"1.0","2.0","1.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","14","22","1.0","5.0",,,"3.0","2.0","2.0","4.0","1.0","2","2.0","1","7.0","1","1","0","1","0","0","0","1","0","1","0","0","2.0","1.0","2.0","3.0","1.0",,"3","2","2.0","48","1"
"5","58","501","5","1","5","15","2201","1","11","1","3","1","13","6","2","1.0","17.0","19.0","26.0","19.0","4","1","1.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","10.0","2.0","4.0","2.0","3.0","2.0","1.0","2.0","0.0","2.0","0.0",,,"4.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0",,"2.0","3.0","2.0","4.0","2.0","2.0","3.0","2.0","5.0","7.0","3.0","3.0","7.0","1.0","6.0","5.0","2.0","6.0","1.0","1.0","5.0","7.0","5.0","3.0","2.0","7.0","7.0","4.0","5.0","5.0","5.0","5.0","4.0","2.0","7.0","7.0","7.0","3.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","8.0","5.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0",,,"0.0",,"0.0","1.0","1.0","3.0","1","2","1","1","1","1.0","1.0","1.0",,"3.0","1.0","3.0","1.0","3.0","1.0","1.0","1.0","1.0","3.0","1.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","11","66","1.0","4.0","4.0","2.0","4.0","2.0","2.0","1.0","6.0","2","1.0","1","7.0","1","1","0","1","1","0","0","0","0","1","1","0","14.0",,,,,,"3","1",,"45","6"
"5","59","501","5","1","5","15","2201","1","11","1","3","1","13","6","1","3.0","7.0","0.0","0.0",,"3","1","4.0","4.0","4.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","2.0","4.0","3.0","4.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","0.0",,,"1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","1.0","6.0","6.0","1.0","2.0","5.0","3.0","3.0","4.0","1.0","7.0","6.0","5.0","1.0","7.0","2.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","4.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","1.0","1.0","1.0","10.0","1.0","1.0","1.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","2.0","1.0","3.0","3.0","0.0","0.0",,"0.0","0.0",,,"0.0","0.0","0.0","0.0","1.0","1","8","1","2","8","1.0","2.0",,"14.0",,"1.0","2.0","1.0","2.0","1.0","1.0","2.0","3.0","2.0","7.0","7.0","7.0","1.0","2.0","2.0","2.0","2.0","5","45","4.0","1.0",,,"4.0","2.0","3.0","2.0","4.0","2","2.0","1","7.0","1","1","0","0","0","0","0","0","0","1","0","0","9.0","1.0","4.0","1.0","2.0",,"2","1",,"38","3"
"5","60","501","5","1","5","15","2201","1","11","1","3","1","13","6","2","13.0","3.0","32.0","0.0","32.0","3","3","3.0","4.0","5.0","3.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2.0","2.0","3.0","4.0","4.0","4.0","2.0","3.0","9.0","2.0","3.0","2.0","3.0","5.0","2.0","2.0","0.0","0.0","0.0",,,"4.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0",,"2.0","3.0","1.0","4.0","3.0","3.0","2.0","1.0","5.0","6.0","7.0","3.0","2.0","4.0","3.0","2.0","1.0","6.0","3.0","4.0","3.0","7.0","6.0","5.0","3.0","2.0","1.0","3.0","4.0","2.0","1.0","2.0","2.0","5.0","1.0","6.0","2.0","4.0","2.0","10.0","9.0","2.0","8.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","9.0","8.0","10.0","10.0","9.0","2.0","2.0","4.0","2.0","1.0","1.0","3.0","0.0","0.0",,"0.0",,,"0.0",,"0.0","0.0","0.0","2.0","1","8","1","2","8","3.0","2.0",,"6.0",,"2.0",,"2.0",,"4.0","2.0",,"4.0","0.0","1.0","2.0","3.0","1.0","2.0",,"2.0","2.0","9","18","1.0","3.0",,,"4.0","2.0","4.0","1.0","1.0","2","2.0","1","7.0","1","1","0","0","0","0","0","0","0","1","0","0","12.0",,,,,,"3","1",,"41","1"
"5","61","501","5","1","5","15","2201","1","11","1","3","1","13","6","1","3.0","32.0","0.0","0.0",,"2","1","4.0","4.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","2.0","2.0","3.0","7.0","2.0","2.0","2.0","3.0","4.0",,"2.0","0.0","1.0","0.0",,,"3.0","0.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0",,"1.0","1.0","3.0","3.0","2.0","5.0","5.0","6.0","5.0","5.0","6.0","5.0","3.0","1.0","1.0","3.0","7.0","1.0","1.0","3.0","3.0","7.0","5.0","5.0","5.0","7.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","4.0","2.0","6.0","6.0","2.0","3.0","8.0","8.0","9.0","2.0","1.0","2.0","1.0","7.0","1.0","2.0","2.0","2.0","2.0","2.0","5.0","5.0","5.0","5.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0",,"0.0",,,,,"0.0","0.0","0.0","3.0","8","8","8","2","8","1.0","2.0",,"6.0",,"2.0",,"1.0",,"2.0","1.0","2.0","3.0",,"5.0","1.0","4.0","6.0","2.0","2.0","2.0","2.0","7","20","5.0","2.0",,,"3.0","1.0","3.0","1.0","0.0","2","2.0","1","7.0","1","1","0","0","1","0","0","0","0","1","0","0","8.0","1.0","4.0","1.0","2.0",,"3","1",,"41","1"
"5","62","501","6","2","6","16","101","1","27","1","4","1","13","6","2","4.0","3.0","27.0","0.0","27.0","2","1","1.0","4.0","3.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","2.0","4.0","4.0","4.0","1.0","1.0","3.0","9.0","2.0","3.0","1.0","3.0","3.0","2.0","2.0","0.0","1.0","1.0","2.0","0.0","3.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0",,"1.0","1.0","3.0","1.0","2.0","7.0","6.0","3.0","4.0","2.0","1.0","2.0","1.0","7.0","1.0","1.0","1.0","1.0","7.0","6.0","1.0","7.0","7.0","6.0","2.0","1.0","5.0","3.0","7.0","1.0","5.0","3.0","1.0","3.0","5.0","7.0","4.0","2.0","1.0","9.0","10.0","10.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","4.0","1.0","1.0","3.0","2.0","0.0","0.0",,"0.0",,,,,"1.0","0.0","0.0","3.0","1","8","8","8","8","1.0","1.0","1.0",,"3.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","1.0","3.0","7.0","7.0","6.0","5.0","1.0","1.0","2.0","2.0","11","18","5.0","4.0",,,"4.0","2.0","4.0","1.0","0.0","2","1.0","1","7.0","1","1","1","0","0","0","0","0","0","1","0","0","12.0",,,,,,"2","1",,"30","1"
"5","63","501","6","2","6","16","101","1","27","1","4","1","13","6","2","1.0","4.0","3.0","23.0","23.0","3","2","4.0","4.0","5.0","3.0","4.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","4.0","2.0","2.0","4.0","4.0","4.0","2.0","1.0","3.0","1.0","2.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","0.0",,,"2.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0",,"2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","2.0","1.0","3.0","4.0","4.0","6.0","2.0","2.0","5.0","6.0","3.0","5.0","4.0","4.0","3.0","5.0","5.0","2.0","1.0","5.0","7.0","2.0","2.0","6.0","6.0","3.0","4.0","4.0","6.0","4.0","5.0","4.0","3.0","6.0","7.0","7.0","2.0","3.0","9.0","9.0","8.0","8.0","2.0","3.0","3.0","3.0","3.0","7.0","2.0","2.0","2.0","2.0","8.0","6.0","6.0","5.0","9.0","1.0","2.0","3.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0","1.0","1.0","3.0","8","8","1","1","8","1.0","1.0","2.0",,"3.0","1.0","2.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","10","39","1.0","2.0",,,"4.0","2.0","4.0","2.0","3.0","3","3.0","1","7.0","1","1","0","1","1","0","0","0","0","1","0","0","13.0",,,,,,"1","1",,"45","3"
