Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location,Suburb 2,Zip Codes
1033,-35.447277,149.124619,LAWRENCE WACKETT CR OPP THEODORE PRIMARY SCHOOL,THEODORE,"(-35.447277, 149.124619)",38,
1034,-35.447346,149.124481,LAWRENCE WACKETT CR THEODORE PS,THEODORE,"(-35.447346, 149.124481)",38,
1031,-35.444824,149.105713,THARWA DR AFTER FIDGE ST OVERPASS,CALWELL,"(-35.444824, 149.105713)",84,
1032,-35.444454,149.103989,THARWA DR AFTER FIDGE ST OVERPASS,CALWELL,"(-35.444454, 149.103989)",84,
1489,-35.426373,149.10704,CLIFT CR 2ND AFTER ROHAN ST,RICHARDSON,"(-35.426373, 149.10704)",69,
1490,-35.427563,149.109589,CLIFT CR 2ND AFTER KIDDLE CR,RICHARDSON,"(-35.427563, 149.109589)",69,
1487,-35.424896,149.10405,CLIFT CR 3RD AFTER ROHAN ST,RICHARDSON,"(-35.424896, 149.10405)",69,
1488,-35.426281,149.107056,CLIFT CR AFTER KIDDLE CR,RICHARDSON,"(-35.426281, 149.107056)",69,
1019,-35.436661,149.111282,CASEY CR AFTER ROOPE CL,CALWELL,"(-35.436661, 149.111282)",84,
1020,-35.436859,149.11084,CASEY CR AFTER DOWNARD ST,CALWELL,"(-35.436859, 149.11084)",84,
1016,-35.428921,149.102844,ELLERSTON AV AFTER ASHLEY DR,ISABELLA PLAINS,"(-35.428921, 149.102844)",113,
1017,-35.435093,149.113739,WEBBER CR CALWELL SHOPS,CALWELL,"(-35.435093, 149.113739)",84,
1003,-35.418968,149.120026,HAMBIDGE CR AFTER TRUGANINI PL,CHISHOLM,"(-35.418968, 149.120026)",1,
1007,-35.42786,149.091034,ELLERSTON AV OPP ISABELLA PLAINS SHOPS,ISABELLA PLAINS,"(-35.42786, 149.091034)",113,
1001,-35.426113,149.091614,DRUMSTON ST OPP MACKILLOP COLLEGE,ISABELLA PLAINS,"(-35.426113, 149.091614)",113,
1002,-35.425972,149.091705,DRUMSTON ST MACKILLOP AFTER ISABELLA DR,ISABELLA PLAINS,"(-35.425972, 149.091705)",113,
1010,-35.425766,149.095459,ELLERSTON AV 2ND AFTER COLLYBURL CR,ISABELLA PLAINS,"(-35.425766, 149.095459)",113,
1011,-35.426369,149.098007,ELLERSTON AV 2ND AFTER DRUMSTON ST,ISABELLA PLAINS,"(-35.426369, 149.098007)",113,
1008,-35.427479,149.091415,ELLERSTON AV ISABELLA PLAINS SHOPS,ISABELLA PLAINS,"(-35.427479, 149.091415)",113,
1009,-35.425655,149.09549,ELLERSTON AV AFTER DRUMSTON ST,ISABELLA PLAINS,"(-35.425655, 149.09549)",113,
1037,-35.450821,149.120102,CHIPPINDALL CCT AFTER LOUIS LODER ST,THEODORE,"(-35.450821, 149.120102)",38,
1038,-35.450718,149.1203,CHIPPINDALL CCT AFTER LATCHFORD ST,THEODORE,"(-35.450718, 149.1203)",38,
1035,-35.449867,149.122559,LAWRENCE WACKETT CR AFTER BURDETT CR,THEODORE,"(-35.449867, 149.122559)",38,
1036,-35.450001,149.122498,LAWRENCE WACKETT CR AFTER LATCHFORD ST,THEODORE,"(-35.450001, 149.122498)",38,
1114,-35.448128,149.115265,LOUIS LODER ST AFTER 2ND CONLON CR,THEODORE,"(-35.448128, 149.115265)",38,
1115,-35.450546,149.117416,LOUIS LODER ST AFTER 2ND COCHRANE CR,THEODORE,"(-35.450546, 149.117416)",38,
403,-35.212666,149.004013,MACFARLANE BURNET AV BEFORE ECCLES CCT,MACGREGOR,"(-35.212666, 149.004013)",7,
404,-35.216072,149.003357,MACFARLANE BURNET AV AFTER HALLOWS CCT,MACGREGOR,"(-35.216072, 149.003357)",7,
401,-35.216084,149.002975,MACFARLANE BURNET AV AFTER DEGRUCHY PL,MACGREGOR,"(-35.216084, 149.002975)",7,
402,-35.212837,149.004196,MACFARLANE BURNET AV AFTER ECCLES CCT,MACGREGOR,"(-35.212837, 149.004196)",7,
600,-35.192123,149.085968,O'HANLON PL AFTER GOLD CREEK RD,NICHOLLS,"(-35.192123, 149.085968)",75,
601,-35.192142,149.086075,O'HANLON PL BEFORE GOLD CREEK RD,NICHOLLS,"(-35.192142, 149.086075)",75,
405,-35.209343,149.00322,MACFARLANE BURNET AV AFTER CONSTANCE STONE ST,MACGREGOR,"(-35.209343, 149.00322)",7,
406,-35.209293,149.002975,MACFARLANE BURNET AV BEFORE CONSTANCE STONE ST,MACGREGOR,"(-35.209293, 149.002975)",7,
201,-35.347042,149.047943,FREMANTLE DR AFTER MCKAIL CR,STIRLING,"(-35.347042, 149.047943)",48,
300,-35.273621,149.140823,DONALDSON ST AFTER AINSLIE PRIMARY SCHOOL,BRADDON,"(-35.273621, 149.140823)",52,
1014,-35.428391,149.100357,ELLERSTON AV AFTER GROVELAND CR,ISABELLA PLAINS,"(-35.428391, 149.100357)",113,
1015,-35.428791,149.10289,ELLERSTON AV AFTER 2ND ABERCORN CR,ISABELLA PLAINS,"(-35.428791, 149.10289)",113,
1012,-35.426601,149.098114,ELLERSTON AV AFTER COLLYBURL CR,ISABELLA PLAINS,"(-35.426601, 149.098114)",113,
1013,-35.428486,149.100616,ELLERSTON AV AFTER ABERCORN CR,ISABELLA PLAINS,"(-35.428486, 149.100616)",113,
1086,-35.43858,149.110413,CASEY CR AFTER CARPENTER CL,CALWELL,"(-35.43858, 149.110413)",84,
1087,-35.417179,149.100647,BARRACLOUGH CR AFTER COWDERY PL,MONASH,"(-35.417179, 149.100647)",46,
1120,-35.431118,149.119354,CLIFT CR AFTER FULLERTON CR,RICHARDSON,"(-35.431118, 149.119354)",69,
1121,-35.429241,149.121445,DEAMER CR AFTER CLIFT CR,CHISHOLM,"(-35.429241, 149.121445)",1,
1118,-35.433113,149.118225,CLIFT CR AFTER JOHNSON DR,RICHARDSON,"(-35.433113, 149.118225)",69,
1119,-35.431156,149.119171,CLIFT CR AFTER 2ND CHAUNCY CR,RICHARDSON,"(-35.431156, 149.119171)",69,
1124,-35.430916,149.123428,DEAMER CR AFTER MARY MACKILLOP PL,RICHARDSON,"(-35.430916, 149.123428)",69,
1125,-35.431496,149.12706,DEAMER CR AFTER 2ND TWAMLEY CR,RICHARDSON,"(-35.431496, 149.12706)",69,
1122,-35.429356,149.120941,DEAMER CR AFTER MEESON ST,RICHARDSON,"(-35.429356, 149.120941)",69,
1123,-35.430847,149.123535,DEAMER CR AFTER TWAMLEY CR,RICHARDSON,"(-35.430847, 149.123535)",69,
1112,-35.446522,149.114883,LOUIS LODER ST AFTER VONWILLER CR,THEODORE,"(-35.446522, 149.114883)",38,
1113,-35.448009,149.115219,LOUIS LODER ST AFTER COCHRANE CR,THEODORE,"(-35.448009, 149.115219)",38,
1110,-35.445576,149.116669,LOUIS LODER ST AFTER HARTUNG CR,THEODORE,"(-35.445576, 149.116669)",38,
1111,-35.446537,149.114517,LOUIS LODER ST AFTER 2ND MEHAFFEY CR,THEODORE,"(-35.446537, 149.114517)",38,
1116,-35.450596,149.117264,LOUIS LODER ST AFTER CONLON CR,THEODORE,"(-35.450596, 149.117264)",38,
1117,-35.43325,149.118423,CLIFT CR BEFORE JOHNSON DR,RICHARDSON,"(-35.43325, 149.118423)",69,
1070,-35.430126,149.088257,ELLERSTON AV AFTER NOOROOMA AV,ISABELLA PLAINS,"(-35.430126, 149.088257)",113,
1071,-35.431595,149.088806,ELLERSTON AV AFTER KEVERSTONE CCT,ISABELLA PLAINS,"(-35.431595, 149.088806)",113,
1092,-35.44112,149.115921,CASEY CR 3RD AFTER WERE ST,CALWELL,"(-35.44112, 149.115921)",84,
1093,-35.433212,149.112595,JOHNSON DR OPP CALWELL PARK AND RIDE,RICHARDSON,"(-35.433212, 149.112595)",69,
1090,-35.439957,149.113235,CASEY CR AFTER LOADER CR,CALWELL,"(-35.439957, 149.113235)",84,
1091,-35.433498,149.111282,JOHNSON DR CALWELL PARK AND RIDE,RICHARDSON,"(-35.433498, 149.111282)",69,
1096,-35.440536,149.120682,WERE ST AFTER THARWA DR,CALWELL,"(-35.440536, 149.120682)",84,
1109,-35.445644,149.116776,LOUIS LODER ST AFTER LAWRENCE WACKETT CR,THEODORE,"(-35.445644, 149.116776)",38,
1094,-35.441063,149.118881,CASEY CR AFTER WERE ST,CALWELL,"(-35.441063, 149.118881)",84,
1095,-35.440384,149.120712,WERE ST NETBALL COURTS,CALWELL,"(-35.440384, 149.120712)",84,
1084,-35.435703,149.109482,OUTTRIM AV AFTER MOUNTAIN CCT,CALWELL,"(-35.435703, 149.109482)",84,
1085,-35.438694,149.110352,CASEY CR AFTER DOUGHARTY PL,CALWELL,"(-35.438694, 149.110352)",84,
1082,-35.436089,149.104828,OUTTRIM AV 2ND AFTER MOUNTAIN CCT,CALWELL,"(-35.436089, 149.104828)",84,
1083,-35.435623,149.109482,OUTTRIM AV AFTER COSTELLO CCT,CALWELL,"(-35.435623, 149.109482)",84,
1088,-35.417183,149.100372,BARRACLOUGH CR AFTER ASHLEY DR,MONASH,"(-35.417183, 149.100372)",46,
1089,-35.440018,149.113144,CASEY CR AFTER O'CONNOR CCT,CALWELL,"(-35.440018, 149.113144)",84,
1052,-35.431099,149.080002,BARR SMITH AV AFTER KINGSCOTE CR,BONYTHON,"(-35.431099, 149.080002)",66,
1053,-35.431263,149.080063,BARR SMITH AV AFTER HURTLE ST,BONYTHON,"(-35.431263, 149.080063)",66,
1076,-35.433781,149.09465,ELLERSTON AV AFTER 2ND GALLOWAY ST,ISABELLA PLAINS,"(-35.433781, 149.09465)",113,
1077,-35.435753,149.098663,OUTTRIM AV 2ND AFTER GURR ST,CALWELL,"(-35.435753, 149.098663)",84,
1074,-35.431675,149.092056,ELLERSTON AV AFTER KADINA ST,ISABELLA PLAINS,"(-35.431675, 149.092056)",113,
1075,-35.433964,149.094666,ELLERSTON AV AFTER JOHNSTON DR,ISABELLA PLAINS,"(-35.433964, 149.094666)",113,
1080,-35.435978,149.101944,OUTTRIM AV AFTER GURR ST,CALWELL,"(-35.435978, 149.101944)",84,
1081,-35.436062,149.104675,OUTTRIM AV AFTER 2ND CARTER CR,CALWELL,"(-35.436062, 149.104675)",84,
1078,-35.435688,149.098404,OUTTRIM AV AFTER JOHNSON DR,CALWELL,"(-35.435688, 149.098404)",84,
1079,-35.435898,149.10202,OUTTRIM AV AFTER CARTER CR,CALWELL,"(-35.435898, 149.10202)",84,
1068,-35.419975,149.070831,ANKETELL ST AFTER BUNNINGS WAREHOUSE,GREENWAY,"(-35.419975, 149.070831)",101,
1069,-35.430393,149.088165,ELLERSTON AV BEFORE NOOROOMA AV,ISABELLA PLAINS,"(-35.430393, 149.088165)",113,
1066,-35.422523,149.072922,ANKETELL ST OPP ACTEW AGL,GREENWAY,"(-35.422523, 149.072922)",101,
1067,-35.419796,149.070847,ANKETELL ST OPP TUGGERANONG SQUARE,GREENWAY,"(-35.419796, 149.070847)",101,
1072,-35.431553,149.088898,ELLERSTON AV BEFORE KADINA ST,ISABELLA PLAINS,"(-35.431553, 149.088898)",113,
1073,-35.431904,149.092377,ELLERSTON AV AFTER JASPER CL,ISABELLA PLAINS,"(-35.431904, 149.092377)",113,
5013,-35.217644,149.086655,BALDWIN DR BEFORE WILLIAM SLIM DR,LAWSON,"(-35.217644, 149.086655)",91,
5014,-35.21751,149.090439,BALDWIN DR BEFORE GUM ST,LAWSON,"(-35.21751, 149.090439)",91,
1059,-35.418682,149.067886,SOWARD WAY HOMEWORLD,GREENWAY,"(-35.418682, 149.067886)",101,
1061,-35.417271,149.070694,SOWARD WAY AFTER ANKETELL ST,GREENWAY,"(-35.417271, 149.070694)",101,
1056,-35.432125,149.082306,HURTLE AV OPP BONYTHON PRIMARY SCHOOL,BONYTHON,"(-35.432125, 149.082306)",66,
1057,-35.431442,149.082291,HURTLE AV BONYTHON PRIMARY SCHOOL,BONYTHON,"(-35.431442, 149.082291)",66,
1064,-35.421806,149.069229,SCOLLAY ST AFTER REED ST,GREENWAY,"(-35.421806, 149.069229)",101,
1065,-35.422695,149.072906,ANKETELL ST BUNNINGS TUGGERANONG,GREENWAY,"(-35.422695, 149.072906)",101,
1062,-35.417377,149.07074,SOWARD WAY AFTER DRAKEFORD DR,GREENWAY,"(-35.417377, 149.07074)",101,
1063,-35.422657,149.069733,SCOLLAY ST TUGGERANONG BUS DEPOT,GREENWAY,"(-35.422657, 149.069733)",101,
1050,-35.430763,149.077621,KINGSCOTE CR AFTER MARQUET RT,BONYTHON,"(-35.430763, 149.077621)",66,
1051,-35.430836,149.077652,KINGSCOTE CR AFTER KNEEBONE ST,BONYTHON,"(-35.430836, 149.077652)",66,
1048,-35.428455,149.075302,COOMBE ST AFTER BARR SMITH AV,BONYTHON,"(-35.428455, 149.075302)",66,
1049,-35.428543,149.075333,COOMBE ST AFTER KNEEBONE ST,BONYTHON,"(-35.428543, 149.075333)",66,
1054,-35.434406,149.083588,HURTLE AV AFTER BARDOLPH ST,BONYTHON,"(-35.434406, 149.083588)",66,
1055,-35.433937,149.082886,HURTLE AV AFTER EBENEZER ST,BONYTHON,"(-35.433937, 149.082886)",66,
4986,-35.229664,149.022766,FULLAGAR CR BEFORE ASHBURNER ST,HIGGINS,"(-35.229664, 149.022766)",88,
4987,-35.230949,149.023117,FULLAGAR CR HIGGINS OVAL,HIGGINS,"(-35.230949, 149.023117)",88,
5024,-35.230408,149.046509,SOUTHERN CROSS DR AFTER LUXTON ST,SCULLIN,"(-35.230408, 149.046509)",117,
5025,-35.202499,149.021942,GINNINDERRA DR AFTER LANCE HILL AV,DUNLOP,"(-35.202499, 149.021942)",114,
5021,-35.24353,149.054642,BELCONNEN WY AFTER PETTERD ST,PAGE,"(-35.24353, 149.054642)",50,
5022,-35.231949,149.034454,KINGSFORD SMITH DR AFTER WIRRAWAY CR,SCULLIN,"(-35.231949, 149.034454)",117,
5029,-35.232513,149.049988,SOUTHERN CROSS BEFORE CHEWINGS ST,PAGE,"(-35.232513, 149.049988)",50,
5030,-35.224972,149.005096,SPOFFORTH ST AFTER MESSSENGER ST,HOLT,"(-35.224972, 149.005096)",29,
5026,-35.189392,149.021713,KERRIGAN ST AFTER TRAEGER ST,DUNLOP,"(-35.189392, 149.021713)",114,
5028,-35.231945,149.049728,SOUTHERN CROSS AFTER RATCLIFFE ST,FLOREY,"(-35.231945, 149.049728)",11,
5011,-35.228031,149.09848,BALDWIN DR BEFORE MARIBYRNONG AV SOUTH ENTRY,KALEEN,"(-35.228031, 149.09848)",4,
5012,-35.229893,149.094528,BALDWIN DR BEFORE MARIBYRNONG AV,LAWSON,"(-35.229893, 149.094528)",91,
5009,-35.226742,149.099518,BALDWIN DR BEFORE KALEEN HS,LAWSON,"(-35.226742, 149.099518)",91,
5010,-35.228394,149.097458,BALDWIN DR AFTER MARIBYRNONG AV SOUTH ENTRY,LAWSON,"(-35.228394, 149.097458)",91,
5015,-35.217415,149.090332,BALDWIN DR AFTER GUM ST,GIRALANG,"(-35.217415, 149.090332)",44,
5016,-35.217575,149.086792,BALDWIN DR AFTER WILLIAM SLIM DR,GIRALANG,"(-35.217575, 149.086792)",44,
4973,-35.251682,149.090225,MARY POTTER CCT CALVARY HOSPITAL,BRUCE,"(-35.251682, 149.090225)",90,
4970,-35.196499,149.015213,KERRIGAN ST AFTER BEDOURIE ST,DUNLOP,"(-35.196499, 149.015213)",114,
4971,-35.240219,149.091599,EARDLEY ST AFTER HAYDON DR,BRUCE,"(-35.240219, 149.091599)",90,
4993,-35.221104,149.038361,O'LOGHLEN ST AFTER 2ND CHAMBERS ST,LATHAM,"(-35.221104, 149.038361)",56,
5003,-35.229382,149.044449,SOUTHERN CROSS DR BEFORE RATCLIFFE CR,FLOREY,"(-35.229382, 149.044449)",11,
4990,-35.230095,149.028442,CASTIEAU CR AFTER DETHRIDGE ST,HIGGINS,"(-35.230095, 149.028442)",88,
4991,-35.231838,149.034164,KINGSFORD SMITH DR AFTER FINDLAY ST,HIGGINS,"(-35.231838, 149.034164)",88,
5007,-35.224987,149.100586,BALDWIN DR KALEEN HS,KALEEN,"(-35.224987, 149.100586)",4,
5008,-35.22681,149.099594,BALDWIN DR AFTER KALEEN HS,KALEEN,"(-35.22681, 149.099594)",4,
5004,-35.221943,149.100388,BALDWIN DR AFTER MARIBYRNONG AV,KALEEN,"(-35.221943, 149.100388)",4,
5005,-35.221828,149.100204,BALDWIN DR BEFORE MARIBYRNONG AV NORTH ENTRY,LAWSON,"(-35.221828, 149.100204)",91,
4985,-35.229202,149.022827,FULLAGAR CR AFTER STARKE ST,HIGGINS,"(-35.229202, 149.022827)",88,
4982,-35.240353,149.091583,EARDLEY ST AFTER THYNNE ST,BRUCE,"(-35.240353, 149.091583)",90,
4983,-35.239662,149.026108,DRAKE BROCKMAN DR AFTER KINSELLA ST,HIGGINS,"(-35.239662, 149.026108)",88,
4988,-35.231277,149.02301,FULLAGAR CR 2ND BEFORE ASHBURNER ST,HIGGINS,"(-35.231277, 149.02301)",88,
4989,-35.229977,149.028534,CASTIEAU ST AFTER FULLAGER CR,HIGGINS,"(-35.229977, 149.028534)",88,
4954,-35.222073,149.011917,BEAUREPAIRE CR AFTER MESSENGER ST,HOLT,"(-35.222073, 149.011917)",29,
4951,-35.225277,149.00499,SPOFFORTH ST BEFORE MESSENGER ST,HOLT,"(-35.225277, 149.00499)",29,
4952,-35.219734,149.013519,BEAUREPAIRE CR AFTER ARMSTRONG CR,HOLT,"(-35.219734, 149.013519)",29,
4976,-35.25285,149.090912,CALVARY HOSPITAL A&E WEST SIDE,BRUCE,"(-35.25285, 149.090912)",90,
4977,-35.253914,149.088791,MARY POTTER CCT 3RD CALVARY HOSPITAL,BRUCE,"(-35.253914, 149.088791)",90,
4974,-35.251862,149.090408,CALVARY HOSPITAL 3RD AFTER HAYDON DR,BRUCE,"(-35.251862, 149.090408)",90,
4975,-35.252838,149.091095,CALVARY HOSPITAL A&E EAST SIDE,BRUCE,"(-35.252838, 149.091095)",90,
4980,-35.191624,149.028366,KERRIGAN ST AFTER POLLILIGHT ST,DUNLOP,"(-35.191624, 149.028366)",114,
4981,-35.191696,149.028473,KERRIGAN ST AFTER BRANSON ST,DUNLOP,"(-35.191696, 149.028473)",114,
4978,-35.253883,149.089218,CALVARY HOSPITAL MAIN ENTRANCE,BRUCE,"(-35.253883, 149.089218)",90,
4979,-35.242313,149.086319,COLLEGE ST UNIVERSITY OF CANBERRA,BRUCE,"(-35.242313, 149.086319)",90,
4965,-35.344452,149.155685,JERRABOMBERRA AV AGSO,SYMONSTON,"(-35.344452, 149.155685)",110,
4969,-35.196442,149.015121,KERRIGAN ST AFTER GINNINDERRA DR,DUNLOP,"(-35.196442, 149.015121)",114,
4963,-35.348705,149.155899,NARRABUNDAH LANE SUNDOWN MOTEL RESORT,SYMONSTON,"(-35.348705, 149.155899)",110,
4964,-35.343983,149.154907,JERRABOMBERRA AV OPP AGSO,SYMONSTON,"(-35.343983, 149.154907)",110,
4972,-35.242538,149.085709,COLLEGE ST OPP UNIVERSITY OF CANBERRA,BRUCE,"(-35.242538, 149.085709)",90,
5111,-35.29586,149.18956,CATALINA DR COSTCO,CANBERRA AIRPORT,"(-35.29586, 149.18956)",99,
5127,-35.330887,149.162582,CANBERRA AV AFTER IPSWICH ST,FYSHWICK,"(-35.330887, 149.162582)",64,
5103,-35.299023,149.188065,CATALINA DR,CANBERRA AIRPORT,"(-35.299023, 149.188065)",99,
5110,-35.29961,149.189026,DAKOTA DR AFTER SPITFIRE AV,CANBERRA AIRPORT,"(-35.29961, 149.189026)",99,
4957,-35.224949,149.016693,STARKE ST AFTER BEAUREPAIRE CR,HOLT,"(-35.224949, 149.016693)",29,
4958,-35.22324,149.016754,STARKE ST 2ND AFTER BEAUREPAIRE CR,HOLT,"(-35.22324, 149.016754)",29,
4955,-35.222168,149.012009,BEAUREPAIRE CR HOLT PS,HOLT,"(-35.222168, 149.012009)",29,
4956,-35.226009,149.016891,STARKE ST 2ND AFTER LUKE ST,HOLT,"(-35.226009, 149.016891)",29,
4961,-35.345318,149.138809,MUGGA LANE AFTER HINDMARSH DR,SYMONSTON,"(-35.345318, 149.138809)",110,
4962,-35.348785,149.155975,NARRABUNDAH LANE OPP SUNDOWN MOTEL,SYMONSTON,"(-35.348785, 149.155975)",110,
4959,-35.223511,149.016846,STARKE ST AFTER LUKE ST,HOLT,"(-35.223511, 149.016846)",29,
4960,-35.345226,149.138748,MUGGA LANE QUAMBY DETENTION CENTRE,SYMONSTON,"(-35.345226, 149.138748)",110,
4949,-35.22718,149.006271,SPOFFORTH ST 2ND AFTER STOCKDILL DR,HOLT,"(-35.22718, 149.006271)",29,
4950,-35.226982,149.006271,SPOFFORTH ST 2ND AFTER MESSENGER ST,HOLT,"(-35.226982, 149.006271)",29,
4948,-35.22974,149.008591,DRAKE BROCKMAN DR AFTER SPOFFORTH ST,HOLT,"(-35.22974, 149.008591)",29,
4953,-35.219837,149.013657,BEAUREPAIRE CR AFTER SOUTHERN CROSS DR,HOLT,"(-35.219837, 149.013657)",29,
5083,-35.186932,149.124054,THE VALLEY AV AFTER GUNGAHLIN DR,GUNGAHLIN,"(-35.186932, 149.124054)",89,
5084,-35.187759,149.123306,BURGMANN ANGLICAN SCHOOL THE VALLEY AV,GUNGAHLIN,"(-35.187759, 149.123306)",89,
5081,-35.169155,149.12941,KATHERINE AV AFTER TIMBORAM ST,AMAROO,"(-35.169155, 149.12941)",54,
5082,-35.16946,149.131821,KATHERINE AV AFTER COOLOOLA ST,AMAROO,"(-35.16946, 149.131821)",54,
5141,-35.233608,149.062439,JOYNTON SMITH DR AFTER MORELL ST,BELCONNEN,"(-35.233608, 149.062439)",32,
5142,-35.2337,149.062317,JOYNTON SMITH DR AFTER BEISSEL ST,BELCONNEN,"(-35.2337, 149.062317)",32,
5139,-35.230595,149.061752,JOYNTON SMITH DR AFTER SUTHERLAND CR,BELCONNEN,"(-35.230595, 149.061752)",32,
5140,-35.231247,149.061615,JOYNTON SMITH DR NORTH AFTER SUTHERLAND CR,BELCONNEN,"(-35.231247, 149.061615)",32,
5149,-35.238396,149.071045,EMU BANK DR AFTER VERYARD CL,BELCONNEN,"(-35.238396, 149.071045)",32,
5150,-35.238731,149.071243,EMU BANK DR AFTER SOUNDY CL,BELCONNEN,"(-35.238731, 149.071243)",32,
5147,-35.23629,149.068436,EMU BANK DR BEFORE BENJAMIN WY,BELCONNEN,"(-35.23629, 149.068436)",32,
5148,-35.236156,149.068527,EMU BANK DR AFTER BENJAMIN WY,BELCONNEN,"(-35.236156, 149.068527)",32,
5101,-35.193722,149.031326,KERRIGAN ST AFTER POLILIGHT ST ROUNDABOUT,DUNLOP,"(-35.193722, 149.031326)",114,
5102,-35.19376,149.031235,KERRIGAN ST BEFORE DUNNET ST,DUNLOP,"(-35.19376, 149.031235)",114,
5098,-35.197163,149.021835,LANCE HILL AV AFTER SHRIVELL CCT,DUNLOP,"(-35.197163, 149.021835)",114,
5099,-35.195164,149.02037,LANCE HILL AV AFTER SHOOBRIDGE CCT,DUNLOP,"(-35.195164, 149.02037)",114,
5067,-35.186161,149.092804,TEMPERLEY ST AFTER 2ND SUE GEH CCT,NICHOLLS,"(-35.186161, 149.092804)",75,
5068,-35.189888,149.095367,TEMPERLEY ST AFTER VINER PL,NICHOLLS,"(-35.189888, 149.095367)",75,
5065,-35.180424,149.093185,KELLEWAY AV OPP GOLD CREEK HIGH,NICHOLLS,"(-35.180424, 149.093185)",75,
5066,-35.188026,149.094162,TEMPERLEY ST AFTER STEDMAN PL,NICHOLLS,"(-35.188026, 149.094162)",75,
5088,-35.228722,149.007156,SPOFFORTH ST BEFORE DRAKE BROCKMAN DR,HOLT,"(-35.228722, 149.007156)",29,
5089,-35.22876,149.007019,SPOFFORTH ST AFTER STROCKDILL DR,HOLT,"(-35.22876, 149.007019)",29,
5085,-35.181183,149.13324,GOZZARD ST GUNGAHLIN,GUNGAHLIN,"(-35.181183, 149.13324)",89,
5086,-35.181793,149.133209,GOZZARD ST AFTER GUNDAROO RD,GUNGAHLIN,"(-35.181793, 149.133209)",89,
