"id","type","division","location","image_link","video_link","latitude","longitude","location_1_2"
"341","Balance Beam","Denman Prospect","Ada Norris Avenue Pedestrian Parkland",,,"-35.303858","149.024456","
,  
(-35.303858, 149.024456)"
"342","Balance Beam","Denman Prospect","Ada Norris Avenue Pedestrian Parkland",,,"-35.303874","149.024382","
,  
(-35.303874, 149.024382)"
"345","Balance Beam","Denman Prospect","Ada Norris Avenue Pedestrian Parkland",,,"-35.30394","149.024174","
,  
(-35.30394, 149.024174)"
"343","Balance Beam","Denman Prospect","Ada Norris Avenue Pedestrian Parkland",,,"-35.303896","149.024305","
,  
(-35.303896, 149.024305)"
"344","Balance Beam","Denman Prospect","Ada Norris Avenue Pedestrian Parkland",,,"-35.30392","149.024227","
,  
(-35.30392, 149.024227)"
"347","Ping Pong Table","Denman Prospect","Trinca Street Pedestrian Parkland",,,"-35.300384","149.026993","
,  
(-35.300384, 149.026993)"
"346","Ping Pong Table","Denman Prospect","Trinca Street Pedestrian Parkland",,,"-35.300311","149.027143","
,  
(-35.300311, 149.027143)"
"348","Recreational Court","Denman Prospect","Trinca Street Pedestrian Parkland",,,"-35.300299","149.026879","
,  
(-35.300299, 149.026879)"
"349","Recreational Court","Denman Prospect","Trinca Street Pedestrian Parkland",,,"-35.300182","149.027085","
,  
(-35.300182, 149.027085)"
"174","Stretching Equipment","Deakin","Denison Street - Pedestrian Parkland",,,"-35.315361","149.095568","
,  
(-35.315361, 149.095568)"
"136","Vault","Ainslie","Ainslie Football Park",,,"-35.263033","149.138728","
,  
(-35.263033, 149.138728)"
"310","Parallel Bars","Chifley","Shann Place Neighbourhood Park",,,"-35.351354","149.0779","
,  
(-35.351354, 149.0779)"
"215","Aerobic Walker","Wright","Peter Cullen Way Neighbourhood Park",,,"-35.323684","149.033067","
,  
(-35.323684, 149.033067)"
"239","Pull Ups","Gungahlin","Yerrabi District Park",,,"-35.178029","149.130632","
,  
(-35.178029, 149.130632)"
"63","Body Lift","Holt","Fullston Way Neighbourhood Park",,,"-35.228947","149.000234","
,  
(-35.228947, 149.000234)"
"165","Parallel Bars","Kaleen","Maribyrnong Avenue Neighbourhood Park",,,"-35.2229","149.111542","
,  
(-35.2229, 149.111542)"
"300","Sit Up Bench","Belconnen","John Knight Memorial Park",,,"-35.237144","149.073958","
,  
(-35.237144, 149.073958)"
"259","Sit Up Bench","Phillip","Eddison District Park",,,"-35.341924","149.090391","
,  
(-35.341924, 149.090391)"
"213","Ping Pong Table","Bonner","Bilin Bilins Treet Neighbourhood Park",,,"-35.152422","149.147076","
,  
(-35.152422, 149.147076)"
"233","Push Ups","Campbell","Campbell Sect 5 Fitness Site A",,,"-35.288681","149.144923","
,  
(-35.288681, 149.144923)"
"304","Vault","Belconnen","John Knight  Memorial Park",,,"-35.237148","149.073737","
,  
(-35.237148, 149.073737)"
"298","Log Hop","Belconnen","John Knight Memorial Park",,,"-35.237297","149.073844","
,  
(-35.237297, 149.073844)"
"224","Stretching Equipment","Wright","Dunphy Street Pedestrian Parkland",,,"-35.324746","149.038493","
,  
(-35.324746, 149.038493)"
"71","Chest Press","Moncrieff","Bon Scott Crescent Crip Park",,,"-35.155368","149.120989","
,  
(-35.155368, 149.120989)"
"173","Stretching Equipment","Deakin","Denison Street - Pedestrian Parkland",,,"-35.315335","149.095528","
,  
(-35.315335, 149.095528)"
"292","Stretching Equipment","Belconnen","John Knight Memorial Park",,,"-35.23716","149.073709","
,  
(-35.23716, 149.073709)"
"242","Bench Dip","Gungahlin","Yerrabi District Park",,,"-35.178073","149.13064","
,  
(-35.178073, 149.13064)"
"184","Stretching Equipment","Yarralumla","Mariner Place - Pedestrian Parkland",,,"-35.300453","149.121029","
,  
(-35.300453, 149.121029)"
"74","Sit Up Bench","Moncrieff","Bon Scott Crescent Crip Park",,,"-35.155409","149.120922","
,  
(-35.155409, 149.120922)"
"266","Multi Station","Crace","Crace Crip Community Park",,,"-35.200725","149.10307","
,  
(-35.200725, 149.10307)"
"64","Step Ups","Holt","Fullston Way Neighbourhood Park",,,"-35.229444","149.000529","
,  
(-35.229444, 149.000529)"
"209","Chinup Bar","Greenway","Tuggeranong Town Park",,,"-35.412334","149.068039","
,  
(-35.412334, 149.068039)"
"177","Multi Station","Deakin","Denison Street - Pedestrian Parkland",,,"-35.31536","149.095556","
,  
(-35.31536, 149.095556)"
"286","Chinup Bar","Holt","Beaurepaire Crescent Neighbourhood Park",,,"-35.222584","149.013194","
,  
(-35.222584, 149.013194)"
"58","Stretching Equipment","Holt","Fullston Way Neighbourhood Park",,,"-35.228089","148.999604","
,  
(-35.228089, 148.999604)"
"260","Sit Up Bench","Forde","Zakharov Avenue Pedestrian Parkland",,,"-35.172773","149.143759","
,  
(-35.172773, 149.143759)"
"251","Step Ups","Coombs","Noffs Crescent Pedestrian Parkland",,,"-35.322953","149.050719","
,  
(-35.322953, 149.050719)"
"82","Chest Press","Taylor","Sutherland Crescent Neighbourhood Park",,,"-35.151062","149.108376","
,  
(-35.151062, 149.108376)"
"194","Parallel Bars","Yarralumla","Alexandrina Drive - Native Grassland Site",,,"-35.298054","149.111102","
,  
(-35.298054, 149.111102)"
"188","Push Ups","Yarralumla","Alexandrina Drive - Pedestrian Parkland",,,"-35.299931","149.115972","
,  
(-35.299931, 149.115972)"
"307","Chinup Bar","Kambah","Summerland Circuit Neighbourhood Park",,,"-35.385692","149.071178","
,  
(-35.385692, 149.071178)"
"67","Sit Ups & Push Ups","Holt","Fullston Way Neighbourhood Park",,,"-35.229525","148.999841","
,  
(-35.229525, 148.999841)"
"230","Ping Pong Table","Wright","Alex Colley Crescent Pedestrian Parkland",,,"-35.311798","149.030434","
,  
(-35.311798, 149.030434)"
"241","Multi Station","Gungahlin","Yerrabi District Park",,,"-35.17807","149.130662","
,  
(-35.17807, 149.130662)"
"167","Log Hop","Deakin","Denison Street - Pedestrian Parkland",,,"-35.315289","149.095565","
,  
(-35.315289, 149.095565)"
"132","Horizontal Ladder","Ainslie","Ainslie Football Park",,,"-35.262629","149.138784","
,  
(-35.262629, 149.138784)"
"280","Jump To Touch","Cook","Templeton Crescent Neighbourhood Park",,,"-35.258412","149.062102","
,  
(-35.258412, 149.062102)"
"73","Chinup Bar","Moncrieff","Bon Scott Crescent Crip Park",,,"-35.155391","149.120949","
,  
(-35.155391, 149.120949)"
"282","Sit Up Bench","Cook","Templeton Crescent Neighbourhood Park",,,"-35.258367","149.062138","
,  
(-35.258367, 149.062138)"
