"title","event_start","event_end","subcategory_1","subcategory_2","location"
"Made Possible By Melbourne","2016-11-01T00:00:00.000","2016-11-03T00:00:00.000","Promotion",,"City Square, Flinders St Station, Queensbridge Square , Bourke St Mall - next to Tourism booth"
"Plan International Promotion","2016-11-03T00:00:00.000","2016-12-23T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth, Evan Walker Bridge"
"World Vision Australia","2016-11-03T00:00:00.000","2016-11-10T00:00:00.000","Promotion",,"Flinders St Station"
"Nkl Launch","2016-11-04T00:00:00.000","2016-11-04T00:00:00.000","Promotion",,"City Square"
"Nova100 And Praise","2016-11-05T00:00:00.000","2016-11-05T00:00:00.000","Promotion",,"Southbank Spillway"
"The Climatarian Challenge AppLaunch","2016-11-12T00:00:00.000","2016-11-12T00:00:00.000","Promotion",,"Queensbridge Square"
"Breakfast On Blue Dinosaur","2016-11-17T00:00:00.000","2016-11-17T00:00:00.000","Promotion",,"Flinders St Station"
"7 Eleven Product Launch","2016-11-22T00:00:00.000","2016-11-23T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street"
"Simply Cups: Disruptive InnovationFor Recycling","2016-11-25T00:00:00.000","2016-11-25T00:00:00.000","Promotion",,"Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street, Southbank Spillway"
"Felix: Cat-a-thon","2016-11-26T00:00:00.000","2016-11-26T00:00:00.000","Promotion",,"Queensbridge Square"
"Australian Open Installation","2016-12-11T00:00:00.000","2016-12-18T00:00:00.000","Promotion",,"Queensbridge Square"
"Free Gift Wrapping","2016-12-12T00:00:00.000","2016-12-23T00:00:00.000","Promotion",,"Bourke Street"
"Promotion - Ikea Christmas Activation","2016-12-15T00:00:00.000","2016-12-15T00:00:00.000","Promotion",,"Southbank Spillway"
"Maryborough Highland Gathering","2016-12-17T00:00:00.000","2016-12-17T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth"
"Vic Christmas Driver Reviver Event","2016-12-20T00:00:00.000","2016-12-20T00:00:00.000","Promotion",,"Queensbridge Square"
"Myer Boxing Day Promotion","2016-12-26T00:00:00.000","2016-12-26T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Parma Sliders - Latitude FinancialServices","2017-01-12T00:00:00.000","2017-01-12T00:00:00.000","Promotion",,"Southbank Spillway"
"Coke Roadshow","2017-01-13T00:00:00.000","2017-01-13T00:00:00.000","Promotion",,"Southbank Spillway"
"Wateraid Australia","2017-01-16T00:00:00.000","2017-02-20T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth, Evan Walker Bridge, Southern Cross Pedestrian Bridge"
"Greepeace Australia Pacific","2017-01-16T00:00:00.000","2017-01-20T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Visit Italy","2017-01-17T00:00:00.000","2017-01-18T00:00:00.000","Promotion",,"Flinders St Station"
"Annual Member Drive","2017-01-24T00:00:00.000","2017-03-01T00:00:00.000","Promotion",,"Melbourne Central Station - Swanston Street, Queensbridge Square , All Other Spaces"
"Childfund Australia","2017-01-24T00:00:00.000","2017-01-27T00:00:00.000","Promotion",,"Flinders St Station"
"Chinese New Year Lion Dancers","2017-01-30T00:00:00.000","2017-02-06T00:00:00.000","Promotion",,"Collins Street"
"Coles Transit Sampling","2017-01-30T00:00:00.000","2017-01-30T00:00:00.000","Promotion",,"Southern Cross Pedestrian Bridge"
"Coles Food Truck Sampling","2017-02-03T00:00:00.000","2017-02-03T00:00:00.000","Promotion",,"Piazza Italia"
"Plan International","2017-02-08T00:00:00.000","2017-03-03T00:00:00.000","Promotion",,"Flinders St Station, Southbank Spillway , Bourke St Mall - next to Tourism booth, All Other Spaces"
"Chemist Warehouse Grand Opening","2017-02-13T00:00:00.000","2017-02-19T00:00:00.000","Promotion",,"Inner Suburb Locations"
"Work With Nature","2017-02-27T00:00:00.000","2017-02-28T00:00:00.000","Promotion",,"Southern Cross Pedestrian Bridge"
"Wateraid Australia","2017-02-27T00:00:00.000","2017-04-14T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth, Evan Walker Bridge, 70 Errol Street, North Melbourne"
"Greenpeace Promotion","2017-02-27T00:00:00.000","2017-03-03T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Childfund Australia","2017-02-27T00:00:00.000","2017-03-03T00:00:00.000","Promotion",,"Evan Walker Bridge"
"Heart Research Institute","2017-03-06T00:00:00.000","2017-04-28T00:00:00.000","Promotion",,"Flinders St Station, All Other Spaces"
"Puppy Pals","2017-03-06T00:00:00.000","2017-05-27T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth, 70 Errol Street, North Melbourne"
"Jnto - Ice Cream Truck","2017-03-11T00:00:00.000","2017-03-12T00:00:00.000","Promotion",,"Queensbridge Square"
"Premiers Active April","2017-03-15T00:00:00.000","2017-04-02T00:00:00.000","Promotion",,"Flinders St Station"
"Nova100 and Vodafone Promotion","2017-03-16T00:00:00.000","2017-03-16T00:00:00.000","Promotion",,"Collins Street"
"Australian Formula One Grand PrixProduct Sample","2017-03-22T00:00:00.000","2017-03-28T00:00:00.000","Promotion",,"Elizabeth Street"
"Squeaky Clean' ComedyPerformance","2017-03-25T00:00:00.000","2017-03-25T00:00:00.000","Promotion",,"Southbank Spillway"
"Amnesty International Promotion","2017-03-27T00:00:00.000","2017-03-31T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"The Wilderness Society","2017-04-03T00:00:00.000","2017-04-07T00:00:00.000","Promotion",,"Southern Cross Pedestrian Bridge"
"Mountain Dew","2017-04-05T00:00:00.000","2017-04-05T00:00:00.000","Promotion",,"Southbank Spillway"
"Plan International","2017-04-10T00:00:00.000","2017-05-06T00:00:00.000","Promotion",,"Flinders St Station, Bourke St Mall - next to Tourism booth, Evan Walker Bridge, Southern Cross Pedestrian Bridge"
"Nova100's Comedy Kombi","2017-04-11T00:00:00.000","2017-04-11T00:00:00.000","Promotion",,"Southbank Spillway"
"Good Friday Appeal 14hr Relay","2017-04-13T00:00:00.000","2017-04-13T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Herbal Fix","2017-04-13T00:00:00.000","2017-04-13T00:00:00.000","Promotion",,"Southbank Spillway"
"Foot Locker Store Launch","2017-04-15T00:00:00.000","2017-04-15T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Western Distributor Project","2017-04-18T00:00:00.000","2017-04-21T00:00:00.000","Promotion",,"70 Errol Street, North Melbourne, Promotional Sites"
"Childfund Australia","2017-04-18T00:00:00.000","2017-04-21T00:00:00.000","Promotion",,"Flinders St Station"
"Greenpeace Promotion","2017-04-18T00:00:00.000","2017-04-21T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Herald Sun Tour 2014","2014-02-04T00:00:00.000","2014-02-05T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, AG - Riverslide Skate Park, Birrarung Marr, BM , Swanston Street, Bridges, Southbank Promenade, Queensbridge Square , Southbank Spillway , Evan Walker Bridge"
"Tour Duchenne","2014-03-29T00:00:00.000","2014-03-29T00:00:00.000","Public Event - Cycling Event",,"Queensbridge Square"
"Support After Suicide Bike Ride","2014-09-10T00:00:00.000","2014-09-10T00:00:00.000","Public Event - Cycling Event",,"Parks"
"Bupa Around The Bay 2014","2014-10-07T00:00:00.000","2014-10-22T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, St Kilda Road, Bridges, Alexandra Ave, City Square"
"Ride2Work Community Breakfast","2014-10-15T00:00:00.000","2014-10-15T00:00:00.000","Public Event - Cycling Event",,"Promotional Sites, All Other Spaces"
"Ride The Night","2015-01-31T00:00:00.000","2015-02-01T00:00:00.000","Public Event - Cycling Event",,"Birrarung Marr, Tom's Block, Other Park Locations, St Kilda Road, City Square"
"Herald Sun Tour 2015","2015-02-04T00:00:00.000","2015-02-04T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, Birrarung Marr, BM, Bridges, Southbank Promenade, Queensbridge Square , Southbank Spillway , Evan Walker Bridge"
"Melbourne To Namibia Ride Finale","2015-03-14T00:00:00.000","2015-03-15T00:00:00.000","Public Event - Cycling Event",,"Parks"
"Cycle Messenger WorldChampionships 2015","2015-04-04T00:00:00.000","2015-04-05T00:00:00.000","Public Event - Cycling Event",,"Promotional Sites, Parks, All Other Spaces, Roads / Public Access Spaces"
"MS Melbourne Cycle 2015","2015-04-18T00:00:00.000","2015-04-19T00:00:00.000","Public Event - Cycling Event",,"Princes Park"
"Seafood Lane","2014-03-09T00:00:00.000","2014-03-09T00:00:00.000","Public Event - Non-ticketed",,"McKillop Street"
"Bupa Around The Bay 2015","2015-10-01T00:00:00.000","2015-10-14T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, St Kilda Road"
"Ride The Night","2016-01-27T00:00:00.000","2016-01-31T00:00:00.000","Public Event - Cycling Event",,"Exhibition Street, La Trobe Street, Swanston Street, St Kilda Road, Bridges, Inner Suburb Locations, City Square, Promotional Sites, All Other Spaces, Harbour Esplanade, Roads / Public Access Spaces"
"Jayco Herald Sun Tour Prologue","2016-02-03T00:00:00.000","2016-02-03T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, AG - Riverslide Skate Park, Birrarung Marr, BM - Fed Sq + Princes Walk - FYI ONLY DO NOT BOOK, Bridges, Southbank Promenade, Queensbridge Square , Southbank Spillway , Evan Walker Bridge"
"The Womens Ride: Docklands Hub","2016-03-06T00:00:00.000","2016-03-06T00:00:00.000","Public Event - Cycling Event",,"Promotional Sites, Parks, All Other Spaces"
"Around The Bay 2016","2016-09-26T00:00:00.000","2016-10-13T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, Kings Domain, Queen Victoria Gardens, St Kilda Road"
"Ride2Work Day","2016-10-11T00:00:00.000","2016-10-12T00:00:00.000","Public Event - Cycling Event",,"City Square, Promotional Sites, All Other Spaces"
"2016 Steer North Ride - The SendOff","2016-12-03T00:00:00.000","2016-12-03T00:00:00.000","Public Event - Cycling Event",,"Piazza Italia"
"Ride The Night","2017-01-25T00:00:00.000","2017-01-29T00:00:00.000","Public Event - Cycling Event",,"Riverside Park , Exhibition Street, La Trobe Street, Swanston Street, St Kilda Road, Bridges, Inner Suburb Locations, Promotional Sites, All Other Spaces, Privately Managed Event Spaces, Roads / Public Access Spaces"
"Jayco Herald Sun Tour 2017","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","Public Event - Cycling Event",,"Alexandra Gardens, AG - Riverslide Skate Park, Birrarung Marr, BM - Fed Sq + Princes Walk - FYI ONLY DO NOT BOOK, Bridges, Southbank Promenade, Queensbridge Square , Southbank Spillway , Evan Walker Bridge"
"Play Me, I'm Yours","2014-01-09T00:00:00.000","2014-01-28T00:00:00.000","Public Event - Low Impact Activity",,"Queen Victoria Gardens, Bourke Street, Swanston Street, Bridges, Southbank Promenade, City Square, Evan Walker Bridge"
"Shape Your Carlton Garden Party(CoM)","2014-03-03T00:00:00.000","2014-03-03T00:00:00.000","Public Event - Low Impact Activity",,"Other Park Locations"
"Playtime In The Park","2014-04-04T00:00:00.000","2014-04-04T00:00:00.000","Public Event - Low Impact Activity",,"Flagstaff Gardens"
"Next Wave Festival","2014-04-26T00:00:00.000","2014-05-12T00:00:00.000","Public Event - Low Impact Activity",,"Alexandra Gardens, Swanston Street, Inner Suburb Locations, Degraves Street, Degraves Place, Hosier Lane, Queensbridge Square , Southbank Spillway"
"Community Engagement","2014-05-12T00:00:00.000","2014-06-05T00:00:00.000","Public Event - Low Impact Activity",,"Promotional Sites, Parks, All Other Spaces"
"Miff Decals","2014-07-31T00:00:00.000","2014-08-18T00:00:00.000","Public Event - Low Impact Activity",,"Collins Street, La Trobe Street, Russell Street, Swanston Street"
"MGS Inter-house X Country","2014-08-06T00:00:00.000","2014-08-06T00:00:00.000","Public Event - Low Impact Activity",,"Kings Domain"
"Myer 10 Yr One Loyalty ProgramCelebration","2014-08-28T00:00:00.000","2014-08-28T00:00:00.000","Public Event - Low Impact Activity",,"Bourke Street"
"City Sessions","2014-10-04T00:00:00.000","2014-10-04T00:00:00.000","Public Event - Low Impact Activity",,"Campbell Arcade"
"Laneway Cricket 2014","2014-10-06T00:00:00.000","2014-10-14T00:00:00.000","Public Event - Low Impact Activity",,"Baptist Place"
"Meyers Place Latin Fiesta","2014-10-12T00:00:00.000","2014-10-12T00:00:00.000","Public Event - Low Impact Activity",,"Meyers Place (Green Laneway)"
"E-waste Recycling Day","2014-10-25T00:00:00.000","2014-10-25T00:00:00.000","Public Event - Low Impact Activity",,"City Square"
"Share Our Streets","2014-11-10T00:00:00.000","2014-11-10T00:00:00.000","Public Event - Low Impact Activity",,"Promotional Sites"
"Salvation Army Christmas Carolling","2014-11-26T00:00:00.000","2014-11-29T00:00:00.000","Public Event - Low Impact Activity",,"Bourke Street, Southbank Spillway , Promotional Sites"
"Our Christmas Gift ConcertSpectacular","2014-11-29T00:00:00.000","2014-11-29T00:00:00.000","Public Event - Low Impact Activity",,"Inner Suburb Locations"
"ONCE Cast Performance","2014-12-18T00:00:00.000","2014-12-18T00:00:00.000","Public Event - Low Impact Activity",,"City Square"
"Park and Play' Summer Pop-UpProgram","2015-01-20T00:00:00.000","2015-01-20T00:00:00.000","Public Event - Low Impact Activity",,"Parks"
"Transitions Film Festival Screening","2015-02-23T00:00:00.000","2015-03-02T00:00:00.000","Public Event - Low Impact Activity",,"Argyle Square Stage Only, Other Park Locations, Piazza Italia"
"Movies Under The Stars At Yarra's Edge","2015-02-26T00:00:00.000","2015-03-13T00:00:00.000","Public Event - Low Impact Activity",,"Parks"
"Beethoven In Melbourne","2015-03-10T00:00:00.000","2015-03-10T00:00:00.000","Public Event - Low Impact Activity",,"Campbell Arcade"
"Mother's Day Cake Stall","2015-05-09T00:00:00.000","2015-05-09T00:00:00.000","Public Event - Low Impact Activity",,"Inner Suburb Locations"
"Come Together For Nepal","2015-05-22T00:00:00.000","2015-05-22T00:00:00.000","Public Event - Low Impact Activity",,"City Square"
"End Of Ramadan Celebration","2015-07-03T00:00:00.000","2015-07-03T00:00:00.000","Public Event - Low Impact Activity",,"Rutledge Lane"
"Office Of The Governor OpenHouse","2015-07-24T00:00:00.000","2015-07-27T00:00:00.000","Public Event - Low Impact Activity",,"Kings Domain"
"MPavilion 2015-2016","2015-08-03T00:00:00.000","2016-03-15T00:00:00.000","Public Event - Low Impact Activity",,"Queen Victoria Gardens"
"Melbourne Spring Fashion Week 2015Street Activation","2015-08-20T00:00:00.000","2015-09-06T00:00:00.000","Public Event - Low Impact Activity",,"Swanston Street"
"Mirvac Daffodil Day Activation","2015-08-26T00:00:00.000","2015-08-31T00:00:00.000","Public Event - Low Impact Activity",,"Promotional Sites, Parks"
"Signal Street Art Mentoring","2015-08-29T00:00:00.000","2015-08-30T00:00:00.000","Public Event - Low Impact Activity",,"Rutledge Lane"
"Overdose Awareness Day","2015-08-31T00:00:00.000","2015-08-31T00:00:00.000","Public Event - Low Impact Activity",,"Rutledge Lane"
"St Eugene Performing ArtsShowcase","2015-09-19T00:00:00.000","2015-09-22T00:00:00.000","Public Event - Low Impact Activity",,"Queensbridge Square , Southbank Spillway"
"Wedding Car Display","2015-09-20T00:00:00.000","2015-09-20T00:00:00.000","Public Event - Low Impact Activity",,"Queensbridge Square , Southbank Spillway"
"Laneway Cricket 2015","2015-09-30T00:00:00.000","2015-12-02T00:00:00.000","Public Event - Low Impact Activity",,"Baptist Place"
"First Friday Dance Club","2015-10-02T00:00:00.000","2016-06-03T00:00:00.000","Public Event - Low Impact Activity",,"City Square, Queensbridge Square"
"Hopscotch","2015-10-27T00:00:00.000","2015-10-27T00:00:00.000","Public Event - Low Impact Activity",,"Union Lane"
"CBD Remembrance DayCommemoration","2015-11-11T00:00:00.000","2015-11-11T00:00:00.000","Public Event - Low Impact Activity",,"Collins Street, Elizabeth Street, Flinders Street, Lonsdale Street, Queen Street, Spring Street, Swanston Street"
"Private 150 Anniversary Birthday FlowerPresentation","2015-11-15T00:00:00.000","2015-11-15T00:00:00.000","Public Event - Low Impact Activity",,"Chinatown Plaza"
"YMCA Peace Day","2015-11-17T00:00:00.000","2015-11-17T00:00:00.000","Public Event - Low Impact Activity",,"Argyle Square Stage Only, Other Park Locations, Piazza Italia"
"Pop Up Community Info Session","2015-12-05T00:00:00.000","2015-12-05T00:00:00.000","Public Event - Low Impact Activity",,"Inner Suburb Locations"
"Annual Show & Shine","2015-12-13T00:00:00.000","2015-12-13T00:00:00.000","Public Event - Low Impact Activity",,"Promotional Sites"
"Signal Summer Street ArtMentoring","2016-01-12T00:00:00.000","2016-01-14T00:00:00.000","Public Event - Low Impact Activity",,"Rutledge Lane"
"Family Fun Day","2016-01-20T00:00:00.000","2016-01-20T00:00:00.000","Public Event - Low Impact Activity",,"Neill Street Reserve"
"55th Annual Australia DayWomen's Ceremony","2016-01-21T00:00:00.000","2016-01-21T00:00:00.000","Public Event - Low Impact Activity",,"Kings Domain"
"Traditional Lion Dancing","2016-02-07T00:00:00.000","2016-02-14T00:00:00.000","Public Event - Low Impact Activity",,"Bourke Street, Little Bourke Street, Lonsdale Street"
"Promotion - Myer Melbourne Chinese New YearsPerformances","2016-02-13T00:00:00.000","2016-02-20T00:00:00.000","Public Event - Low Impact Activity",,"Bourke Street"
"Smooch A Pooch","2016-02-14T00:00:00.000","2016-02-14T00:00:00.000","Public Event - Low Impact Activity",,"Treasury Gardens, Queensbridge Square"
"Southey St Play Street","2016-04-17T00:00:00.000","2016-04-17T00:00:00.000","Public Event - Low Impact Activity",,"Inner Suburb Locations"
"Melbourne City Football Club TimCahill Signi","2016-08-27T00:00:00.000","2016-08-27T00:00:00.000","Public Event - Low Impact Activity",,"Flagstaff Gardens"
"Opening Of Eastwood And Rankins RoadReserve","2016-09-04T00:00:00.000","2016-09-04T00:00:00.000","Public Event - Low Impact Activity",,"Eastwood and Rankins Road Reserve"
"Festival Of Tabernacles","2016-10-19T00:00:00.000","2016-10-21T00:00:00.000","Public Event - Low Impact Activity",,"City Square"
"Casual Sport Permit - Animal Management.Lauren Devoy","2016-11-27T00:00:00.000","2016-11-27T00:00:00.000","Public Event - Low Impact Activity",,"Fawkner Park"
"Legal Laneway Breakfast","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","Public Event - Low Impact Activity",,"Hardware Lane"
"Lush Terrain","2017-03-02T00:00:00.000","2017-03-02T00:00:00.000","Public Event - Low Impact Activity",,"Fitzroy Gardens"
"Vamff at Myer","2017-03-17T00:00:00.000","2017-03-17T00:00:00.000","Public Event - Low Impact Activity",,"Bourke Street"
"Malaysian Welcoming Bbq 2017","2017-03-18T00:00:00.000","2017-03-18T00:00:00.000","Public Event - Low Impact Activity",,"Flagstaff Gardens"
"Harmony Day","2017-03-21T00:00:00.000","2017-03-21T00:00:00.000","Public Event - Low Impact Activity",,"Queensbridge Square"
"Hlttv Easter Event","2017-04-01T00:00:00.000","2017-04-01T00:00:00.000","Public Event - Low Impact Activity",,"Fawkner Park"
"Spanish Language Fiesta","2017-04-08T00:00:00.000","2017-04-08T00:00:00.000","Public Event - Low Impact Activity",,"Inner Suburb Locations"
"Musoka Debut/cosplay Meet","2017-04-08T00:00:00.000","2017-04-08T00:00:00.000","Public Event - Low Impact Activity",,"Treasury Gardens"
"Tide","2017-04-21T00:00:00.000","2017-04-23T00:00:00.000","Public Event - Low Impact Activity",,"Royal Park, RP - Walmsley House"
"Ride2work 2015","2015-10-04T00:00:00.000","2015-10-15T00:00:00.000","Public Event - Low Impact Activity,",,"City Square, Promotional Sites, All Other Spaces"
"Serena Williams Appearance WithBerlie (MYER)","2014-01-09T00:00:00.000","2014-01-09T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street, Bourke Street East, Bourke Street Mall - outfront of Adidas"
"Herald Sun Tour - LIVE RADIO OB","2014-02-05T00:00:00.000","2014-02-05T00:00:00.000","Public Event - Media/Launch Event",,"Queensbridge Square"
"Moomba Media Call","2014-02-13T00:00:00.000","2014-02-13T00:00:00.000","Public Event - Media/Launch Event",,"Alexandra Gardens"
"Share Our Streets Launch","2014-03-03T00:00:00.000","2014-04-17T00:00:00.000","Public Event - Media/Launch Event",,"Southbank Promenade, Southbank Spillway , All Other Spaces"
"Windows By Design Media Launch","2014-03-03T00:00:00.000","2014-03-03T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street, Bourke Street Mall - outfront of Adidas , Bourke St Mall - next to Tourism booth"
"Grand Prix Swanston StreetActivation","2014-03-11T00:00:00.000","2014-03-11T00:00:00.000","Public Event - Media/Launch Event",,"Collins Street, Swanston Street"
"Premier's Active April Launch","2014-04-01T00:00:00.000","2014-04-01T00:00:00.000","Public Event - Media/Launch Event",,"Southbank Spillway"
"Emporium Melbourne OpeningDay Event","2014-04-16T00:00:00.000","2014-04-16T00:00:00.000","Public Event - Media/Launch Event",,"Lonsdale Street"
"Peter Alexander Launch Event","2014-04-26T00:00:00.000","2014-04-26T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street, Elizabeth Street"
"Good Food And Wine ShowLaunch","2014-05-24T00:00:00.000","2014-05-24T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street"
"Library at the Dock OfficialOpening","2014-05-30T00:00:00.000","2014-05-31T00:00:00.000","Public Event - Media/Launch Event",,"All Other Spaces"
"Melbourne Launch Of Suitjet","2014-08-26T00:00:00.000","2014-08-26T00:00:00.000","Public Event - Media/Launch Event",,"Promotional Sites"
"Product Launch, Telstra","2014-09-18T00:00:00.000","2014-09-19T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street"
"2014 Motogp Media Call","2014-10-15T00:00:00.000","2014-10-15T00:00:00.000","Public Event - Media/Launch Event",,"Alexandra Gardens"
"Spring Racing Shopping Night","2014-10-23T00:00:00.000","2014-10-23T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street"
"Private Bioblitz Melbourne Launch","2014-10-31T00:00:00.000","2014-10-31T00:00:00.000","Public Event - Media/Launch Event",,"Fitzroy Gardens"
"Dracula's New Show Launch","2014-10-31T00:00:00.000","2014-10-31T00:00:00.000","Public Event - Media/Launch Event",,"Inner Suburb Locations"
"Living Legends Melbourne Cup MediaLaunch","2014-11-02T00:00:00.000","2014-11-02T00:00:00.000","Public Event - Media/Launch Event",,"Promotional Sites, All Other Spaces"
"Share Our Streets","2014-11-24T00:00:00.000","2014-12-10T00:00:00.000","Public Event - Media/Launch Event",,"Southbank Spillway , Promotional Sites"
"Private Monument Park Launch","2014-12-10T00:00:00.000","2014-12-10T00:00:00.000","Public Event - Media/Launch Event",,"Promotional Sites"
"Chinese Youth Society OfMelbourne","2014-12-15T00:00:00.000","2014-12-15T00:00:00.000","Public Event - Media/Launch Event",,"Little Bourke Street"
"Private AGPC Parliament F1 Car Run","2015-03-06T00:00:00.000","2015-03-10T00:00:00.000","Public Event - Media/Launch Event",,"Spring Street, Inner Suburb Locations"
"Circus Oz Publicity","2015-04-17T00:00:00.000","2015-04-17T00:00:00.000","Public Event - Media/Launch Event",,"Birrarung Marr"
"Australian Boomers & OpalsAppearance","2015-08-10T00:00:00.000","2015-08-12T00:00:00.000","Public Event - Media/Launch Event",,"Queensbridge Square"
"Neill Street Reserve OfficialOpening","2015-08-15T00:00:00.000","2015-08-15T00:00:00.000","Public Event - Media/Launch Event",,"Neill Street Reserve"
"Australian Open Media Launch","2015-10-13T00:00:00.000","2015-10-13T00:00:00.000","Public Event - Media/Launch Event",,"Birrarung Marr, Swanston Street, City Square, Flinders St Station, Melbourne Central Station - Swanston Street"
"Australian Open Activation","2015-10-20T00:00:00.000","2015-10-26T00:00:00.000","Public Event - Media/Launch Event",,"City Square"
"Today Show David Jones OutsideBroadcast","2015-10-29T00:00:00.000","2015-10-30T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Towards Zero (phase 2) MediaLaunch","2015-11-04T00:00:00.000","2015-11-04T00:00:00.000","Public Event - Media/Launch Event",,"Promotional Sites"
"Myer Christmas Windows Launch","2015-11-10T00:00:00.000","2015-11-10T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Myer Giftorium Launch 2015","2015-11-14T00:00:00.000","2015-11-14T00:00:00.000","Public Event - Media/Launch Event",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Sephora Melbourne Store Opening","2015-11-28T00:00:00.000","2015-11-28T00:00:00.000","Public Event - Media/Launch Event",,"Elizabeth Street, La Trobe Street, Swanston Street, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street"
"Community Hub At The DockOpen Day","2016-02-20T00:00:00.000","2016-02-20T00:00:00.000","Public Event - Media/Launch Event",,"Parks, All Other Spaces"
"Walk In Her Shoes","2016-03-06T00:00:00.000","2016-03-06T00:00:00.000","Public Event - Media/Launch Event",,"Fitzroy Gardens"
"CPR Lab Launch","2016-03-23T00:00:00.000","2016-03-23T00:00:00.000","Public Event - Media/Launch Event",,"City Square, Queensbridge Square"
"World Circus Day Media Launch","2016-04-14T00:00:00.000","2016-04-14T00:00:00.000","Public Event - Media/Launch Event",,"Birrarung Marr"
"Crumpler And AOC OfficialLuggage Launch","2016-04-26T00:00:00.000","2016-04-27T00:00:00.000","Public Event - Media Launch Event",,"Heape Court"
"Greek National Day Commem2014 (old format)","2014-03-23T00:00:00.000","2014-03-23T00:00:00.000","Public Event - Memorial",,"Alexandra Gardens, Kings Domain, Tom's Block, Swanston Street, St Kilda Road, Bridges"
"ANZAC Day 2014","2014-04-24T00:00:00.000","2014-04-25T00:00:00.000","Public Event - Memorial",,"Alexandra Gardens, Kings Domain, Tom's Block, Queen Victoria Gardens, Shrine Reserve, Bourke Street, Collins Street, Flinders Lane, Flinders Street, Little Collins Street, Swanston Street, St Kilda Road, Bridges, City Square, Flinders St Station"
"International Aids CandlelightMemorial","2014-05-18T00:00:00.000","2014-05-18T00:00:00.000","Public Event - Memorial",,"City Square"
"Weary Dunlop CommemorativeService","2014-07-12T00:00:00.000","2014-07-12T00:00:00.000","Public Event - Memorial",,"Kings Domain, Tom's Block"
"Anzac Centenary Procession","2014-08-17T00:00:00.000","2014-08-17T00:00:00.000","Public Event - Memorial",,"Swanston Street, St Kilda Road, Bridges"
"National Police Remembrance Day","2014-09-29T00:00:00.000","2014-09-29T00:00:00.000","Public Event - Memorial",,"Kings Domain, Tom's Block, St Kilda Road, Bridges"
"CBD Remembrance DayCommemoration","2014-11-11T00:00:00.000","2014-11-11T00:00:00.000","Public Event - Memorial",,"Elizabeth Street, Spring Street, Swanston Street"
"Operation Slipper Commemoration","2015-03-21T00:00:00.000","2015-03-21T00:00:00.000","Public Event - Memorial",,"Alexandra Gardens, Swanston Street, St Kilda Road"
"Private Official Opening Seeds OfFriendship (ATFMS)","2015-04-13T00:00:00.000","2015-04-13T00:00:00.000","Public Event - Memorial",,"Kings Domain"
"Int'l Aids Candlelight Memorial","2015-05-17T00:00:00.000","2015-05-17T00:00:00.000","Public Event - Memorial",,"City Square"
"National Police Remembrance Day","2015-09-29T00:00:00.000","2015-09-29T00:00:00.000","Public Event - Memorial",,"Kings Domain, Tom's Block, St Kilda Road, Bridges"
"International Aids CandlelightMemorial","2016-05-15T00:00:00.000","2016-05-15T00:00:00.000","Public Event - Memorial",,"City Square"
"Sir Edward DunlopCommemorative Service","2016-07-12T00:00:00.000","2016-07-12T00:00:00.000","Public Event - Memorial",,"Tom's Block"
