"station","route","lanes","months_used","count_date","direction","class1","class2","class3","class4","class5","class6","class7","class8","class9","class10","class11","class12","class13","latitude","longitude","location_1"
"1281","NY185","2","Jan-Dec","2013-09-02T00:00:00.000","SOUTH","21","1444","315","0","8","5","0","11","13","1","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-30T00:00:00.000","NORTH","13","1696","439","0","10","20","1","13","26","13","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-30T00:00:00.000","SOUTH","26","1866","502","3","14","22","1","12","33","13","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-29T00:00:00.000","SOUTH","13","1351","368","1","14","20","6","13","34","16","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-29T00:00:00.000","NORTH","3","1401","359","1","15","30","1","9","31","16","0","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-28T00:00:00.000","NORTH","10","1243","320","2","8","32","1","6","40","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-28T00:00:00.000","SOUTH","6","1255","337","0","11","17","17","5","37","28","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-27T00:00:00.000","NORTH","4","1242","339","0","18","20","3","9","35","16","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-27T00:00:00.000","SOUTH","12","1240","352","1","17","18","7","14","36","15","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-26T00:00:00.000","SOUTH","6","1293","368","0","10","11","4","6","35","14","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-26T00:00:00.000","NORTH","6","1346","347","0","14","13","1","4","31","20","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-23T00:00:00.000","SOUTH","26","1856","477","0","10","45","2","8","39","11","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-23T00:00:00.000","NORTH","10","1799","463","2","10","44","1","9","32","15","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-22T00:00:00.000","SOUTH","3","1117","293","0","13","10","1","6","18","4","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-22T00:00:00.000","NORTH","13","1594","399","13","20","29","3","15","37","20","0","1","3","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-21T00:00:00.000","SOUTH","27","1305","328","1","12","28","3","7","35","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-21T00:00:00.000","NORTH","12","1429","352","1","13","33","3","10","32","21","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-20T00:00:00.000","NORTH","5","1325","347","0","18","29","3","13","28","17","2","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-20T00:00:00.000","SOUTH","22","1328","332","1","16","24","6","15","39","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-19T00:00:00.000","NORTH","7","1545","368","1","12","23","2","11","41","22","0","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-19T00:00:00.000","SOUTH","11","1394","349","0","10","22","3","12","31","9","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-16T00:00:00.000","NORTH","6","1803","450","4","18","24","0","20","32","27","2","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-16T00:00:00.000","SOUTH","31","1937","486","4","15","24","3","13","30","13","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-15T00:00:00.000","NORTH","5","1561","363","1","17","27","0","18","29","22","2","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-15T00:00:00.000","SOUTH","16","1525","366","1","20","21","3","25","46","6","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-14T00:00:00.000","SOUTH","12","1387","347","1","18","22","1","18","34","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-14T00:00:00.000","NORTH","4","1410","363","0","14","23","2","19","27","24","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-13T00:00:00.000","SOUTH","6","1364","332","1","16","24","1","13","37","9","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-13T00:00:00.000","NORTH","5","1373","350","0","19","26","1","10","31","16","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-12T00:00:00.000","NORTH","8","1525","367","2","17","51","1","23","30","21","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-12T00:00:00.000","SOUTH","16","1343","354","0","16","47","4","23","28","12","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-09T00:00:00.000","NORTH","2","1805","511","1","16","10","2","18","25","22","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-09T00:00:00.000","SOUTH","11","1865","503","1","19","9","3","16","37","12","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-08T00:00:00.000","NORTH","4","1575","380","2","23","16","1","12","33","18","0","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-08T00:00:00.000","SOUTH","7","1534","366","2","22","18","2","12","36","14","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-07T00:00:00.000","NORTH","10","1552","389","0","18","9","4","12","32","18","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-07T00:00:00.000","SOUTH","17","1506","364","0","16","14","2","12","36","15","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-06T00:00:00.000","NORTH","9","1443","366","1","12","30","1","16","32","23","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-06T00:00:00.000","SOUTH","32","1408","359","2","16","26","1","12","39","11","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-05T00:00:00.000","SOUTH","19","1457","327","0","12","17","3","12","29","9","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-05T00:00:00.000","NORTH","11","1529","360","0","13","20","5","22","26","15","1","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-02T00:00:00.000","SOUTH","34","1950","456","0","16","15","1","12","35","6","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-02T00:00:00.000","NORTH","7","1780","467","1","17","15","2","12","20","19","2","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-01T00:00:00.000","NORTH","4","1524","393","0","22","22","1","10","37","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-08-01T00:00:00.000","SOUTH","11","1528","383","2","19","20","1","12","34","11","2","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-31T00:00:00.000","NORTH","16","1445","372","1","18","15","2","10","32","24","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-31T00:00:00.000","SOUTH","18","1428","382","2","14","19","2","10","33","16","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-30T00:00:00.000","NORTH","3","1376","352","2","11","27","0","18","36","15","0","0","2","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-30T00:00:00.000","SOUTH","15","1336","336","3","14","20","7","16","37","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-29T00:00:00.000","NORTH","27","1569","371","1","17","46","2","17","52","16","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-29T00:00:00.000","SOUTH","14","1396","355","0","14","26","24","12","32","33","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-26T00:00:00.000","SOUTH","57","1973","472","0","13","56","5","11","31","13","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-26T00:00:00.000","NORTH","13","1800","438","0","9","58","1","19","30","17","2","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-25T00:00:00.000","NORTH","11","1522","355","1","19","8","1","17","38","25","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-25T00:00:00.000","SOUTH","32","1583","350","0","23","5","2","8","38","13","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-24T00:00:00.000","NORTH","9","1300","352","1","16","10","0","10","27","19","2","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-24T00:00:00.000","SOUTH","22","1337","356","1","15","8","3","9","36","10","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-23T00:00:00.000","SOUTH","10","1290","343","0","12","18","3","4","35","4","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-23T00:00:00.000","NORTH","5","1332","356","0","17","18","1","7","31","20","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-22T00:00:00.000","NORTH","12","1442","348","0","19","15","0","7","25","17","1","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-22T00:00:00.000","SOUTH","28","1342","346","1","17","10","5","8","29","6","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-19T00:00:00.000","NORTH","9","1697","421","2","12","50","2","8","22","16","1","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-19T00:00:00.000","SOUTH","13","1770","436","1","19","48","2","9","29","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-18T00:00:00.000","NORTH","10","1361","367","1","11","21","1","4","51","23","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-18T00:00:00.000","SOUTH","21","1410","369","1","15","19","1","10","58","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-17T00:00:00.000","NORTH","14","1296","326","0","16","39","3","7","27","17","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-17T00:00:00.000","SOUTH","27","1362","349","0","17","27","11","5","30","12","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-16T00:00:00.000","SOUTH","28","1246","346","1","15","42","1","9","49","7","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-16T00:00:00.000","NORTH","34","1322","338","0","17","44","1","11","57","19","2","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-15T00:00:00.000","NORTH","17","1388","375","2","18","45","1","12","43","22","1","0","3","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-15T00:00:00.000","SOUTH","17","1278","377","1","14","38","6","15","34","23","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-12T00:00:00.000","NORTH","34","1676","420","1","14","54","2","14","34","10","0","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-12T00:00:00.000","SOUTH","33","1853","461","0","19","53","5","16","28","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-11T00:00:00.000","NORTH","13","1332","369","1","20","32","2","12","38","17","1","0","3","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-11T00:00:00.000","SOUTH","15","1323","371","1","20","11","19","16","41","22","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-10T00:00:00.000","SOUTH","6","1233","343","2","17","9","24","12","40","25","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-10T00:00:00.000","NORTH","3","1237","340","1","17","33","0","18","43","21","0","0","3","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-09T00:00:00.000","NORTH","10","1270","355","0","15","17","0","15","31","22","1","0","2","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-09T00:00:00.000","SOUTH","10","1243","354","0","15","12","2","12","40","6","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-08T00:00:00.000","SOUTH","6","1268","367","0","9","9","0","9","46","10","1","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-08T00:00:00.000","NORTH","3","1477","390","1","15","7","1","13","44","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-05T00:00:00.000","SOUTH","18","1952","448","2","16","9","7","16","31","7","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-05T00:00:00.000","NORTH","6","1717","429","0","13","17","0","11","27","20","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-04T00:00:00.000","SOUTH","22","1485","335","2","4","2","0","17","19","6","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-04T00:00:00.000","NORTH","6","1499","318","3","7","1","0","15","11","9","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-03T00:00:00.000","NORTH","11","1667","450","2","14","10","1","11","41","20","0","0","2","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-03T00:00:00.000","SOUTH","6","1716","465","0","16","7","5","12","30","25","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-02T00:00:00.000","SOUTH","8","1248","350","1","21","19","2","8","29","10","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-02T00:00:00.000","NORTH","6","1327","346","0","18","15","2","12","26","20","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-01T00:00:00.000","NORTH","0","1370","378","1","9","4","2","14","24","16","1","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-07-01T00:00:00.000","SOUTH","7","1275","360","1","7","4","1","15","25","6","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-28T00:00:00.000","SOUTH","2","1636","448","0","16","24","2","10","24","6","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-28T00:00:00.000","NORTH","5","1558","394","0","19","28","0","10","22","15","0","1","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-27T00:00:00.000","NORTH","4","1297","414","0","13","21","1","9","27","24","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-27T00:00:00.000","SOUTH","10","1312","392","0","16","16","1","10","43","15","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-26T00:00:00.000","SOUTH","6","1241","356","0","19","16","0","9","34","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-26T00:00:00.000","NORTH","0","1290","370","0","16","14","1","10","24","18","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-25T00:00:00.000","SOUTH","12","1255","334","1","17","40","5","6","33","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-25T00:00:00.000","NORTH","9","1261","344","0","14","45","1","6","31","26","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-24T00:00:00.000","SOUTH","11","1192","341","0","10","34","1","5","40","5","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-24T00:00:00.000","NORTH","7","1376","377","0","12","36","0","12","27","11","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-21T00:00:00.000","SOUTH","29","1708","496","0","20","19","3","14","31","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-21T00:00:00.000","NORTH","15","1545","452","1","21","20","4","11","39","22","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-20T00:00:00.000","NORTH","9","1294","356","0","18","26","1","5","24","24","0","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-20T00:00:00.000","SOUTH","19","1270","366","1","17","26","0","5","42","12","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-19T00:00:00.000","NORTH","9","1281","335","3","21","17","0","6","40","16","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-19T00:00:00.000","SOUTH","27","1232","339","0","20","16","2","8","39","9","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-18T00:00:00.000","SOUTH","7","1158","309","1","17","10","1","10","36","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-18T00:00:00.000","NORTH","7","1145","287","0","14","8","2","7","26","17","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-17T00:00:00.000","SOUTH","7","1146","358","0","13","14","12","17","24","13","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-17T00:00:00.000","NORTH","6","1183","362","1","20","25","2","19","21","8","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-14T00:00:00.000","NORTH","4","1707","458","0","13","35","3","29","22","13","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-14T00:00:00.000","SOUTH","18","1648","472","1","19","28","2","30","29","3","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-13T00:00:00.000","SOUTH","11","1195","370","2","19","12","2","15","31","6","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-13T00:00:00.000","NORTH","4","1227","342","2","17","13","2","16","28","11","1","1","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-12T00:00:00.000","SOUTH","10","1118","349","0","19","6","0","17","36","12","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-12T00:00:00.000","NORTH","8","1168","328","0","19","7","1","11","35","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-11T00:00:00.000","SOUTH","1","1033","329","1","20","19","1","7","41","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-11T00:00:00.000","NORTH","6","1070","334","3","18","19","0","6","36","24","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-10T00:00:00.000","NORTH","4","1207","329","1","15","19","1","9","43","19","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-10T00:00:00.000","SOUTH","11","1132","327","1","14","16","1","9","44","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-07T00:00:00.000","NORTH","4","1412","396","1","15","29","5","5","35","25","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-07T00:00:00.000","SOUTH","16","1404","426","1","18","32","1","8","36","10","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-06T00:00:00.000","SOUTH","85","1237","368","1","22","8","6","16","40","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-06T00:00:00.000","NORTH","19","1244","362","0","23","16","2","14","37","18","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-05T00:00:00.000","NORTH","74","1205","368","1","22","8","0","16","29","24","1","2","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-05T00:00:00.000","SOUTH","168","1173","382","1","28","10","0","11","45","4","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-04T00:00:00.000","SOUTH","126","1073","340","0","14","18","1","9","42","7","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-04T00:00:00.000","NORTH","65","1048","319","1","15","19","1","6","34","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-03T00:00:00.000","SOUTH","39","1178","315","1","15","4","0","9","31","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-06-03T00:00:00.000","NORTH","9","1185","317","3","18","5","0","4","27","16","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-31T00:00:00.000","NORTH","23","1387","408","1","13","72","3","15","41","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-31T00:00:00.000","SOUTH","40","1402","386","2","12","61","1","18","46","14","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-30T00:00:00.000","NORTH","13","1158","334","0","15","64","1","13","31","15","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-30T00:00:00.000","SOUTH","24","1174","326","2","18","38","19","11","39","9","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-29T00:00:00.000","NORTH","2","1127","304","0","20","30","1","11","25","17","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-29T00:00:00.000","SOUTH","3","1049","315","1","26","16","13","11","36","14","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-28T00:00:00.000","NORTH","6","1141","314","0","15","75","2","18","36","20","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-28T00:00:00.000","SOUTH","15","1144","326","2","16","65","3","14","37","12","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-27T00:00:00.000","SOUTH","34","1468","287","0","10","4","0","11","11","2","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-27T00:00:00.000","NORTH","4","1496","307","0","8","5","1","9","16","2","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-24T00:00:00.000","NORTH","0","1580","464","0","20","27","7","9","24","18","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-24T00:00:00.000","SOUTH","2","1585","480","0","18","22","7","10","25","5","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-23T00:00:00.000","NORTH","3","1187","355","0","18","22","7","9","36","15","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-23T00:00:00.000","SOUTH","6","1195","341","2","20","18","6","14","36","8","0","0","2","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-22T00:00:00.000","NORTH","1","1081","319","0","22","14","6","8","29","27","1","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-22T00:00:00.000","SOUTH","8","1096","340","2","20","13","7","6","41","10","0","0","1","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-21T00:00:00.000","NORTH","2","1054","330","2","20","28","1","7","32","13","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-21T00:00:00.000","SOUTH","5","1053","329","1","23","17","0","9","29","11","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-20T00:00:00.000","SOUTH","6","1183","314","1","13","13","2","5","33","7","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-20T00:00:00.000","NORTH","1","1128","304","0","21","19","0","5","31","14","1","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-17T00:00:00.000","NORTH","8","1334","387","0","11","28","1","16","32","18","2","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
"1281","NY185","2","Jan-Dec","2013-05-17T00:00:00.000","SOUTH","8","1329","413","1","10","19","4","12","40","8","0","0","0","44.01323","-73.4204","(44.01323, -73.4204)"
