"area_type","area_name","year","month","date","series_code","industry_title","seasonally_adjusted","current_employment"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","41000000","Wholesale Trade","N","800"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","42000000","Retail Trade","N","6500"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","1000"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","50000000","Information","N","600"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","55000000","Financial Activities","N","3600"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","55520000","Finance and Insurance","N","2500"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","55530000","Real Estate and Rental and Leasing","N","1100"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","60000000","Professional and Business Services","N","6500"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","60540000","Professional, Scientific and Technical S","N","2600"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","60550000","Management of Companies and Enterprises","N","300"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","60560000","Administrative and Support and Waste Ser","N","3600"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","65000000","Educational and Health Services","N","8500"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","70000000","Leisure and Hospitality","N","9100"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","70710000","Arts, Entertainment, and Recreation","N","1400"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","70720000","Accommodation and Food Service","N","7700"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","80000000","Other Services","N","1700"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","90000000","Government","N","10400"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","90910000","Federal Government","N","700"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","90920000","State Government","N","700"
"County","El Dorado County","2021","September","2021-09-01T00:00:00.000","90930000","Local Government","N","9000"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","0","Total Nonfarm","N","57500"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","1000000","Total Wage and Salary","N","57800"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","6000000","Goods Producing","N","9000"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","7000000","Service Providing","N","48500"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","10000000","Mining and Logging","N","200"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","11000000","Total Farm","N","300"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","20000000","Construction","N","6100"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","30000000","Manufacturing","N","2700"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","31000000","Durable Goods","N","1300"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","32000000","Nondurable Goods","N","1400"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","8300"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","41000000","Wholesale Trade","N","800"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","42000000","Retail Trade","N","6600"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","900"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","50000000","Information","N","600"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","55000000","Financial Activities","N","3700"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","55520000","Finance and Insurance","N","2500"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","55530000","Real Estate and Rental and Leasing","N","1200"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","60000000","Professional and Business Services","N","6500"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","60540000","Professional, Scientific and Technical S","N","2600"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","60550000","Management of Companies and Enterprises","N","300"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","60560000","Administrative and Support and Waste Ser","N","3600"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","65000000","Educational and Health Services","N","8500"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","70000000","Leisure and Hospitality","N","9400"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","70710000","Arts, Entertainment, and Recreation","N","1500"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","70720000","Accommodation and Food Service","N","7900"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","80000000","Other Services","N","1700"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","90000000","Government","N","9800"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","90910000","Federal Government","N","700"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","90920000","State Government","N","700"
"County","El Dorado County","2021","August","2021-08-01T00:00:00.000","90930000","Local Government","N","8400"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","0","Total Nonfarm","N","57100"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","1000000","Total Wage and Salary","N","57400"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","6000000","Goods Producing","N","9000"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","7000000","Service Providing","N","48100"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","10000000","Mining and Logging","N","200"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","11000000","Total Farm","N","300"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","20000000","Construction","N","6100"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","30000000","Manufacturing","N","2700"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","31000000","Durable Goods","N","1300"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","32000000","Nondurable Goods","N","1400"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","8300"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","41000000","Wholesale Trade","N","800"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","42000000","Retail Trade","N","6600"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","900"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","50000000","Information","N","600"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","55000000","Financial Activities","N","3700"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","55520000","Finance and Insurance","N","2500"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","55530000","Real Estate and Rental and Leasing","N","1200"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","60000000","Professional and Business Services","N","6500"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","60540000","Professional, Scientific and Technical S","N","2600"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","60550000","Management of Companies and Enterprises","N","300"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","60560000","Administrative and Support and Waste Ser","N","3600"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","65000000","Educational and Health Services","N","8500"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","70000000","Leisure and Hospitality","N","9400"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","70710000","Arts, Entertainment, and Recreation","N","1500"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","70720000","Accommodation and Food Service","N","7900"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","80000000","Other Services","N","1700"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","90000000","Government","N","9400"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","90910000","Federal Government","N","700"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","90920000","State Government","N","700"
"County","El Dorado County","2021","July","2021-07-01T00:00:00.000","90930000","Local Government","N","8000"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","0","Total Nonfarm","N","57400"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","1000000","Total Wage and Salary","N","57700"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","6000000","Goods Producing","N","8800"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","7000000","Service Providing","N","48600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","10000000","Mining and Logging","N","200"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","11000000","Total Farm","N","300"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","20000000","Construction","N","6000"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","30000000","Manufacturing","N","2600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","31000000","Durable Goods","N","1300"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","32000000","Nondurable Goods","N","1300"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","8200"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","41000000","Wholesale Trade","N","800"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","42000000","Retail Trade","N","6500"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","900"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","50000000","Information","N","600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","55000000","Financial Activities","N","3600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","55520000","Finance and Insurance","N","2500"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","55530000","Real Estate and Rental and Leasing","N","1100"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","60000000","Professional and Business Services","N","6400"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","60540000","Professional, Scientific and Technical S","N","2600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","60550000","Management of Companies and Enterprises","N","300"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","60560000","Administrative and Support and Waste Ser","N","3500"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","65000000","Educational and Health Services","N","8500"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","70000000","Leisure and Hospitality","N","9000"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","70710000","Arts, Entertainment, and Recreation","N","1400"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","70720000","Accommodation and Food Service","N","7600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","80000000","Other Services","N","1700"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","90000000","Government","N","10600"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","90910000","Federal Government","N","700"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","90920000","State Government","N","700"
"County","El Dorado County","2021","June","2021-06-01T00:00:00.000","90930000","Local Government","N","9200"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","0","Total Nonfarm","N","56300"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","1000000","Total Wage and Salary","N","56600"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","6000000","Goods Producing","N","8900"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","7000000","Service Providing","N","47400"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","10000000","Mining and Logging","N","200"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","11000000","Total Farm","N","300"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","20000000","Construction","N","6100"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","30000000","Manufacturing","N","2600"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","31000000","Durable Goods","N","1300"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","32000000","Nondurable Goods","N","1300"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","8100"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","41000000","Wholesale Trade","N","800"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","42000000","Retail Trade","N","6400"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","900"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","50000000","Information","N","600"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","55000000","Financial Activities","N","3400"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","55520000","Finance and Insurance","N","2500"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","55530000","Real Estate and Rental and Leasing","N","900"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","60000000","Professional and Business Services","N","6400"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","60540000","Professional, Scientific and Technical S","N","2600"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","60550000","Management of Companies and Enterprises","N","300"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","60560000","Administrative and Support and Waste Ser","N","3500"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","65000000","Educational and Health Services","N","8500"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","70000000","Leisure and Hospitality","N","8200"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","70710000","Arts, Entertainment, and Recreation","N","1200"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","70720000","Accommodation and Food Service","N","7000"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","80000000","Other Services","N","1700"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","90000000","Government","N","10500"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","90910000","Federal Government","N","600"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","90920000","State Government","N","600"
"County","El Dorado County","2021","May","2021-05-01T00:00:00.000","90930000","Local Government","N","9300"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","0","Total Nonfarm","N","56100"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","1000000","Total Wage and Salary","N","56300"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","6000000","Goods Producing","N","8700"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","7000000","Service Providing","N","47400"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","10000000","Mining and Logging","N","200"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","11000000","Total Farm","N","200"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","20000000","Construction","N","6000"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","30000000","Manufacturing","N","2500"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","31000000","Durable Goods","N","1300"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","32000000","Nondurable Goods","N","1200"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","8200"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","41000000","Wholesale Trade","N","900"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","42000000","Retail Trade","N","6400"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","900"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","50000000","Information","N","500"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","55000000","Financial Activities","N","3400"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","55520000","Finance and Insurance","N","2500"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","55530000","Real Estate and Rental and Leasing","N","900"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","60000000","Professional and Business Services","N","6300"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","60540000","Professional, Scientific and Technical S","N","2600"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","60550000","Management of Companies and Enterprises","N","300"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","60560000","Administrative and Support and Waste Ser","N","3400"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","65000000","Educational and Health Services","N","8500"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","70000000","Leisure and Hospitality","N","8500"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","70710000","Arts, Entertainment, and Recreation","N","1900"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","70720000","Accommodation and Food Service","N","6600"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","80000000","Other Services","N","1700"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","90000000","Government","N","10300"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","90910000","Federal Government","N","600"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","90920000","State Government","N","600"
"County","El Dorado County","2021","April","2021-04-01T00:00:00.000","90930000","Local Government","N","9100"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","0","Total Nonfarm","N","54900"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","1000000","Total Wage and Salary","N","55200"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","6000000","Goods Producing","N","8300"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","7000000","Service Providing","N","46600"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","10000000","Mining and Logging","N","100"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","11000000","Total Farm","N","300"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","20000000","Construction","N","5700"
"County","El Dorado County","2021","March","2021-03-01T00:00:00.000","30000000","Manufacturing","N","2500"
