"unnamed_column","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"8","1 Block COUNTRY WAY","18OR06571","OREM",,,"2018-02-17T07:59:30.000","Wednesday","7","2018-02-14T07:02:12.000","Description: Citizen Assist","834430352","CITIZEN ASSIST","40.2966","{'type': 'Point', 'coordinates': [-111.673, 40.2966]}","-111.673","Community Policing","UT","2018-02-28T06:23:28.000",
"9","200 Block UNIVERSITY PKWY","18OR06569","OREM",,,"2018-02-17T07:59:30.000","Wednesday","7","2018-02-14T07:02:55.000","Description: Traffic Accident-Injury","834430353","TRAFFIC ACCIDENT-INJURY","40.2735","{'type': 'Point', 'coordinates': [-111.69, 40.2735]}","-111.69","Traffic","UT","2018-02-28T06:23:28.000",
"10","1000 Block E 400 NORTH","16OR34953","OREM",,,"2016-07-25T08:00:58.000","Friday","15","2016-07-22T15:07:49.000","Description: Fraud","765989394","FRAUD","40.3045","{'type': 'Point', 'coordinates': [-111.67, 40.3045]}","-111.67","Theft","UT","2016-08-04T10:14:19.000",
"11","1 Block CENTER ST","16OR34960","OREM",,,"2016-07-25T08:00:54.000","Friday","16","2016-07-22T16:07:12.000","Description: Citizen Assist","765989306","CITIZEN ASSIST","40.2971","{'type': 'Point', 'coordinates': [-111.693, 40.2971]}","-111.693","Community Policing","UT","2016-08-04T10:10:39.000",
"12","800 Block N 1400 EAST","16OR34957","OREM",,,"2016-07-25T08:00:58.000","Friday","16","2016-07-22T16:07:24.000","Description: Citizen Assist","765989391","CITIZEN ASSIST","40.3128","{'type': 'Point', 'coordinates': [-111.662, 40.3128]}","-111.662","Community Policing","UT","2016-08-04T10:14:20.000",
"13","1300 Block W 1600 NORTH","16OR34966","OREM",,,"2016-07-27T08:01:39.000","Friday","16","2016-07-22T16:07:47.000","Description: Traffic Accident-Non Reportabl","766194889","TRAFFIC ACCIDENT-NON REPORTABL","40.3263","{'type': 'Point', 'coordinates': [-111.729, 40.3263]}","-111.729","Traffic","UT","2016-08-04T10:10:34.000",
"14","600 Block STATE ST","16OR34971","OREM",,,"2016-07-25T08:00:50.000","Friday","17","2016-07-22T17:07:10.000","Description: Citizen Assist","765989256","CITIZEN ASSIST","40.2843","{'type': 'Point', 'coordinates': [-111.689, 40.2843]}","-111.689","Community Policing","UT","2016-08-04T10:17:36.000",
"15","100 Block CENTER ST","16OR34973","OREM",,,"2016-07-25T08:00:50.000","Friday","17","2016-07-22T17:07:11.000","Description: Citizen Assist","765989250","CITIZEN ASSIST","40.2971","{'type': 'Point', 'coordinates': [-111.699, 40.2971]}","-111.699","Community Policing","UT","2016-08-04T10:17:36.000",
"16","100 Block E 200 NORTH","16OR34976","OREM",,,"2016-07-25T08:00:47.000","Friday","17","2016-07-22T17:07:48.000","Description: Animal Problem","765989241","ANIMAL PROBLEM","40.3008","{'type': 'Point', 'coordinates': [-111.692, 40.3008]}","-111.692","Community Policing","UT","2016-08-04T10:17:37.000",
"17","1100 Block S 1680 WEST","16OR34987","OREM",,,"2016-07-25T08:01:07.000","Friday","18","2016-07-22T18:07:07.000","Description: Alarm","765989421","ALARM","40.2755","{'type': 'Point', 'coordinates': [-111.735, 40.2755]}","-111.735","Alarm","UT","2016-08-04T10:10:39.000",
"18","1100 Block STATE ST","16OR34982","OREM",,,"2016-07-25T08:00:47.000","Friday","18","2016-07-22T18:07:18.000","Description: Citizen Assist","765989224","CITIZEN ASSIST","40.3176","{'type': 'Point', 'coordinates': [-111.704, 40.3176]}","-111.704","Community Policing","UT","2016-08-04T10:14:46.000",
"19","200 Block STATE ST","16OR34979","OREM",,,"2016-07-25T08:00:47.000","Friday","18","2016-07-22T18:07:49.000","Description: Family Problem-No Violence","765989235","FAMILY PROBLEM-NO VIOLENCE","40.2935","{'type': 'Point', 'coordinates': [-111.693, 40.2935]}","-111.693","Family Offense","UT","2016-08-04T10:10:21.000",
"20","500 Block N 680 WEST","16OR34994","OREM",,,"2016-07-25T08:01:00.000","Friday","19","2016-07-22T19:07:00.000","Description: Citizen Assist","765989401","CITIZEN ASSIST","40.3077","{'type': 'Point', 'coordinates': [-111.712, 40.3077]}","-111.712","Community Policing","UT","2016-08-04T10:14:46.000",
"21","1700 Block VILLAGE LN","16OR34991","OREM",,,"2016-07-25T08:01:04.000","Friday","19","2016-07-22T19:07:27.000","Description: Theft-Property-From Motor Vehi","765989416","THEFT-PROPERTY-FROM MOTOR VEHI","40.266","{'type': 'Point', 'coordinates': [-111.685, 40.266]}","-111.685","Theft","UT","2016-08-04T10:17:43.000",
"22","200 Block UNIVERSITY PKWY","16OR35019","OREM",,,"2016-07-25T08:00:54.000","Friday","20","2016-07-22T20:07:11.000","Description: Traffic Accident-Non Reportabl","765989302","TRAFFIC ACCIDENT-NON REPORTABL","40.2736","{'type': 'Point', 'coordinates': [-111.702, 40.2736]}","-111.702","Traffic","UT","2016-08-04T10:10:23.000",
"23","400 Block UNIVERSITY PKWY","16OR35011","OREM",,,"2016-07-25T08:00:54.000","Friday","20","2016-07-22T20:07:17.000","Description: Traffic Accident-Non Reportabl","765989297","TRAFFIC ACCIDENT-NON REPORTABL","40.2734","{'type': 'Point', 'coordinates': [-111.683, 40.2734]}","-111.683","Traffic","UT","2016-08-04T10:10:22.000",
"24","500 Block HEATHER RD","16OR35017","OREM",,,"2016-07-25T08:00:50.000","Friday","20","2016-07-22T20:07:58.000","Description: Citizen Assist","765989267","CITIZEN ASSIST","40.3318","{'type': 'Point', 'coordinates': [-111.683, 40.3318]}","-111.683","Community Policing","UT","2016-08-04T10:10:23.000",
"25","200 Block E 800 SOUTH","16OR35024","OREM",,,"2016-07-25T08:00:47.000","Friday","21","2016-07-22T21:07:19.000","Description: Citizen Assist","765989221","CITIZEN ASSIST","40.2824","{'type': 'Point', 'coordinates': [-111.69, 40.2824]}","-111.69","Community Policing","UT","2016-08-04T10:17:37.000",
"26","600 Block N 1000 EAST","16OR35025","OREM",,,"2016-07-25T08:01:04.000","Friday","21","2016-07-22T21:07:27.000","Description: Traffic Offense","765989419","TRAFFIC OFFENSE","40.3082","{'type': 'Point', 'coordinates': [-111.672, 40.3082]}","-111.672","Traffic","UT","2016-08-04T10:17:38.000",
"27","1300 Block E 750 NORTH","16OR35023","OREM",,,"2016-07-25T08:00:50.000","Friday","21","2016-07-22T21:07:31.000","Description: Agency Assist","765989257","AGENCY ASSIST","40.3112","{'type': 'Point', 'coordinates': [-111.664, 40.3112]}","-111.664","Community Policing","UT","2016-08-04T10:10:24.000",
"28","300 Block STATE ST","16OR35029","OREM",,,"2016-07-25T08:01:00.000","Friday","22","2016-07-22T22:07:04.000","Description: Traffic Offense","765989402","TRAFFIC OFFENSE","40.2912","{'type': 'Point', 'coordinates': [-111.692, 40.2912]}","-111.692","Traffic","UT","2016-08-04T10:17:38.000",
"29","400 Block STATE ST","16OR35032","OREM",,,"2016-07-25T08:00:54.000","Friday","22","2016-07-22T22:07:39.000","Description: CS-Poss-Marijuana","765989277","CS-POSS-MARIJUANA","40.2888","{'type': 'Point', 'coordinates': [-111.691, 40.2888]}","-111.691","Drugs","UT","2016-08-04T10:17:39.000",
"30","200 Block W 2000 SOUTH","16OR35031","OREM",,,"2016-07-25T08:00:54.000","Friday","22","2016-07-22T22:07:42.000","Description: Missing Person","765989293","MISSING PERSON","40.2607","{'type': 'Point', 'coordinates': [-111.701, 40.2607]}","-111.701","Missing Person","UT","2016-08-04T10:17:39.000",
"31","500 Block UNIVERSITY PKWY","16OR35038","OREM",,,"2016-07-25T08:00:50.000","Friday","22","2016-07-22T22:07:57.000","Description: Traffic Accident-Hit & Run","765989258","TRAFFIC ACCIDENT-HIT & RUN","40.2734","{'type': 'Point', 'coordinates': [-111.681, 40.2734]}","-111.681","Traffic","UT","2016-08-04T10:17:41.000",
"32","1400 Block N 725 WEST","16OR35034","OREM",,,"2016-07-25T08:00:47.000","Friday","22","2016-07-22T22:07:58.000","Description: Citizen Assist","765989244","CITIZEN ASSIST","40.3229","{'type': 'Point', 'coordinates': [-111.713, 40.3229]}","-111.713","Community Policing","UT","2016-08-04T10:17:40.000",
"33","1 Block CENTER ST","18OR06576","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:00.000","Description: Citizen Assist","834430347","CITIZEN ASSIST","40.2971","{'type': 'Point', 'coordinates': [-111.693, 40.2971]}","-111.693","Community Policing","UT","2018-02-28T06:23:28.000",
"34","800 Block E 800 SOUTH","18OR06575","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:06.000","Description: Non-Criminal Civil Complaint","834430350","NON-CRIMINAL CIVIL COMPLAINT","40.2823","{'type': 'Point', 'coordinates': [-111.675, 40.2823]}","-111.675","Other","UT","2018-02-28T06:23:28.000",
"35","400 Block COMMERCE RD","18OR06579","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:18.000","Description: Citizen Assist","834430345","CITIZEN ASSIST","40.2895","{'type': 'Point', 'coordinates': [-111.73, 40.2895]}","-111.73","Community Policing","UT","2018-02-28T06:23:28.000",
"36","300 Block STATE ST","18OR06577","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:19.000","Description: Traffic Accident-Hit & Run","834430346","TRAFFIC ACCIDENT-HIT & RUN","40.2904","{'type': 'Point', 'coordinates': [-111.692, 40.2904]}","-111.692","Traffic","UT","2018-02-28T06:23:28.000",
"37","900 Block STATE ST","16OR05623","OREM",,,"2016-02-07T06:49:14.000","Thursday","19","2016-02-04T19:02:18.000","Description: Alarm","749245712","ALARM","40.3155","{'type': 'Point', 'coordinates': [-111.703, 40.3155]}","-111.703","Alarm","UT","2016-02-17T09:02:30.000",
"38","100 Block STATE ST","16OR19273","OREM",,,"2016-04-26T05:42:21.000","Saturday","21","2016-04-23T21:04:23.000","Description: Alarm","757953698","ALARM","40.3002","{'type': 'Point', 'coordinates': [-111.696, 40.3002]}","-111.696","Alarm","UT","2016-05-06T08:02:16.000",
"39","500 Block S 670 EAST","16OR19271","OREM",,,"2016-04-26T05:42:08.000","Saturday","21","2016-04-23T21:04:36.000","Description: Family Problem-No Violence","757953516","FAMILY PROBLEM-NO VIOLENCE","40.287","{'type': 'Point', 'coordinates': [-111.679, 40.287]}","-111.679","Family Offense","UT","2016-05-06T08:02:15.000",
"40","500 Block UNIVERSITY PKWY","16OR19275","OREM",,,"2016-04-26T05:42:28.000","Saturday","21","2016-04-23T21:04:40.000","Description: Citizen Assist","757953737","CITIZEN ASSIST","40.2734","{'type': 'Point', 'coordinates': [-111.681, 40.2734]}","-111.681","Community Policing","UT","2016-05-06T08:02:16.000",
"41","1900 Block STATE ST","16OR19268","OREM",,,"2016-04-26T05:42:10.000","Saturday","21","2016-04-23T21:04:44.000","Description: Animal Problem","757953527","ANIMAL PROBLEM","40.333","{'type': 'Point', 'coordinates': [-111.713, 40.333]}","-111.713","Community Policing","UT","2016-05-06T08:02:15.000",
"42","400 Block S 850 EAST","16OR19276","OREM",,,"2016-04-26T05:42:28.000","Saturday","21","2016-04-23T21:04:48.000","Description: Citizen Assist","757953731","CITIZEN ASSIST","40.2886","{'type': 'Point', 'coordinates': [-111.675, 40.2886]}","-111.675","Community Policing","UT","2016-05-06T08:02:16.000",
"43","400 Block STATE ST","16OR19284","OREM",,,"2016-04-26T05:42:16.000","Saturday","22","2016-04-23T22:04:00.000","Description: Traffic Offense","757953590","TRAFFIC OFFENSE","40.2888","{'type': 'Point', 'coordinates': [-111.691, 40.2888]}","-111.691","Traffic","UT","2016-05-06T08:02:16.000",
"44","1 Block W 990 NORTH","16OR19278","OREM",,,"2016-04-26T05:42:19.000","Saturday","22","2016-04-23T22:04:00.000","Description: Agency Assist","757953668","AGENCY ASSIST","40.3156","{'type': 'Point', 'coordinates': [-111.697, 40.3156]}","-111.697","Community Policing","UT","2016-05-06T08:02:16.000",
"45","700 Block W 800 NORTH","16OR19287","OREM",,,"2016-04-26T05:42:08.000","Saturday","23","2016-04-23T23:04:23.000","Description: Assault-Simple","757953522","ASSAULT-SIMPLE","40.3121","{'type': 'Point', 'coordinates': [-111.714, 40.3121]}","-111.714","Assault","UT","2016-05-06T08:02:17.000",
"46","300 Block UNIVERSITY PKWY","16OR21670","OREM",,,"2016-05-10T05:44:47.000","Saturday","12","2016-05-07T12:05:48.000","Description: Traffic Accident-Reportable","759079391","TRAFFIC ACCIDENT-REPORTABLE","40.2734","{'type': 'Point', 'coordinates': [-111.687, 40.2734]}","-111.687","Traffic","UT","2016-05-20T08:01:47.000",
"47","200 Block E 950 SOUTH","18OR06573","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:33.000","Description: Alarm","834430349","ALARM","40.2797","{'type': 'Point', 'coordinates': [-111.688, 40.2797]}","-111.688","Alarm","UT","2018-02-28T06:23:28.000",
"48","1100 BLOCK S 150 WEST","09OR38626","OREM",,"US","2009-10-08T03:09:50.000","Thursday","0","2009-10-01T00:00:00.000","Description: VEHICLE RECOVERED","16994421","Community Policing","40.27707","{'type': 'Point', 'coordinates': [-111.69887, 40.27707]}","-111.69887","Proactive Policing","UT","2009-10-13T03:05:56.000","null"
"49","700 BLOCK W 165 SOUTH","09OR38628","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: CRIMINAL MISCHIEF","16994422","Other","40.29425","{'type': 'Point', 'coordinates': [-111.71268, 40.29425]}","-111.71268","Other","UT","2009-10-13T03:05:56.000","null"
"50","300 BLOCK COMMERCE LOOP","09OR38630","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: TRAFFIC ACCIDENT-NON REPORTABL","16994423","Traffic","40.29088","{'type': 'Point', 'coordinates': [-111.72676, 40.29088]}","-111.72676","Traffic","UT","2009-10-13T03:05:56.000","null"
"51","1 BLOCK E 500 NORTH","09OR38631","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: ALARM","16994424","Alarm","40.30635","{'type': 'Point', 'coordinates': [-111.69416, 40.30635]}","-111.69416","Other","UT","2009-10-13T03:05:56.000","null"
"52","1700 BLOCK STATE ST","09OR38632","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: AMBULANCE OR MEDICAL ASSIST","16994425","Assault","40.32995","{'type': 'Point', 'coordinates': [-111.71039, 40.32995]}","-111.71039","Assault","UT","2009-10-13T03:05:56.000","null"
"53","1300 BLOCK E 750 NORTH","09OR38634","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: ALARM","16994426","Alarm","40.31125","{'type': 'Point', 'coordinates': [-111.66389, 40.31125]}","-111.66389","Other","UT","2009-10-13T03:05:56.000","null"
"54","800 BLOCK UNIVERSITY PKWY","09OR38636","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: TRAFFIC OFFENSE","16994427","Traffic","40.27518","{'type': 'Point', 'coordinates': [-111.71427, 40.27518]}","-111.71427","Traffic","UT","2009-10-13T03:05:56.000","null"
"55","800 BLOCK MAIN ST","09OR38637","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: VEHICLE-ABANDONED","16994428","Community Policing","40.28207","{'type': 'Point', 'coordinates': [-111.6953, 40.28207]}","-111.6953","Proactive Policing","UT","2009-10-13T03:05:56.000","null"
"56","700 BLOCK S 200 WEST","09OR38638","OREM",,"US","2009-10-08T03:09:51.000","Thursday","0","2009-10-01T00:00:00.000","Description: HARRASSMENT","16994429","Family Offense","40.2835","{'type': 'Point', 'coordinates': [-111.70014, 40.2835]}","-111.70014","Other","UT","2009-10-13T03:05:56.000","null"
"57","700 BLOCK BOWL DR","09OR38639","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: ANIMAL STRAY","16994430","Community Policing","40.32596","{'type': 'Point', 'coordinates': [-111.67754, 40.32596]}","-111.67754","Proactive Policing","UT","2009-10-13T03:05:57.000","null"
"58","200 BLOCK W 1040 NORTH","09OR38640","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: ANIMAL PROBLEM","16994431","Community Policing","40.3164","{'type': 'Point', 'coordinates': [-111.70167000000001, 40.3164]}","-111.70167","Proactive Policing","UT","2009-10-13T03:05:57.000","null"
"59","1 BLOCK W 1200 SOUTH","09OR38641","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: VEHICLE-ABANDONED","16994432","Community Policing","40.27523","{'type': 'Point', 'coordinates': [-111.69622, 40.27523]}","-111.69622","Proactive Policing","UT","2009-10-13T03:05:57.000","null"
"60","1 BLOCK CENTER ST","09OR38642","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: CITIZEN ASSIST","16994433","Community Policing","40.29712","{'type': 'Point', 'coordinates': [-111.69326, 40.29712]}","-111.69326","Proactive Policing","UT","2009-10-13T03:05:57.000","null"
"61","1100 BLOCK N 800 EAST","09OR38648","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: THEFT-PROPERTY-FROM MOTOR VEHI","16994434","Theft","40.31807","{'type': 'Point', 'coordinates': [-111.67678, 40.31807]}","-111.67678","Theft","UT","2009-10-13T03:05:57.000","null"
"62","1 BLOCK W 450 NORTH","09OR38649","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: NON-CRIMINAL CIVIL COMPLAINT","16994435","Other","40.30544","{'type': 'Point', 'coordinates': [-111.69599, 40.30544]}","-111.69599","Other","UT","2009-10-13T03:05:57.000","null"
"63","1100 BLOCK S 800 EAST","09OR38650","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: TRAFFIC ACCIDENT-NON REPORTABL","16994436","Traffic","40.27657","{'type': 'Point', 'coordinates': [-111.67606, 40.27657]}","-111.67606","Traffic","UT","2009-10-13T03:05:57.000","null"
"64","1100 BLOCK STATE ST","09OR38651","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: TRAFFIC OFFENSE","16994437","Traffic","40.27592","{'type': 'Point', 'coordinates': [-111.68567, 40.27592]}","-111.68567","Traffic","UT","2009-10-13T03:05:57.000","null"
"65","1 BLOCK CENTER ST","09OR38652","OREM",,"US","2009-10-08T03:09:52.000","Thursday","0","2009-10-01T00:00:00.000","Description: CITIZEN ASSIST","16994438","Community Policing","40.29712","{'type': 'Point', 'coordinates': [-111.69326, 40.29712]}","-111.69326","Proactive Policing","UT","2009-10-13T03:05:57.000","null"
"66","1 BLOCK CENTER ST","09OR38653","OREM",,"US","2009-10-08T03:09:53.000","Thursday","0","2009-10-01T00:00:00.000","Description: CITIZEN ASSIST","16994439","Community Policing","40.29712","{'type': 'Point', 'coordinates': [-111.69326, 40.29712]}","-111.69326","Proactive Policing","UT","2009-10-13T03:05:57.000","null"
"67","1 BLOCK CENTER ST","09OR38654","OREM",,"US","2009-10-08T03:09:53.000","Thursday","0","2009-10-01T00:00:00.000","Description: CITIZEN ASSIST","16994440","Community Policing","40.29712","{'type': 'Point', 'coordinates': [-111.69326, 40.29712]}","-111.69326","Proactive Policing","UT","2009-10-13T03:05:58.000","null"
"68","1 BLOCK CENTER ST","09OR38655","OREM",,"US","2009-10-08T03:09:53.000","Thursday","0","2009-10-01T00:00:00.000","Description: CITIZEN ASSIST","16994441","Community Policing","40.29712","{'type': 'Point', 'coordinates': [-111.69326, 40.29712]}","-111.69326","Proactive Policing","UT","2009-10-13T03:05:58.000","null"
"69","1 Block CENTER ST","18OR06578","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:41.000","Description: Suspicious","834430348","SUSPICIOUS","40.2971","{'type': 'Point', 'coordinates': [-111.693, 40.2971]}","-111.693","Community Policing","UT","2018-02-28T06:23:28.000",
"70","300 Block E 100 NORTH","18OR06574","OREM",,,"2018-02-17T07:59:30.000","Wednesday","8","2018-02-14T08:02:41.000","Description: Citizen Assist","834430351","CITIZEN ASSIST","40.299","{'type': 'Point', 'coordinates': [-111.687, 40.299]}","-111.687","Community Policing","UT","2018-02-28T06:23:28.000",
"71","1100 Block CARTERVILLE RD","18OR06587","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:03.000","Description: Animal Problem","834430340","ANIMAL PROBLEM","40.2757","{'type': 'Point', 'coordinates': [-111.671, 40.2757]}","-111.671","Community Policing","UT","2018-02-28T06:23:28.000",
"72","1200 Block S 800 EAST","18OR06582","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:06.000","Description: Traffic Accident-Reportable","834430341","TRAFFIC ACCIDENT-REPORTABLE","40.2742","{'type': 'Point', 'coordinates': [-111.676, 40.2742]}","-111.676","Traffic","UT","2018-02-28T06:23:28.000",
"73","1900 Block N 630 EAST","18OR06583","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:10.000","Description: Theft-Property-From Motor Vehi","834430342","THEFT-PROPERTY-FROM MOTOR VEHI","40.3334","{'type': 'Point', 'coordinates': [-111.681, 40.3334]}","-111.681","Theft","UT","2018-02-28T06:23:28.000",
"74","100 Block S 280 EAST","18OR06580","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:14.000","Description: Family Problem-No Violence","834430344","FAMILY PROBLEM-NO VIOLENCE","40.2944","{'type': 'Point', 'coordinates': [-111.689, 40.2944]}","-111.689","Family Offense","UT","2018-02-28T06:23:28.000",
"75","1200 Block W 1000 SOUTH","18OR06585","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:18.000","Description: Suspicious","834430338","SUSPICIOUS","40.2789","{'type': 'Point', 'coordinates': [-111.726, 40.2789]}","-111.726","Community Policing","UT","2018-02-28T06:23:28.000",
"76","1 Block CENTER ST","18OR06584","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:26.000","Description: Citizen Assist","834430339","CITIZEN ASSIST","40.2971","{'type': 'Point', 'coordinates': [-111.693, 40.2971]}","-111.693","Community Policing","UT","2018-02-28T06:23:28.000",
"77","1700 Block N 680 WEST","18OR06581","OREM",,,"2018-02-17T07:59:30.000","Wednesday","9","2018-02-14T09:02:37.000","Description: Theft-Property-Other","834430343","THEFT-PROPERTY-OTHER","40.3292","{'type': 'Point', 'coordinates': [-111.713, 40.3292]}","-111.713","Theft","UT","2018-02-28T06:23:28.000",
"78","1 Block CENTER ST","18OR06586","OREM",,,"2018-02-17T07:59:30.000","Wednesday","10","2018-02-14T10:02:10.000","Description: Citizen Assist","834430337","CITIZEN ASSIST","40.2971","{'type': 'Point', 'coordinates': [-111.693, 40.2971]}","-111.693","Community Policing","UT","2018-02-28T06:23:28.000",
"79","1 Block S 1000 EAST","18OR06589","OREM",,,"2018-02-17T07:59:30.000","Wednesday","10","2018-02-14T10:02:26.000","Description: Theft-Property-Vehicle Parts","834430335","THEFT-PROPERTY-VEHICLE PARTS","40.2959","{'type': 'Point', 'coordinates': [-111.672, 40.2959]}","-111.672","Theft","UT","2018-02-28T06:23:28.000",
