Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation,Council Districts,Councils,Communities,Zip Codes,Municipalities
08/09/2022,01:54:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WAYNE AVE @ DALE DR,39.0000066666667,-77.0124583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,HRV,WHITE,Warning,21-201(a1),Transportation Article,False,HISPANIC,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(39.0000066666667, -77.0124583333333)",5,5,7,3065,1
07/23/2022,23:42:00,MCP,"3rd District, Silver Spring","FAILURE OF DR. TO MAKE LANE CH. TO AVAIL. LANE NOT IMMED. ADJ TO STOPPED, STANDING, PARKED VEH.",COLESVILLE RD @ DALE DR,39.00605345,-77.0220226166667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2019,ACURA,UT,GRAY,Warning,21-405(e2I),Transportation Article,False,WHITE,F,TOMBALL,TX,TX,A - Marked Patrol,"(39.00605345, -77.0220226166667)",5,5,7,3065,1
07/21/2022,16:13:00,MCP,"3rd District, Silver Spring",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,DALE DR/QUEENS ANNES DR,38.9987585333333,-77.0176431666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,JEEP,UT,GRAY,Warning,13-411(a),Transportation Article,False,BLACK,F,SILVER SPRING,MD,DC,A - Marked Patrol,"(38.9987585333333, -77.0176431666667)",5,5,7,3065,1
07/19/2022,19:20:00,MCP,"3rd District, Silver Spring",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,DALE DR AND PARK CREST DR,38.9944166666667,-77.0082733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,LEXUS,IS250,"BLUE, DARK",Warning,22-406(i1),Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9944166666667, -77.0082733333333)",5,5,7,3065,1
07/19/2022,19:27:00,MCP,"3rd District, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,WAYNE AVE AND DALE DR,38.998365,-77.0207183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,CAMRY,SILVER,Warning,13-411(f),Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.998365, -77.0207183333333)",5,5,7,3065,1
07/19/2022,19:00:00,MCP,"3rd District, Silver Spring",FAILURE TO EQUIP VEH. WITH REQ. REAR RED STOP LAMPVISIBLE FROM A DISTANCE OF NOT LESS THAN 300 FT,WAYNE AVE AND DALE DR,38.9973916666667,-77.0209533333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,HYUNDAI,ELANTRA,BLACK,Warning,22-219(a),Transportation Article,False,BLACK,M,WHITE PLAINS,MD,MD,A - Marked Patrol,"(38.9973916666667, -77.0209533333333)",5,5,7,3065,1
07/19/2022,19:27:00,MCP,"3rd District, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,WAYNE AVE AND DALE DR,38.998365,-77.0207183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,CAMRY,SILVER,Warning,13-411(d),Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.998365, -77.0207183333333)",5,5,7,3065,1
06/24/2022,01:37:00,MCP,"3rd District, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",COLESVILLE RD @ DALE DR,39.0111901666667,-77.0172518333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,SD,TAN,Warning,22-201.1,Transportation Article,False,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0111901666667, -77.0172518333333)",5,5,7,21,1
06/24/2022,01:37:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD @ DALE DR,39.0111901666667,-77.0172518333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,SD,TAN,Warning,21-201(a1),Transportation Article,False,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0111901666667, -77.0172518333333)",5,5,7,21,1
06/24/2022,03:28:00,MCP,"3rd District, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",COLESVILLE RD @ DALE DR,39.0051183333333,-77.0230683333333,No,No,No,No,No,No,No,No,No,No,NH,02 - Automobile,2022,CHRYSLER,PACIFICA,GRAY,Warning,22-201.1,Transportation Article,False,BLACK,M,CHICAGO,IL,IL,A - Marked Patrol,"(39.0051183333333, -77.0230683333333)",5,5,7,3065,1
